name,zone,club,grade,title,last_played,player_key,profile_url,Pld,name_clean
Adam Robinson,D1,NA,1648,NA,NA,17,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=17,35,adam robinson
Adam Watkin-Jones,D1,NA,1955,NA,NA,6,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=6,4,adam watkin-jones
Alex Sen,D1,NA,988,NA,NA,51,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=51,6,alex sen
Alexander Cooney,D1,NA,1350,NA,NA,36,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=36,31,alexander cooney
Anthony Geraghty,D1,NA,1568,NA,NA,24,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=24,6,anthony geraghty
Colin Denham,D1,NA,1682,NA,NA,13,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=13,12,colin denham
Courtenay Probert,D1,NA,1257,NA,NA,41,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=41,8,courtenay probert
Damien Clarke,D1,NA,1200,NA,NA,44,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=44,35,damien clarke
David Moore,D1,NA,1438,NA,NA,33,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=33,4,david moore
Emyr Llywelyn,D1,NA,975,NA,NA,52,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=52,10,emyr llywelyn
Eugene Noakes,D1,NA,1155,NA,NA,48,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=48,1,eugene noakes
Francis Headley,D1,NA,1200,NA,NA,45,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=45,17,francis headley
Georgina Gray,D1,NA,1293,NA,NA,40,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=40,12,georgina gray
Gerry Heap,D1,NA,2190,NA,NA,3,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=3,22,gerry heap
Gwyn Evans,D1,NA,1379,NA,NA,34,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=34,5,gwyn evans
Howard Leah,D1,NA,1512,NA,NA,28,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=28,12,howard leah
Howard Williams,D1,NA,2346,NA,NA,1,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=1,12,howard williams
Huw Morcom,D1,NA,1897,NA,NA,8,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=8,7,huw morcom
Ian Finlay,D1,NA,1370,NA,NA,35,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=35,7,ian finlay
Iolo Jones,D1,NA,2228,NA,NA,2,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=2,21,iolo jones
Iwan Griffiths,D1,NA,1630,NA,NA,20,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=20,3,iwan griffiths
James Cook,D1,NA,1491,NA,NA,31,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=31,37,james cook
Jamie Friel,D1,NA,1130,NA,NA,49,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=49,1,jamie friel
Joel Greenwood,D1,NA,1350,NA,NA,37,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=37,15,joel greenwood
John Miller,D1,NA,1680,NA,NA,14,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=14,8,john miller
Julie van Kemenade,D1,NA,1804,NA,NA,10,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=10,15,julie van kemenade
Kyle Cook,D1,NA,1321,NA,NA,39,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=39,5,kyle cook
Margaret Baron,D1,NA,850,NA,NA,53,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=53,10,margaret baron
Martin C Jones,D1,NA,1683,NA,NA,12,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=12,5,martin c jones
Matthew Francis,D1,NA,1651,NA,NA,15,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=15,11,matthew francis
Mike Weston,D1,NA,1525,NA,NA,26,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=26,10,mike weston
Owen Llywelyn,D1,NA,1509,NA,NA,29,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=29,21,owen llywelyn
Paul Orton,D1,NA,1640,NA,NA,18,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=18,17,paul orton
Richard Thomas,D1,NA,1600,NA,NA,21,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=21,1,richard thomas
Robbie Coles,D1,NA,1164,NA,NA,47,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=47,3,robbie coles
Robert Narayan-Taylor,D1,NA,1522,NA,NA,27,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=27,2,robert narayan-taylor
Robert Wright,D1,NA,1953,NA,NA,7,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=7,5,robert wright
Rudy van Kemenade,D1,NA,2052,NA,NA,4,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=4,37,rudy van kemenade
Sam Holman,D1,NA,1250,NA,NA,42,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=42,11,sam holman
Sandra Whitby,D1,NA,850,NA,NA,54,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=54,2,sandra whitby
Sarah Rowles,D1,NA,1562,NA,NA,25,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=25,10,sarah rowles
Scott Hammett,D1,NA,1506,NA,NA,30,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=30,22,scott hammett
Seamus Cunnane,D1,NA,1596,NA,NA,22,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=22,1,seamus cunnane
Tony Haigh,D1,NA,1859,NA,NA,9,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2015/pr.php?id=9,31,tony haigh
