name,zone,club,grade,title,last_played,player_key,profile_url,name_clean
Alan Silver,D1,NA,1454,NA,NA,p27,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p27.php,alan silver
Alastair Atkinson,D1,NA,1684,NA,NA,p14,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p14.php,alastair atkinson
Anthony Geraghty,D1,NA,1366,NA,NA,p35,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p35.php,anthony geraghty
Awne Osinga,D1,NA,1427,NA,NA,p29,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p29.php,awne osinga
CM Iolo Jones,D1,NA,2226,NA,NA,p2,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p2.php,cm iolo jones
Caerwyn Owen,D1,NA,1597,NA,NA,p20,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p20.php,caerwyn owen
Cai Lewis,D1,NA,1178,NA,NA,p43,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p43.php,cai lewis
Clive Boaler,D1,NA,1263,NA,NA,p39,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p39.php,clive boaler
Colin Denham,D1,NA,1719,NA,NA,p10,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p10.php,colin denham
David Ferguson,D1,NA,1746,NA,NA,p9,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p9.php,david ferguson
David Moore,D1,NA,1400,NA,NA,p31,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p31.php,david moore
Emyr Llywelyn,D1,NA,934,NA,NA,p50,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p50.php,emyr llywelyn
FM Howard Williams,D1,NA,2320,NA,NA,p1,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p1.php,fm howard williams
Gareth Prentice,D1,NA,1136,NA,NA,p45,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p45.php,gareth prentice
Georgina Gray,D1,NA,1318,NA,NA,p37,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p37.php,georgina gray
Gerry Heap,D1,NA,2080,NA,NA,p3,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p3.php,gerry heap
Gordon Gwilliams,D1,NA,1366,NA,NA,p34,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p34.php,gordon gwilliams
Howard Leah,D1,NA,1534,NA,NA,p21,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p21.php,howard leah
Hugh James,D1,NA,1436,NA,NA,p28,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p28.php,hugh james
Huw Morcom,D1,NA,1862,NA,NA,p8,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p8.php,huw morcom
Ian Finlay,D1,NA,1400,NA,NA,p30,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p30.php,ian finlay
Ifan Johnston,D1,NA,1096,NA,NA,p47,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p47.php,ifan johnston
Isaac Price,D1,NA,956,NA,NA,p49,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p49.php,isaac price
Iwan Griffiths,D1,NA,1623,NA,NA,p17,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p17.php,iwan griffiths
James Colquhoun,D1,NA,1293,NA,NA,p38,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p38.php,james colquhoun
James Cook,D1,NA,1506,NA,NA,p24,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p24.php,james cook
Jamie Sen,D1,NA,1500,NA,NA,p51,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p51.php,jamie sen
Jan Sendall,D1,NA,1347,NA,NA,p36,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p36.php,jan sendall
John Basterfield,D1,NA,1384,NA,NA,p33,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p33.php,john basterfield
John Florence,D1,NA,1261,NA,NA,p40,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p40.php,john florence
Julie van Kemenade,D1,NA,1709,NA,NA,p13,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p13.php,julie van kemenade
Keith Downey,D1,NA,1936,NA,NA,p6,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p6.php,keith downey
Lowri Johnston,D1,NA,1713,NA,NA,p12,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p12.php,lowri johnston
Margaret Baron,D1,NA,975,NA,NA,p48,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p48.php,margaret baron
Mark Talbot,D1,NA,2078,NA,NA,p4,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p4.php,mark talbot
Matthew Francis,D1,NA,1655,NA,NA,p16,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p16.php,matthew francis
Matthew Holborow,D1,NA,1978,NA,NA,p52,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p52.php,matthew holborow
Nathaniel Inskip,D1,NA,1610,NA,NA,p18,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p18.php,nathaniel inskip
Nick McIlvenna,D1,NA,1389,NA,NA,p32,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p32.php,nick mcilvenna
Owen Llywelyn,D1,NA,1532,NA,NA,p22,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p22.php,owen llywelyn
Paul Clark,D1,NA,1300,NA,NA,p53,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p53.php,paul clark
Paul Orton,D1,NA,1602,NA,NA,p19,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p19.php,paul orton
Robbie Coles,D1,NA,1169,NA,NA,p44,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p44.php,robbie coles
Roger Phillips,D1,NA,1508,NA,NA,p23,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p23.php,roger phillips
Roland Spencer,D1,NA,1501,NA,NA,p25,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p25.php,roland spencer
Ron Wade,D1,NA,1663,NA,NA,p15,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p15.php,ron wade
Rudy van Kemenade,D1,NA,2006,NA,NA,p5,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p5.php,rudy van kemenade
Rylan Clarke,D1,NA,1104,NA,NA,p46,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p46.php,rylan clarke
Scott Hammett,D1,NA,1473,NA,NA,p26,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p26.php,scott hammett
Seamus Cunnane,D1,NA,1716,NA,NA,p11,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p11.php,seamus cunnane
Tegwyn Jones,D1,NA,1221,NA,NA,p42,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p42.php,tegwyn jones
Tim Kirby,D1,NA,1250,NA,NA,p41,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p41.php,tim kirby
Tony Haigh,D1,NA,1871,NA,NA,p7,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2011/p7.php,tony haigh
