GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2017-09-20,Adam Jenkins,Joshua Abramsky,100,1168,G1,1,1462,0.85,0.85,1
2,2017-09-28,Adam Jenkins,Harry James,105,1000,G1,1,1465,1.75,0.9,2
3,2017-10-26,Adam Jenkins,Mark Emblem,76,1482,G1,0,1450,2.21,0.46,2
4,2017-11-30,Adam Jenkins,Peter Wood-Fisher,92,1314,G1,1,1460,2.9,0.69,3
1,2017-11-01,Adam Rakos,Nick Davies,39,1821,G1,0,2121,0.87,0.87,0
2,2017-11-15,Adam Rakos,Andrew Owen,41,1811,G1,1,2123,1.74,0.87,1
3,2017-11-29,Adam Rakos,Chris Dixon,40,1827,G2,1,2125,2.6,0.86,2
4,2017-12-13,Adam Rakos,Steve Horrell,51,1647,G2,1,2127,3.5,0.9,3
1,2017-10-11,Andrew Owen,Zane Allford,44,1789,G1,0.5,1810,0.53,0.53,0.5
2,2017-10-17,Andrew Owen,John D Thornton,NA,2006,E1,0.5,1816,0.78,0.25,1
3,2017-10-25,Andrew Owen,Chris Dixon,40,1819,G1,0.5,1817,1.27,0.49,1.5
4,2017-11-15,Andrew Owen,Adam Rakos,8,2135,G1,0,1813,1.4,0.13,1.5
5,2017-11-22,Andrew Owen,Zane Allford,44,1789,G1,0.5,1813,1.93,0.53,2
6,2017-12-06,Andrew Owen,Richard Livermore,54,1692,G3,0.5,1809,2.59,0.66,2.5
7,2017-12-20,Andrew Owen,Dennis O. Jones,49,1745,G1,0,1795,3.18,0.59,2.5
1,2017-09-25,Anthony Hughes,Federico Hernandez,NA,1854,,1,2023,0.72,0.72,1
2,2017-10-02,Anthony Hughes,Federico Hernandez,NA,1854,,0,2012,1.44,0.72,1
3,2017-10-09,Anthony Hughes,Hristo Colov,NA,1822,,0,2000,2.2,0.76,1
4,2017-10-10,Anthony Hughes,Robert Pezet,NA,1934,,1,2006,2.82,0.62,2
5,2017-10-16,Anthony Hughes,Paul Seymour,NA,1742,,1,2008,3.66,0.84,3
6,2017-10-18,Anthony Hughes,Peter D Lalic,NA,2254,,0,2005,3.86,0.2,3
7,2017-11-01,Anthony Hughes,David A Scott,NA,2342,,0,2003,3.99,0.13,3
8,2017-11-06,Anthony Hughes,Surjit S Dhemrait,NA,1590,,1,2005,4.89,0.9,4
9,2017-11-11,Anthony Hughes,Federico Rocco,NA,2166,,0,2000,5.19,0.3,4
10,2017-11-12,Anthony Hughes,Timothy Lunn,NA,1998,,0,1991,5.72,0.53,4
11,2017-11-13,Anthony Hughes,Ian S McLeod,NA,1894,,1,1997,6.39,0.67,5
12,2017-11-15,Anthony Hughes,Geoffrey L Bishop,NA,1782,,1,2000,7.19,0.8,6
13,2017-11-27,Anthony Hughes,Vincent Sagues,NA,1974,,0.5,1999,7.75,0.56,6.5
14,2017-11-29,Anthony Hughes,Anders L Lundback,NA,1865,,1,2004,8.46,0.71,7.5
1,2017-09-27,Brian Ross,Gerry Carolan,68,1557,G1,0,1400,0.3,0.3,0
2,2017-10-25,Brian Ross,Jusef Behit,65,1600,G1,0.5,1408,0.55,0.25,0.5
3,2017-11-08,Brian Ross,Lyn Holland,90,1346,G1,0.5,1406,1.14,0.59,1
4,2017-11-30,Brian Ross,Dave Roberts,70,1549,G1,0.5,1412,1.45,0.31,1.5
5,2017-12-06,Brian Ross,Chris Reading,57,1633,G1,0,1405,1.67,0.22,1.5
1,2017-07-24,Caspian Fowler,Kayan Kante,NA,1395,Sco-Adj,1,1471,0.59,0.59,1
2,2017-07-24,Caspian Fowler,Eoin Hunter,NA,1469,Fide,0,1456,1.07,0.48,1
3,2017-07-25,Caspian Fowler,Daniil Zelenchuk,NA,1591,IRL,0.5,1462,1.39,0.32,1.5
4,2017-07-25,Caspian Fowler,Thivya Rahulan,NA,1798,ECF,0.5,1474,1.5,0.11,2
5,2017-07-26,Caspian Fowler,Anouk Chemla,NA,1642,Fide,0,1466,1.76,0.26,2
6,2017-08-05,Caspian Fowler,Stein Jorgensen,NA,1516,Fide,0.5,1468,2.18,0.42,2.5
7,2017-08-05,Caspian Fowler,Ywonne Wetterling,NA,1483,Fide,0.5,1470,2.64,0.46,3
8,2017-08-06,Caspian Fowler,Cai Jussila,NA,1580,Fide,1,1491,2.97,0.33,4
9,2017-08-06,Caspian Fowler,Per Rasmussen,NA,1544,Fide,1,1511,3.35,0.38,5
10,2017-09-30,Caspian Fowler,Avril Chloe Hsu,NA,1518,ECF-Rapid,1,1529,3.77,0.42,6
11,2017-09-30,Caspian Fowler,Scarlet Wolstenhome,NA,1454,ECF-Rapid,1,1545,4.28,0.51,7
12,2017-09-30,Caspian Fowler,Max Bird,NA,1374,ECF-Rapid,1,1557,4.9,0.62,8
13,2017-10-01,Caspian Fowler,Yacine El Bachir,NA,1510,ECF,0,1543,5.33,0.43,8
14,2017-10-01,Caspian Fowler,Arthur Page,NA,1486,ECF-Rapid,0.5,1545,5.79,0.46,8.5
15,2017-10-24,Caspian Fowler,Chris Fewtrell,NA,1798,ECF,1,1573,5.9,0.11,9.5
16,2017-11-11,Caspian Fowler,John S Shaw,NA,1694,ECF,1,1599,6.1,0.2,10.5
