GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2015-01-03,Aishwarya Lutchman Singh,Kam Choo Yin,42,1608,E1,0,1387,0.22,0.22,0
2,2015-01-03,Aishwarya Lutchman Singh,Edward Mason,177,1502,E1,0.5,1392,0.57,0.35,0.5
3,2015-01-04,Aishwarya Lutchman Singh,Robert M Ashworth,NA,1834,ECF,0,1389,0.67,0.1,0.5
4,2015-01-04,Aishwarya Lutchman Singh,Simon Blackmore,19,1760,E1,0,1385,0.77,0.1,0.5
5,2015-01-12,Aishwarya Lutchman Singh,Justin Morgans,189,1694,E1,0.5,1397,0.91,0.14,1
6,2015-01-26,Aishwarya Lutchman Singh,Cyril Ley,160,1611,E1,0,1390,1.13,0.22,1
7,2015-01-30,Aishwarya Lutchman Singh,Chirag Guha,103,1731,E1,0,1386,1.25,0.12,1
8,2015-01-31,Aishwarya Lutchman Singh,James Evans,NA,1667,W1,1,1413,1.42,0.17,2
9,2015-02-01,Aishwarya Lutchman Singh,Karanvir Lutchman Singh,167,1714,E1,1,1440,1.55,0.13,3
10,2015-02-01,Aishwarya Lutchman Singh,Nicholas Evans,NA,1995,W1,0,1437,1.65,0.1,3
11,2015-03-07,Aishwarya Lutchman Singh,Matthew Beresford,NA,850,W1,1,1440,2.55,0.9,4
12,2015-03-07,Aishwarya Lutchman Singh,Duncan MacDonald,170,1232,E1,0,1417,3.27,0.72,4
13,2015-03-07,Aishwarya Lutchman Singh,Susanna Fraser,86,1358,E1,1,1432,3.82,0.55,5
14,2015-03-08,Aishwarya Lutchman Singh,Dafydd Lee,NA,952,N1,1,1435,4.72,0.9,6
15,2015-03-08,Aishwarya Lutchman Singh,Chirag Guha,103,1755,E2,0,1432,4.82,0.1,6
16,2015-03-08,Aishwarya Lutchman Singh,Jack Warner,NA,900,G1,1,1435,5.72,0.9,7
17,2015-03-10,Aishwarya Lutchman Singh,Anlan Qiu,222,1326,E1,1,1448,6.32,0.6,8
18,2015-03-21,Aishwarya Lutchman Singh,Jack Barry,NA,900,G1,1,1451,7.22,0.9,9
19,2015-03-21,Aishwarya Lutchman Singh,Benjamin Choo Yin,40,1797,E1,1,1480,7.32,0.1,10
20,2015-03-21,Aishwarya Lutchman Singh,Arjan Bolina,NA,1693,N1,0,1475,7.47,0.15,10
21,2015-03-22,Aishwarya Lutchman Singh,Anlan Qiu,222,1326,E1,1,1488,8.07,0.6,11
22,2015-03-22,Aishwarya Lutchman Singh,Shayanna Sivarajasingam,248,1711,E2,0.5,1500,8.2,0.13,11.5
23,2015-03-22,Aishwarya Lutchman Singh,George Smith,NA,1188,G1,1,1507,8.97,0.77,12.5
24,2015-03-23,Aishwarya Lutchman Singh,Bill Harle,107,1744,E1,0,1503,9.08,0.11,12.5
25,2015-03-25,Aishwarya Lutchman Singh,Hiya Ray,228,1339,E2,1,1517,9.66,0.58,13.5
26,2015-03-30,Aishwarya Lutchman Singh,john cox,52,1315,E1,1,1525,0.76,0.76,1
27,2015-04-03,Aishwarya Lutchman Singh,Chris Fox,85,1901,E1,0.5,1537,0.86,0.1,1.5
28,2015-04-03,Aishwarya Lutchman Singh,Hugh Price,218,1576,E1,0.5,1540,1.28,0.42,2
29,2015-04-04,Aishwarya Lutchman Singh,Ken Hannah,106,1759,E1,1,1566,1.48,0.2,3
30,2015-04-04,Aishwarya Lutchman Singh,Rob Dineen,71,1899,E1,0.5,1578,1.58,0.1,3.5
31,2015-04-06,Aishwarya Lutchman Singh,Tom Goildrick,NA,1858,ECF,0,1575,1.69,0.11,3.5
32,2015-04-06,Aishwarya Lutchman Singh,Guy Wagner,292,1836,E1,0,1571,1.82,0.13,3.5
33,2015-04-27,Aishwarya Lutchman Singh,Conor Hunt,122,1700,E1,0,1562,2.08,0.26,3.5
34,2015-04-29,Aishwarya Lutchman Singh,Anna Boyle,NA,978,G1,1,1566,2.98,0.9,4.5
1,2015-01-13,Akshara Nagaruru,Aviral Batra,14,936,E1,0,838,0.38,0.38,0
