name,zone,club,grade,title,last_played,player_key,profile_url,Pld,name_clean
Adam Harrison,W1,NA,850,NA,NA,188,https://www.welshchessunion.uk/Grading/xarchive/west/JanJune2015/pr.php?id=188,15,adam harrison
Adam May,W1,NA,1948,NA,NA,20,https://www.welshchessunion.uk/Grading/xarchive/west/JanJune2015/pr.php?id=20,14,adam may
Adrian Davies,W1,NA,1752,NA,NA,31,https://www.welshchessunion.uk/Grading/xarchive/west/JanJune2015/pr.php?id=31,7,adrian davies
Alan Bean,W1,NA,1138,NA,NA,86,https://www.welshchessunion.uk/Grading/xarchive/west/JanJune2015/pr.php?id=86,13,alan bean
Alan Bennett,W1,NA,2008,NA,NA,14,https://www.welshchessunion.uk/Grading/xarchive/west/JanJune2015/pr.php?id=14,4,alan bennett
Alan Rosser,W1,NA,1278,NA,NA,69,https://www.welshchessunion.uk/Grading/xarchive/west/JanJune2015/pr.php?id=69,6,alan rosser
Alan Young,W1,NA,2159,NA,NA,5,https://www.welshchessunion.uk/Grading/xarchive/west/JanJune2015/pr.php?id=5,19,alan young
Albert Easton,W1,NA,1567,NA,NA,45,https://www.welshchessunion.uk/Grading/xarchive/west/JanJune2015/pr.php?id=45,16,albert easton
Aled George,W1,NA,1500,NA,NA,49,https://www.welshchessunion.uk/Grading/xarchive/west/JanJune2015/pr.php?id=49,15,aled george
Aled Jenkins,W1,NA,1111,NA,NA,92,https://www.welshchessunion.uk/Grading/xarchive/west/JanJune2015/pr.php?id=92,27,aled jenkins
Alex Mardare,W1,NA,850,NA,NA,144,https://www.welshchessunion.uk/Grading/xarchive/west/JanJune2015/pr.php?id=144,17,alex mardare
Allan Pleasants,W1,NA,2214,NA,NA,3,https://www.welshchessunion.uk/Grading/xarchive/west/JanJune2015/pr.php?id=3,54,allan pleasants
Allyson James,W1,NA,1001,NA,NA,104,https://www.welshchessunion.uk/Grading/xarchive/west/JanJune2015/pr.php?id=104,17,allyson james
