name,zone,club,grade,title,last_played,player_key,profile_url
Benjamin Choo Yin,E1,NA,1947,NA,NA,e1 benjamin choo yin,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20benjamin%20choo%20yin
Kam Choo Yin,E1,NA,1638,NA,2023-12-04,e1 kam choo yin,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20kam%20choo%20yin
Amir Chornomorchenko,E1,NA,850,NA,NA,e1 amir chornomorchenko,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20amir%20chornomorchenko
Adam Christopher,E1,NA,1290,NA,2023-11-27,e1 adam christopher,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20adam%20christopher
Ethan Chung,E1,NA,1677,NA,2023-12-09,e1 ethan chung,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20ethan%20chung
Edd Chwieseni,E1,NA,1593,NA,2023-10-23,e1 edd chwieseni,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20edd%20chwieseni
Patrick Civil,E1,NA,1033,NA,2023-12-11,e1 patrick civil,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20patrick%20civil
Geoff Clarke,E1,NA,1280,NA,2023-11-28,e1 geoff clarke,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20geoff%20clarke
Jack Clemo,E1,NA,850,NA,NA,e1 jack clemo,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20jack%20clemo
Adam Colcombe,E1,NA,1070,NA,2023-07-18,e1 adam colcombe,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20adam%20colcombe
Tom Cooke,E1,NA,1650,NA,NA,e1 tom cooke,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20tom%20cooke
Mark Cooke,E1,NA,1656,NA,NA,e1 mark cooke,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20mark%20cooke
David Corney,E1,NA,884,NA,2023-12-04,e1 david corney,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20david%20corney
Clara Correa,E1,NA,850,NA,2023-07-18,e1 clara correa,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20clara%20correa
Max Correa,E1,NA,850,NA,NA,e1 max correa,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20max%20correa
Salvador Correa,E1,NA,850,NA,2023-07-18,e1 salvador correa,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20salvador%20correa
John Cox,E1,NA,1365,NA,2023-10-16,e1 john cox,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20john%20cox
Mamix Cramer,E1,NA,850,NA,NA,e1 mamix cramer,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20mamix%20cramer
Clive Crowley,E1,NA,1493,NA,2023-10-30,e1 clive crowley,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20clive%20crowley
Theodore Culliford,E1,NA,850,NA,NA,e1 theodore culliford,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20theodore%20culliford
Oliver Cumiskey,E1,NA,1192,NA,2023-12-09,e1 oliver cumiskey,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20oliver%20cumiskey
Steve Cunliffe,E1,NA,1907,NA,2023-11-20,e1 steve cunliffe,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20steve%20cunliffe
Peter Davies,E1,NA,1971,NA,2023-11-26,e1 peter davies,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20peter%20davies
Matthew Davies,E1,NA,1935,NA,2023-12-06,e1 matthew davies,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20matthew%20davies
Tom Davies,E1,NA,1664,NA,2023-08-20,e1 tom davies,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20tom%20davies
Milo Davies,E1,NA,1410,NA,2023-09-05,e1 milo davies,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20milo%20davies
Jonathan W Davies,E1,NA,1201,NA,NA,e1 jonathan w davies,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20jonathan%20w%20davies
Bill Davies,E1,NA,1115,NA,2023-11-09,e1 bill davies,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20bill%20davies
Rhys Davies,E1,NA,1000,NA,2023-12-14,e1 rhys davies,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20rhys%20davies
Louise Davies,E1,NA,882,NA,2023-12-14,e1 louise davies,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20louise%20davies
Jaime Davies,E1,NA,906,NA,NA,e1 jaime davies,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20jaime%20davies
Ioan Davies,E1,NA,896,NA,2023-11-05,e1 ioan davies,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20ioan%20davies
Callum Davies,E1,NA,1885,NA,2023-12-10,e1 callum davies,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20callum%20davies
Lee Davis,E1,NA,1928,NA,2023-12-15,e1 lee davis,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20lee%20davis
Ashley Davis,E1,NA,2008,NA,2023-09-10,e1 ashley davis,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20ashley%20davis
Andrew Di-Vetta,E1,NA,1783,NA,2023-12-12,e1 andrew di-vetta,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20andrew%20di-vetta
Russell Dodington,E1,NA,1678,NA,2023-11-20,e1 russell dodington,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20russell%20dodington
Edward Donovan,E1,NA,1895,NA,2023-12-13,e1 edward donovan,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20edward%20donovan
Brendan Donovan,E1,NA,900,NA,2023-12-18,e1 brendan donovan,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20brendan%20donovan
Alex Drysdale,E1,NA,1083,NA,NA,e1 alex drysdale,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20alex%20drysdale
Owain Dutfield,E1,NA,1408,NA,NA,e1 owain dutfield,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20owain%20dutfield
Jonathan Edwards,E1,NA,1111,NA,NA,e1 jonathan edwards,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20jonathan%20edwards
Dan Edwards,E1,NA,1600,NA,2023-12-06,e1 dan edwards,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20dan%20edwards
Duncan Elliott,E1,NA,1153,NA,NA,e1 duncan elliott,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20duncan%20elliott
Stuart Enoch,E1,NA,1337,NA,2023-12-18,e1 stuart enoch,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20stuart%20enoch
Kristan Enoch,E1,NA,1454,NA,2023-12-18,e1 kristan enoch,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20kristan%20enoch
Sergio Esteves,E1,NA,1394,NA,2023-12-18,e1 sergio esteves,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20sergio%20esteves
Artur Esteves,E1,NA,850,NA,2023-11-16,e1 artur esteves,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20artur%20esteves
Gwawr Evans,E1,NA,874,NA,2023-12-11,e1 gwawr evans,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20gwawr%20evans
Gareth Evans,E1,NA,854,NA,NA,e1 gareth evans,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20gareth%20evans
Harry Farley,E1,NA,1396,NA,NA,e1 harry farley,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20harry%20farley
Joe Fathallah,E1,NA,2080,NA,2023-12-13,e1 joe fathallah,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20joe%20fathallah
Blake Fisher,E1,NA,1448,NA,NA,e1 blake fisher,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20blake%20fisher
John Fletcher,E1,NA,2057,NA,2023-11-19,e1 john fletcher,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20john%20fletcher
Morgan Foulkes,E1,NA,1196,NA,2023-11-03,e1 morgan foulkes,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20morgan%20foulkes
Chris Fox,E1,NA,1577,NA,2023-12-10,e1 chris fox,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20chris%20fox
Rob Frame,E1,NA,1138,NA,2023-11-14,e1 rob frame,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20rob%20frame
Tomos Francis,E1,NA,850,NA,NA,e1 tomos francis,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20tomos%20francis
Susanna Fraser,E1,NA,1828,NA,NA,e1 susanna fraser,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20susanna%20fraser
Alex Freeland,E1,NA,2074,NA,2023-12-21,e1 alex freeland,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20alex%20freeland
Mike Gale,E1,NA,1617,NA,2023-12-11,e1 mike gale,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20mike%20gale
Zhouyi Gao,E1,NA,850,NA,2023-11-09,e1 zhouyi gao,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20zhouyi%20gao
Richard Gardner,E1,NA,850,NA,2023-09-25,e1 richard gardner,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20richard%20gardner
Lee Gillen,E1,NA,850,NA,2023-07-18,e1 lee gillen,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20lee%20gillen
Harri Gillen,E1,NA,850,NA,2023-07-18,e1 harri gillen,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20harri%20gillen
Chris Golding,E1,NA,1522,NA,NA,e1 chris golding,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20chris%20golding
Jarred Gore,E1,NA,1304,NA,NA,e1 jarred gore,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20jarred%20gore
Piotr Graczyk,E1,NA,1565,NA,2023-12-18,e1 piotr graczyk,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20piotr%20graczyk
Barbara Graczyk-Gibiec,E1,NA,1932,NA,NA,e1 barbara graczyk-gibiec,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20barbara%20graczyk-gibiec
David Grant,E1,NA,1000,NA,2023-12-13,e1 david grant,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20david%20grant
Cian Grattidge,E1,NA,993,NA,NA,e1 cian grattidge,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20cian%20grattidge
Chris Green,E1,NA,1495,NA,2023-11-06,e1 chris green,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20chris%20green
Nadi Grewal,E1,NA,1178,NA,2023-12-11,e1 nadi grewal,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20nadi%20grewal
Ashton Grey,E1,NA,978,NA,2023-11-27,e1 ashton grey,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20ashton%20grey
Owain Groves,E1,NA,1250,NA,2023-10-17,e1 owain groves,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20owain%20groves
Harri Hampson,E1,NA,850,NA,NA,e1 harri hampson,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20harri%20hampson
Toby Hanbury-Jones,E1,NA,850,NA,NA,e1 toby hanbury-jones,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20toby%20hanbury-jones
Darren Hanbury-Jones,E1,NA,850,NA,NA,e1 darren hanbury-jones,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20darren%20hanbury-jones
Csege Hanczar,E1,NA,1188,NA,2023-11-27,e1 csege hanczar,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20csege%20hanczar
Csombor Hanczar,E1,NA,1210,NA,2023-12-18,e1 csombor hanczar,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20csombor%20hanczar
Mabon Hanczar,E1,NA,936,NA,2023-12-18,e1 mabon hanczar,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20mabon%20hanczar
Gergely Hanczar,E1,NA,1125,NA,2023-12-18,e1 gergely hanczar,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20gergely%20hanczar
Ken Hannah,E1,NA,1605,NA,2023-12-11,e1 ken hannah,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20ken%20hannah
John Hannay,E1,NA,1514,NA,NA,e1 john hannay,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20john%20hannay
Jack Hannigan,E1,NA,1393,NA,2023-12-04,e1 jack hannigan,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20jack%20hannigan
Ben Hannigan,E1,NA,1234,NA,2023-12-04,e1 ben hannigan,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20ben%20hannigan
Gareth Harding,E1,NA,1658,NA,2023-11-27,e1 gareth harding,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20gareth%20harding
Bill Harle,E1,NA,1659,NA,2023-12-14,e1 bill harle,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20bill%20harle
Calum Harris,E1,NA,1882,NA,2023-10-22,e1 calum harris,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20calum%20harris
Will Harwood,E1,NA,1747,NA,2023-12-18,e1 will harwood,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20will%20harwood
Paul Hatchett,E1,NA,2030,NA,2023-12-20,e1 paul hatchett,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20paul%20hatchett
Gwyn Havard,E1,NA,1855,NA,2023-12-18,e1 gwyn havard,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20gwyn%20havard
Liam Hayles,E1,NA,900,NA,2023-12-18,e1 liam hayles,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20liam%20hayles
Lloyd Hayward,E1,NA,1390,NA,NA,e1 lloyd hayward,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20lloyd%20hayward
Pete Heaven,E1,NA,2097,NA,2023-12-14,e1 pete heaven,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20pete%20heaven
Albert Helbing,E1,NA,1342,NA,NA,e1 albert helbing,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20albert%20helbing
Kenul Herath,E1,NA,1000,NA,2023-12-09,e1 kenul herath,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20kenul%20herath
Reuben Hilliar,E1,NA,861,NA,2023-12-14,e1 reuben hilliar,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20reuben%20hilliar
Seb Hoccom,E1,NA,961,NA,2023-11-21,e1 seb hoccom,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20seb%20hoccom
Wayne Holland,E1,NA,1000,NA,2023-12-14,e1 wayne holland,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20wayne%20holland
Mike Hollyman,E1,NA,1746,NA,2023-11-27,e1 mike hollyman,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20mike%20hollyman
Chris Howells,E1,NA,1814,NA,NA,e1 chris howells,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20chris%20howells
S Wyn Howells,E1,NA,1588,NA,2023-11-12,e1 s wyn howells,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20s%20wyn%20howells
Roland Humphries,E1,NA,1246,NA,2023-10-26,e1 roland humphries,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20roland%20humphries
Bill Hunt,E1,NA,1766,NA,2023-11-16,e1 bill hunt,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20bill%20hunt
Cai Hurford,E1,NA,881,NA,NA,e1 cai hurford,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20cai%20hurford
Jake Hurley,E1,NA,1800,NA,2023-12-13,e1 jake hurley,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20jake%20hurley
Michael Hurley,E1,NA,1607,NA,2023-12-10,e1 michael hurley,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20michael%20hurley
Bob Hurn,E1,NA,1459,NA,2023-12-19,e1 bob hurn,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20bob%20hurn
Martin Ilett,E1,NA,1323,NA,2023-12-18,e1 martin ilett,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20martin%20ilett
Tomos Ilett,E1,NA,973,NA,2023-12-18,e1 tomos ilett,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20tomos%20ilett
Daniel Imrie,E1,NA,1083,NA,NA,e1 daniel imrie,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20daniel%20imrie
Daniel Jaberansari,E1,NA,1590,NA,NA,e1 daniel jaberansari,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20daniel%20jaberansari
Ben Jaberansari,E1,NA,1334,NA,NA,e1 ben jaberansari,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20ben%20jaberansari
Mehdi Jaberansari,E1,NA,866,NA,NA,e1 mehdi jaberansari,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20mehdi%20jaberansari
Milo Jackson,E1,NA,860,NA,NA,e1 milo jackson,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20milo%20jackson
Thomas Jackson,E1,NA,874,NA,2023-10-04,e1 thomas jackson,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2023/playerDetailView.php?key=e1%20thomas%20jackson
