name,zone,club,grade,title,last_played,player_key,profile_url,Pld,name_clean
Alan Valentine,N1,NA,1190,NA,NA,67,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=67,4,alan valentine
Anton Petkov,N1,NA,1770,NA,NA,21,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=21,4,anton petkov
Barrie Wells,N1,NA,1660,NA,NA,35,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=35,10,barrie wells
Brian Jones,N1,NA,1184,NA,NA,68,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=68,8,brian jones
Catriona Coutts,N1,NA,1511,NA,NA,51,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=51,3,catriona coutts
Charles F Morris,N1,NA,2161,NA,NA,5,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=5,7,charles f morris
Charles Higgie,N1,NA,2000,NA,NA,10,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=10,15,charles higgie
Chris Grier,N1,NA,1670,NA,NA,32,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=32,9,chris grier
Cliff Rice,N1,NA,1961,NA,NA,11,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=11,3,cliff rice
Danny Heath,N1,NA,1534,NA,NA,50,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=50,37,danny heath
David J James,N1,NA,2173,NA,NA,3,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=3,5,david j james
David Jameson,N1,NA,2173,NA,NA,4,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=4,10,david jameson
Deio Parri,N1,NA,1659,NA,NA,36,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=36,10,deio parri
Dewi Jones,N1,NA,1707,NA,NA,30,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=30,17,dewi jones
Domantas Kirklys,N1,NA,1544,NA,NA,49,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=49,15,domantas kirklys
Duarte Bota,N1,NA,1178,NA,NA,69,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=69,7,duarte bota
Elaine Evans,N1,NA,935,NA,NA,74,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=74,4,elaine evans
Eluned Rathbone-Jones,N1,NA,850,NA,NA,79,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=79,6,eluned rathbone-jones
Filip Molnar,N1,NA,1620,NA,NA,40,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=40,4,filip molnar
Finlay Mann,N1,NA,871,NA,NA,75,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=75,10,finlay mann
Frank Salt,N1,NA,1616,NA,NA,41,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=41,13,frank salt
G Brian Davies,N1,NA,1731,NA,NA,27,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=27,4,g brian davies
Garet Crossman,N1,NA,1592,NA,NA,43,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=43,5,garet crossman
Gary Fox,N1,NA,1468,NA,NA,54,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2019/pr.php?id=54,3,gary fox
