GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2011-05-14,Andrew Camp,Mike Friel,NA,1354,ECF,0.5,1220,0.31,0.31,0.5
2,2011-05-14,Andrew Camp,Richard Szwajkun,NA,1426,ECF,1,1245,0.54,0.23,1.5
3,2011-05-15,Andrew Camp,Johann Power,NA,1218,ECF,0,1229,1.03,0.49,1.5
4,2011-05-15,Andrew Camp,Geoff Townsend,NA,1346,ECF,1,1251,1.35,0.32,2.5
1,2011-01-24,Barrie Wells,Reg Hallwood,NA,1200,N1,1,1744,0.97,0.97,1
2,2011-02-28,Barrie Wells,Joshua Pink,NA,1780,N1,0,1733,1.42,0.45,1
3,2011-03-07,Barrie Wells,Briant Bourne,NA,1625,N1,0,1717,2.08,0.66,1
4,2011-03-15,Barrie Wells,G Brian Davies,NA,1880,N1,0,1710,2.39,0.31,1
5,2011-04-26,Barrie Wells,John Shakespeare,NA,1982,N1,0,1705,2.59,0.2,1
6,2011-06-02,Barrie Wells,Huw Davies,NA,1508,N1,1,1710,3.39,0.8,2
1,2011-02-23,Bill C Davies,T Jim Hanson,NA,1402,ECF,0.5,1557,0.72,0.72,0.5
1,2011-02-08,Brendan Shields,David Dickson,NA,1370,ECF,0,1714,0.9,0.9,0
2,2011-02-15,Brendan Shields,Graham Bromley,NA,1898,ECF,0,1708,1.18,0.28,0
3,2011-03-08,Brendan Shields,Ray Williams,NA,1882,ECF,1,1724,1.48,0.3,1
4,2011-03-28,Brendan Shields,Mike Dudley,NA,1722,ECF,0.5,1724,2,0.52,1.5
5,2011-04-05,Brendan Shields,Joe Nemcek,NA,1794,ECF,1,1738,2.42,0.42,2.5
6,2011-04-19,Brendan Shields,David Aldridge,NA,1778,ECF,1,1751,2.86,0.44,3.5
1,2011-01-24,Briant Bourne,David Jameson,NA,2084,N1,0,1624,0.05,0.05,0
2,2011-02-28,Briant Bourne,Michael Whale,NA,1882,N1,0,1619,0.23,0.18,0
3,2011-03-01,Briant Bourne,Deio Parri,NA,1788,N1,0.5,1625,0.51,0.28,0.5
4,2011-03-07,Briant Bourne,Barrie Wells,NA,1743,N1,1,1641,0.85,0.34,1.5
5,2011-04-04,Briant Bourne,Huw Davies,NA,1508,N1,1,1649,1.51,0.66,2.5
6,2011-05-02,Briant Bourne,Reg Hallwood,NA,1200,N1,1,1650,2.44,0.93,3.5
1,2011-02-12,Celeste McCrann,Stuart Hamilton,NA,1186,ECF,1,1525,0.88,0.88,1
2,2011-02-12,Celeste McCrann,John Simmons,NA,1618,ECF,0,1513,1.25,0.37,1
3,2011-02-13,Celeste McCrann,Christopher Goy,NA,1490,ECF,0.5,1512,1.79,0.54,1.5
4,2011-02-13,Celeste McCrann,Derek Brent,NA,1522,ECF,1,1528,2.29,0.5,2.5
5,2011-05-14,Celeste McCrann,Barry Edgar,NA,1754,ECF,1,1553,2.49,0.2,3.5
6,2011-05-14,Celeste McCrann,David Buckell,NA,1794,ECF,0,1548,2.66,0.17,3.5
7,2011-05-15,Celeste McCrann,Gary White,NA,1754,ECF,0,1541,2.86,0.2,3.5
8,2011-05-15,Celeste McCrann,G O White,NA,1730,ECF,0,1534,3.09,0.23,3.5
1,2011-01-11,Charles F Morris,John Gorman,NA,2018,ECF,1,2214,0.75,0.75,1
2,2011-01-15,Charles F Morris,William JK Boulton,NA,2170,ECF,0,2205,1.31,0.56,1
3,2011-01-16,Charles F Morris,Rhys Cumming,NA,2178,ECF,0,2196,1.86,0.55,1
4,2011-01-25,Charles F Morris,Les Simcock,NA,1922,ECF,1,2199,2.71,0.85,2
5,2011-02-08,Charles F Morris,Les Simcock,NA,1922,ECF,1,2201,3.56,0.85,3
6,2011-02-19,Charles F Morris,Jean-Luc Weller,NA,2154,ECF,1,2208,4.14,0.58,4
7,2011-02-20,Charles F Morris,Anthony J Stebbings,NA,2290,ECF,0.5,2210,4.53,0.39,4.5
8,2011-03-01,Charles F Morris,Graham Bromley,NA,1898,ECF,1,2212,5.4,0.87,5.5
9,2011-03-05,Charles F Morris,Jonathan Gilbert,NA,2115,G1,0.5,2210,6.03,0.63,6
10,2011-03-15,Charles F Morris,John Blore,NA,2058,N1,0,2198,6.73,0.7,6
11,2011-03-26,Charles F Morris,Ian Gooding,NA,2034,ECF,0,2187,7.46,0.73,6
12,2011-03-27,Charles F Morris,Ali Reza Jaunooby,NA,2242,ECF,0,2179,7.91,0.45,6
13,2011-04-19,Charles F Morris,David Bennion,NA,1928,N1,0,2166,8.75,0.84,6
14,2011-04-30,Charles F Morris,Stephen Cairns,NA,2106,ECF,0,2156,9.39,0.64,6
15,2011-05-01,Charles F Morris,James P Holland,NA,2186,ECF,0,2147,9.92,0.53,6
16,2011-05-02,Charles F Morris,Julian T Ward,NA,2218,ECF,0.5,2147,10.41,0.49,6.5
1,2011-01-05,Dafydd H Vaughan-Evans,Neville Layhe,NA,1698,ECF,0,1572,0.34,0.34,0
2,2011-02-15,Dafydd H Vaughan-Evans,Steve Bardell,NA,1482,ECF,0,1552,0.98,0.64,0
3,2011-04-19,Dafydd H Vaughan-Evans,Steve Haslam,NA,1386,ECF,0.5,1543,1.74,0.76,0.5
1,2011-01-05,David Bennion,David C Castledine,NA,1651,N1,0.5,1920,0.84,0.84,0.5
2,2011-01-11,David Bennion,David J James,NA,2158,N1,0.5,1927,1.05,0.21,1
3,2011-01-15,David Bennion,Robert A Dean,NA,1882,ECF,1,1937,1.61,0.56,2
4,2011-01-24,David Bennion,C Phillip Fisher,NA,1834,ECF,0,1922,2.24,0.63,2
5,2011-01-25,David Bennion,Colin White,NA,1690,ECF,1,1927,3.04,0.8,3
6,2011-02-16,David Bennion,Alan Jackson,NA,1754,ECF,1,1934,3.77,0.73,4
7,2011-02-19,David Bennion,Richard M Cowan,NA,1914,ECF,1,1945,4.29,0.52,5
