name,zone,club,grade,title,last_played,player_key,profile_url,Pld,name_clean
Aishwarya Lutchman Singh,E1,Penarth,1394,NA,NA,166,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=166,34,aishwarya lutchman singh
Akshara Nagaruru,E1,St John's College,850,NA,NA,195,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=195,22,akshara nagaruru
Alan MacDonald,E1,North Cardiff,850,NA,NA,169,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=169,2,alan macdonald
Alan Spice,E1,Cardiff,2050,NA,NA,260,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=260,12,alan spice
Alan Williams,E1,Bridgend,1627,NA,NA,305,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=305,13,alan williams
Alex Bullen,E1,Cardiff,2175,NA,NA,31,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=31,48,alex bullen
Alex Freeland,E1,Cardiff,2071,NA,NA,87,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=87,9,alex freeland
Alex Kenealy,E1,Cardiff,1640,NA,NA,150,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=150,25,alex kenealy
Alex Wills,E1,Cardiff,1743,NA,NA,311,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=311,2,alex wills
Allan Fisher,E1,Bridgend,1604,NA,NA,83,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=83,13,allan fisher
Allen Jossy,E1,Cardiff,935,NA,NA,143,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=143,3,allen jossy
Alun Howell,E1,Caerphilly,1751,NA,NA,116,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=116,13,alun howell
Alun Smith,E1,North Cardiff,850,NA,NA,253,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=253,3,alun smith
Alyssa Wang,E1,North Cardiff,1782,NA,NA,295,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=295,18,alyssa wang
Amin Ghabanlou,E1,St John's College,1004,NA,NA,91,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=91,18,amin ghabanlou
Andrew Di-Vetta,E1,Bridgend,1691,NA,NA,72,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=72,41,andrew di-vetta
Andrew Trickey,E1,Bridgend Central,1679,NA,NA,283,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=283,9,andrew trickey
Andrew Worthington,E1,Bridgend,1354,NA,NA,316,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=316,6,andrew worthington
Andy Robinson,E1,Caerphilly,850,NA,NA,237,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=237,1,andy robinson
Anish Choudhuri,E1,St John's College,856,NA,NA,43,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=43,14,anish choudhuri
Anlan Qiu,E1,Cardiff,1326,NA,NA,222,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=222,31,anlan qiu
Anthony Baker,E1,Bridgend,1626,NA,NA,10,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=10,6,anthony baker
Anthony Williams,E1,Bridgend,996,NA,NA,306,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=306,12,anthony williams
Aron Calist,E1,St John's College,1414,NA,NA,33,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=33,43,aron calist
Ashley Davis,E1,Barry,1946,NA,NA,66,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=66,25,ashley davis
Aviral Batra,E1,Cardiff,936,NA,NA,14,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=14,14,aviral batra
Bedanta Baruah,E1,Cardiff,1615,NA,NA,13,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=13,11,bedanta baruah
Ben Jaberansari,E1,St John's College,850,NA,NA,126,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=126,2,ben jaberansari
Ben Thomas,E1,Penarth,1875,NA,NA,273,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=273,24,ben thomas
Benjamin Choo Yin,E1,North Cardiff,1797,NA,NA,40,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=40,37,benjamin choo yin
Beryl Hughes,E1,Caerphilly,1523,NA,NA,119,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=119,18,beryl hughes
Bill Davies,E1,Rhondda,1312,NA,NA,58,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=58,14,bill davies
Bill Harle,E1,Cardiff,1744,NA,NA,107,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=107,12,bill harle
Bill Hunt,E1,Cardiff,1838,NA,NA,121,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=121,18,bill hunt
Bill Wilkins,E1,Cardiff,1425,NA,NA,304,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=304,4,bill wilkins
Bindu Doddi,E1,East Glam Zone,850,NA,NA,73,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=73,4,bindu doddi
Bob Hurn,E1,Caerphilly,1661,NA,NA,123,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=123,55,bob hurn
Bob Owen,E1,Bridgend,1418,NA,NA,202,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=202,7,bob owen
Brenda Miles,E1,Nelson,1245,NA,NA,186,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=186,10,brenda miles
Brian Morris,E1,Bridgend Central,850,NA,NA,190,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=190,1,brian morris
Callum McGarvey-Jones,E1,St John's College,1053,NA,NA,181,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=181,6,callum mcgarvey-jones
Callum Penny,E1,East Glam Zone,880,NA,NA,210,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=210,6,callum penny
Callum Smith,E1,North Cardiff,850,NA,NA,254,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=254,7,callum smith
Calum Harris,E1,Pontypridd,1801,NA,NA,108,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=108,14,calum harris
Celso Bettencourt Pinto,E1,Cardiff,2052,NA,NA,216,https://www.welshchessunion.uk/Grading/xarchive/east/JanJune2015/pr.php?id=216,15,celso bettencourt pinto
