name,zone,club,grade,title,last_played,player_key,profile_url
Warren Videan,E1,NA,975,NA,NA,e1 warren videan,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20warren%20videan
Fraser Britton,E1,NA,974,NA,NA,e1 fraser britton,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20fraser%20britton
Tabitha Ryan,E1,NA,973,NA,NA,e1 tabitha ryan,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20tabitha%20ryan
Robert Clayton,E1,NA,972,NA,NA,e1 robert clayton,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20robert%20clayton
Roger Lockyer,G1,NA,968,NA,NA,g1 roger lockyer,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=g1%20roger%20lockyer
Alan MacDonald,E1,NA,968,NA,NA,e1 alan macdonald,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20alan%20macdonald
Sarah Kett,E1,NA,967,NA,NA,e1 sarah kett,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20sarah%20kett
Andrew Moore,E1,NA,967,NA,NA,e1 andrew moore,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20andrew%20moore
Lee Stevens,W1,NA,965,NA,NA,w1 lee stevens,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20lee%20stevens
Mike Wilkins,G1,NA,958,NA,NA,g1 mike wilkins,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=g1%20mike%20wilkins
Alice Potter,W1,NA,957,NA,NA,w1 alice potter,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20alice%20potter
Ian Bryant,E1,NA,954,NA,NA,e1 ian bryant,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20ian%20bryant
Jack Cummine,W1,NA,952,NA,NA,w1 jack cummine,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20jack%20cummine
Osian Bonnett,N1,NA,951,NA,NA,n1 osian bonnett,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=n1%20osian%20bonnett
James Brindle,E1,NA,950,NA,NA,e1 james brindle,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20james%20brindle
Patrick Civil,E1,NA,948,NA,NA,e1 patrick civil,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20patrick%20civil
Thomas J Davies,G1,NA,940,NA,NA,g1 thomas j davies,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=g1%20thomas%20j%20davies
William Roberts,E1,NA,940,NA,2022-05-30,e1 william roberts,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20william%20roberts
Ashton Grey,E1,NA,937,NA,NA,e1 ashton grey,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20ashton%20grey
Elaine Evans,N1,NA,935,NA,NA,n1 elaine evans,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=n1%20elaine%20evans
Cameron Bale,W1,NA,933,NA,NA,w1 cameron bale,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20cameron%20bale
Kevin Cullen,W1,NA,929,NA,NA,w1 kevin cullen,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20kevin%20cullen
Ioan Davies,E1,NA,925,NA,2022-05-09,e1 ioan davies,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20ioan%20davies
Dave Morris,E1,NA,924,NA,NA,e1 dave morris,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20dave%20morris
Gabriella Watkins,G1,NA,922,NA,NA,g1 gabriella watkins,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=g1%20gabriella%20watkins
Anuraag Guha,E1,NA,921,NA,NA,e1 anuraag guha,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20anuraag%20guha
Dilusha Fernando,E1,NA,912,NA,NA,e1 dilusha fernando,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20dilusha%20fernando
Connor Evans,E1,NA,910,NA,NA,e1 connor evans,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20connor%20evans
Mike Osborn,W1,NA,906,NA,NA,w1 mike osborn,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20mike%20osborn
Evan Lewis,E1,NA,905,NA,NA,e1 evan lewis,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20evan%20lewis
Callum Penny,E1,NA,905,NA,NA,e1 callum penny,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20callum%20penny
Ray Denyer,E1,NA,903,NA,NA,e1 ray denyer,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20ray%20denyer
Jaime Davies,E1,NA,900,NA,2022-06-22,e1 jaime davies,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20jaime%20davies
Nathan Ford,E1,NA,894,NA,NA,e1 nathan ford,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20nathan%20ford
Gwawr Evans,E1,NA,893,NA,2022-06-07,e1 gwawr evans,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20gwawr%20evans
Keith Owen,E1,NA,889,NA,NA,e1 keith owen,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20keith%20owen
Scott Beale,E1,NA,885,NA,NA,e1 scott beale,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20scott%20beale
Harrison Nayar,E1,NA,885,NA,NA,e1 harrison nayar,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20harrison%20nayar
Emily Hornby,E1,NA,884,NA,2022-04-25,e1 emily hornby,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20emily%20hornby
Henry Townsend,E1,NA,880,NA,NA,e1 henry townsend,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20henry%20townsend
Lewis Wynn,G1,NA,880,NA,NA,g1 lewis wynn,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=g1%20lewis%20wynn
Alex Ball,G1,NA,876,NA,NA,g1 alex ball,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=g1%20alex%20ball
Ivor Hitchings,E1,NA,876,NA,NA,e1 ivor hitchings,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20ivor%20hitchings
Advik Jain,W1,NA,874,NA,NA,w1 advik jain,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20advik%20jain
Ali Malaj,W1,NA,874,NA,NA,w1 ali malaj,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20ali%20malaj
Moses Hung,W1,NA,873,NA,NA,w1 moses hung,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20moses%20hung
Alysson James,W1,NA,872,NA,NA,w1 alysson james,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20alysson%20james
Paul Jenkins,E1,NA,871,NA,NA,e1 paul jenkins,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20paul%20jenkins
Finlay Mann,N1,NA,871,NA,NA,n1 finlay mann,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=n1%20finlay%20mann
Vedant Lutchman Singh,E1,NA,870,NA,NA,e1 vedant lutchman singh,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20vedant%20lutchman%20singh
Mehdi Jaberansari,E1,NA,866,NA,NA,e1 mehdi jaberansari,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20mehdi%20jaberansari
Aaryan Pandit,E1,NA,863,NA,2022-06-14,e1 aaryan pandit,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20aaryan%20pandit
Lucy Taylor,E1,NA,859,NA,NA,e1 lucy taylor,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20lucy%20taylor
Steve Maguire,E1,NA,856,NA,2022-04-16,e1 steve maguire,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20steve%20maguire
Oscar Hitchings,E1,NA,855,NA,NA,e1 oscar hitchings,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20oscar%20hitchings
Swar Gamare,W1,NA,853,NA,NA,w1 swar gamare,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20swar%20gamare
Finlay Britton,E1,NA,852,NA,NA,e1 finlay britton,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20finlay%20britton
Roy Adams,E1,NA,850,NA,NA,e1 roy adams,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20roy%20adams
Ali Amar,E1,NA,850,NA,NA,e1 ali amar,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20ali%20amar
Ardvan Ashne,W1,NA,850,NA,NA,w1 ardvan ashne,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20ardvan%20ashne
Margaret Baron,D1,NA,850,NA,NA,d1 margaret baron,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=d1%20margaret%20baron
Reuben Bartholomew,E1,NA,850,NA,NA,e1 reuben bartholomew,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20reuben%20bartholomew
Harri Beale,W1,NA,850,NA,NA,w1 harri beale,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20harri%20beale
Marcus Bedwell,E1,NA,850,NA,2022-03-21,e1 marcus bedwell,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20marcus%20bedwell
Isabella Caesar,E1,NA,850,NA,NA,e1 isabella caesar,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20isabella%20caesar
Charles Carpenter,W1,NA,850,NA,NA,w1 charles carpenter,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20charles%20carpenter
Bertie Carvey,E1,NA,850,NA,2022-06-14,e1 bertie carvey,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20bertie%20carvey
Carys Davies,E1,NA,850,NA,NA,e1 carys davies,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20carys%20davies
Louise Davies,E1,NA,850,NA,2022-06-06,e1 louise davies,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20louise%20davies
Henry Eagleton,N1,NA,850,NA,NA,n1 henry eagleton,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=n1%20henry%20eagleton
Joe Elliott,E1,NA,850,NA,NA,e1 joe elliott,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20joe%20elliott
Kristan Enoch,E1,NA,850,NA,2022-06-22,e1 kristan enoch,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20kristan%20enoch
Reuben Ford,E1,NA,850,NA,NA,e1 reuben ford,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20reuben%20ford
Valerie Forgeard,E1,NA,850,NA,NA,e1 valerie forgeard,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20valerie%20forgeard
John Giannini,W1,NA,850,NA,2022-04-04,w1 john giannini,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20john%20giannini
Joseph Gough,W1,NA,850,NA,NA,w1 joseph gough,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20joseph%20gough
Matt Graczyk,E1,NA,850,NA,NA,e1 matt graczyk,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20matt%20graczyk
Csege Hanczar,E1,NA,850,NA,NA,e1 csege hanczar,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20csege%20hanczar
Csombor Hanczar,E1,NA,850,NA,NA,e1 csombor hanczar,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20csombor%20hanczar
Archie Harris,W1,NA,850,NA,NA,w1 archie harris,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20archie%20harris
Ethan Jenkins,E1,NA,850,NA,2022-03-29,e1 ethan jenkins,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20ethan%20jenkins
Liam Jones,W1,NA,850,NA,NA,w1 liam jones,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20liam%20jones
Twm Sion Jones,E1,NA,850,NA,NA,e1 twm sion jones,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20twm%20sion%20jones
Sulaiman Khawaja,W1,NA,850,NA,NA,w1 sulaiman khawaja,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20sulaiman%20khawaja
Lilith Konig,E1,NA,850,NA,NA,e1 lilith konig,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20lilith%20konig
Greg Lewis,E1,NA,850,NA,NA,e1 greg lewis,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20greg%20lewis
Alex Logan,E1,NA,850,NA,2022-05-31,e1 alex logan,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20alex%20logan
Lucas Logan,E1,NA,850,NA,2022-05-31,e1 lucas logan,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20lucas%20logan
Jui Lutchman Singh,E1,NA,850,NA,NA,e1 jui lutchman singh,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20jui%20lutchman%20singh
Albie Maddock,W1,NA,850,NA,NA,w1 albie maddock,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20albie%20maddock
Brian Morris,W1,NA,850,NA,NA,w1 brian morris,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20brian%20morris
Mohamed Mukhaiber,W1,NA,850,NA,NA,w1 mohamed mukhaiber,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20mohamed%20mukhaiber
Noa Neale,E1,NA,850,NA,NA,e1 noa neale,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20noa%20neale
Samarth Nidumolu,W1,NA,850,NA,NA,w1 samarth nidumolu,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20samarth%20nidumolu
Ali Nurem,W1,NA,850,NA,NA,w1 ali nurem,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20ali%20nurem
Will Parkinson,E1,NA,850,NA,2022-05-11,e1 will parkinson,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20will%20parkinson
Miles Peckham,G1,NA,850,NA,NA,g1 miles peckham,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=g1%20miles%20peckham
Eluned Rathbone-Jones,N1,NA,850,NA,NA,n1 eluned rathbone-jones,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=n1%20eluned%20rathbone-jones
Sunne Reilly,W1,NA,850,NA,NA,w1 sunne reilly,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20sunne%20reilly
Joseff Roberts,E1,NA,850,NA,2022-05-09,e1 joseff roberts,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20joseff%20roberts
Les Roberts,N1,NA,850,NA,NA,n1 les roberts,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=n1%20les%20roberts
Paul Minton Rowlands,N1,NA,850,NA,2022-02-28,n1 paul minton rowlands,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=n1%20paul%20minton%20rowlands
Advik Samaiya,W1,NA,850,NA,NA,w1 advik samaiya,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20advik%20samaiya
Ethan Schito,W1,NA,850,NA,NA,w1 ethan schito,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20ethan%20schito
Remy Segrott,E1,NA,850,NA,NA,e1 remy segrott,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20remy%20segrott
Ayran Sharma,W1,NA,850,NA,NA,w1 ayran sharma,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20ayran%20sharma
Pranesh Silvam,E1,NA,850,NA,NA,e1 pranesh silvam,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20pranesh%20silvam
Mike Smith,E1,NA,850,NA,NA,e1 mike smith,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20mike%20smith
Michael St.Peter,W1,NA,850,NA,NA,w1 michael st.peter,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20michael%20st.peter
Ana-Maria Tanase,E1,NA,850,NA,NA,e1 ana-maria tanase,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20ana-maria%20tanase
Luke Taylor,E1,NA,850,NA,NA,e1 luke taylor,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20luke%20taylor
Gethin Thompson,W1,NA,850,NA,NA,w1 gethin thompson,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20gethin%20thompson
Kathryn Tovey,W1,NA,850,NA,NA,w1 kathryn tovey,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20kathryn%20tovey
Harley Videan,E1,NA,850,NA,NA,e1 harley videan,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20harley%20videan
Logan Watkins,W1,NA,850,NA,NA,w1 logan watkins,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20logan%20watkins
Mike White,E1,NA,850,NA,2022-06-08,e1 mike white,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20mike%20white
Kristian Wilkins,W1,NA,850,NA,NA,w1 kristian wilkins,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20kristian%20wilkins
Kurt Williams,E1,NA,850,NA,2022-05-11,e1 kurt williams,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20kurt%20williams
Harry Wood,N1,NA,850,NA,NA,n1 harry wood,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=n1%20harry%20wood
Lucas Zheng,E1,NA,850,NA,NA,e1 lucas zheng,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=e1%20lucas%20zheng
Leon Prince,W1,NA,845,NA,2022-03-28,w1 leon prince,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20leon%20prince
Martin Bevan,W1,NA,NA,NA,NA,w1 martin bevan,https://www.welshchessunion.uk/Grading/xarchive/JanJune2022/playerDetailView.php?key=w1%20martin%20bevan
