GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2013-01-07,Adrian Cucu,Briant Bourne,NA,1629,N1,0,1191,0.1,0.1,0
2,2013-01-28,Adrian Cucu,Deio Parri,NA,1826,N1,0,1188,0.2,0.1,0
3,2013-03-04,Adrian Cucu,John Shakespeare,NA,2005,N1,0,1184,0.3,0.1,0
4,2013-03-25,Adrian Cucu,Reg Hallwood,NA,1228,N1,0,1170,0.75,0.45,0
5,2013-04-08,Adrian Cucu,Reg Hallwood,NA,1228,N1,0,1156,1.2,0.45,0
6,2013-04-29,Adrian Cucu,Andrew Camp,NA,1425,N1,0,1149,1.41,0.21,0
1,2013-05-17,Amrit Bolina,John A Simmons,NA,1564,N2,0,997,0.1,0.1,0
2,2013-05-18,Amrit Bolina,Angie Renshaw,NA,1050,ECF,0,983,0.53,0.43,0
3,2013-05-18,Amrit Bolina,Kalyndie Jones,NA,1000,Est.,1,999,1.03,0.5,1
4,2013-05-19,Amrit Bolina,Phillip Green,NA,1410,ECF,0.5,1012,1.13,0.1,1.5
5,2013-05-19,Amrit Bolina,Simon Wyn Roberts,NA,1370,ECF,0,1009,1.23,0.1,1.5
6,2013-06-01,Amrit Bolina,Riyaan Yesudian,NA,1490,ECF,0.5,1021,1.33,0.1,2
7,2013-06-01,Amrit Bolina,Boris Pastukhov,NA,1530,ECF,0,1018,1.43,0.1,2
1,2013-01-22,Andrew Camp,Reg Hallwood,NA,1228,N1,1,1433,0.76,0.76,1
2,2013-01-26,Andrew Camp,Sajan Ganger,NA,1738,ECF,0.5,1445,0.89,0.13,1.5
3,2013-01-26,Andrew Camp,Owen Bennett,NA,1716,G1,0,1440,1.04,0.15,1.5
4,2013-01-27,Andrew Camp,William J Egan,NA,1842,ECF,1,1469,1.14,0.1,2.5
5,2013-01-27,Andrew Camp,Dave C Ricketts,NA,1314,ECF,1,1480,1.79,0.65,3.5
6,2013-03-19,Andrew Camp,Dewi Jones,NA,1386,N1,0.5,1478,2.34,0.55,4
7,2013-03-29,Andrew Camp,Raj Govindaraj,NA,1100,E1,0,1450,3.21,0.87,4
8,2013-03-30,Andrew Camp,Margaret Baron,NA,850,D1,1,1453,4.11,0.9,5
9,2013-03-30,Andrew Camp,Aishwarya Lutchman Singh,NA,1200,E2,1,1460,4.9,0.79,6
10,2013-03-31,Andrew Camp,Scott Hammett,NA,1532,D1,0,1449,5.25,0.35,6
11,2013-03-31,Andrew Camp,Carl Bennett,NA,1248,G1,0,1426,5.98,0.73,6
12,2013-04-01,Andrew Camp,Paul Turner,NA,1325,E1,1,1437,6.62,0.64,7
13,2013-04-01,Andrew Camp,Kevin O'Rourke,NA,1254,E1,1,1446,7.35,0.73,8
14,2013-04-26,Andrew Camp,Stephen J Crockett,NA,1586,ECF,0.5,1453,7.63,0.28,8.5
15,2013-04-27,Andrew Camp,(Peter) Yu-Chin Im,NA,1618,ECF,0,1445,7.88,0.25,8.5
16,2013-04-27,Andrew Camp,Kate Walker,NA,1242,ECF,0,1421,8.62,0.74,8.5
17,2013-04-28,Andrew Camp,John E McKeon,NA,1666,ECF,1,1447,8.82,0.2,9.5
18,2013-04-29,Andrew Camp,Adrian Cucu,NA,1194,N1,1,1453,9.61,0.79,10.5
19,2013-05-17,Andrew Camp,Vergel Estaris,NA,1706,Est.,0,1448,9.77,0.16,10.5
20,2013-05-18,Andrew Camp,Mark Donovan,NA,922,ECF,1,1452,10.67,0.9,11.5
21,2013-05-18,Andrew Camp,Spike Pickard,NA,1234,ECF,0,1428,11.42,0.75,11.5
22,2013-05-19,Andrew Camp,Angie Renshaw,NA,1050,ECF,1,1431,12.32,0.9,12.5
23,2013-05-19,Andrew Camp,Tim Barwood,NA,1154,ECF,1,1436,13.15,0.83,13.5
24,2013-06-29,Andrew Camp,Byron Hemingway,NA,1600,Est.,0.5,1444,13.42,0.27,14
25,2013-06-29,Andrew Camp,Joseph G Morrison,NA,1530,ECF,1,1464,13.78,0.36,15
26,2013-06-30,Andrew Camp,Brian Crofts,NA,1570,ECF,0,1454,14.08,0.3,15
27,2013-06-30,Andrew Camp,John Speck,NA,1500,Est.,1,1474,14.48,0.4,16
1,2013-01-05,Arjan Bolina,Barry Williams,NA,1698,ECF,1,1430,0.15,0.15,1
2,2013-01-05,Arjan Bolina,George Viszokai,NA,1602,ECF,0,1423,0.39,0.24,1
3,2013-01-05,Arjan Bolina,Nicholas PA Wright,NA,1594,ECF,0,1415,0.64,0.25,1
4,2013-02-23,Arjan Bolina,Anna Purvis,NA,1610,ECF,0.5,1423,0.87,0.23,1.5
5,2013-02-23,Arjan Bolina,Rajen M Parekh,NA,1674,ECF,0,1418,1.04,0.17,1.5
6,2013-02-24,Arjan Bolina,Stephen Moss,NA,1300,Est,1,1429,1.68,0.64,2.5
7,2013-02-24,Arjan Bolina,Chirag Guha,NA,1450,E1-adj,0.5,1431,2.11,0.43,3
8,2013-02-24,Arjan Bolina,Marianne Hauer,NA,1474,ECF,1,1451,2.51,0.4,4
9,2013-03-16,Arjan Bolina,Ella Hale-Smith,NA,850,G1,1,1454,3.41,0.9,5
10,2013-03-16,Arjan Bolina,Alyssa Wang,NA,1714,E1,0,1449,3.55,0.14,5
11,2013-03-16,Arjan Bolina,James Evans,NA,1434,W2,0.5,1451,4.01,0.46,5.5
12,2013-03-17,Arjan Bolina,James Robertson,NA,1050,G1,1,1454,4.9,0.89,6.5
13,2013-03-17,Arjan Bolina,Rhyddian Downing,NA,1060,G1,1,1458,5.79,0.89,7.5
14,2013-03-17,Arjan Bolina,Ben Thomas,NA,1850,E2,0,1455,5.89,0.1,7.5
15,2013-05-17,Arjan Bolina,Tony Jones,NA,1370,Est.,1,1469,6.44,0.55,8.5
16,2013-05-18,Arjan Bolina,Paul Jackson,NA,1626,ECF,1,1494,6.66,0.22,9.5
17,2013-05-18,Arjan Bolina,Michael A Lee,NA,1624,N1,0,1487,6.88,0.22,9.5
18,2013-05-19,Arjan Bolina,Spike Pickard,NA,1370,Est.,1,1501,7.43,0.55,10.5
19,2013-05-19,Arjan Bolina,Terry Burgess,NA,1426,N1,1,1518,7.9,0.47,11.5
20,2013-06-01,Arjan Bolina,Jonah B Willow,NA,1610,ECF,0.5,1527,8.13,0.23,12
21,2013-06-01,Arjan Bolina,Sacha Brozel,NA,1706,ECF,0,1522,8.27,0.14,12
1,2013-02-20,Barrie Hird,Jonathan Hughes,NA,1514,N1,1,1567,0.55,0.55,1
2,2013-03-18,Barrie Hird,Max Coventry,NA,1709,N1,0,1558,0.84,0.29,1
1,2013-01-29,Barrie Wells,Michael A Lee,NA,1624,N1,1,1705,0.6,0.6,1
2,2013-01-30,Barrie Wells,Steve G Hough,NA,1610,N1,1,1714,1.22,0.62,2
3,2013-03-04,Barrie Wells,John Bowers,NA,1849,N1,1,1731,1.51,0.29,3
4,2013-03-05,Barrie Wells,Phil Crew,NA,1426,ECF,1,1735,2.34,0.83,4
5,2013-04-02,Barrie Wells,John Shakespeare,NA,2005,N1,0,1731,2.48,0.14,4
6,2013-04-15,Barrie Wells,Colin J White,NA,1730,ECF,0.5,1733,2.93,0.45,4.5
7,2013-04-16,Barrie Wells,Michael Whale,NA,1894,N1,1,1751,3.17,0.24,5.5
8,2013-04-23,Barrie Wells,Mark Cromwell,NA,1842,ECF,1,1768,3.47,0.3,6.5
9,2013-05-17,Barrie Wells,Michael Connor,NA,1850,ECF,0.5,1773,3.76,0.29,7
10,2013-05-18,Barrie Wells,David K Bryan,NA,1874,ECF,0,1767,4.02,0.26,7
11,2013-05-18,Barrie Wells,Martin Bush,NA,1842,ECF,0.5,1771,4.32,0.3,7.5
12,2013-05-19,Barrie Wells,Michael Whale,NA,1801,N2,1,1787,4.67,0.35,8.5
13,2013-05-19,Barrie Wells,Anthony Roberts,NA,1802,ECF,0.5,1791,5.02,0.35,9
1,2013-02-05,Brendan Shields,Juan Lasheras,NA,1690,Est.,0,1751,0.6,0.6,0
2,2013-03-19,Brendan Shields,John Bowers,NA,1849,N1,0.5,1753,0.98,0.38,0.5
3,2013-04-29,Brendan Shields,Huw Davies,NA,1658,N1,1,1762,1.63,0.65,1.5
1,2012-09-12,Brian Lowens,Mike Friel,NA,1322,ECF,1,1606,0.84,0.84,1
2,2012-09-18,Brian Lowens,Edward Thonger,NA,1614,N1,0,1594,1.32,0.48,1
3,2012-10-04,Brian Lowens,Ronald JA Calvert,NA,1250,Est,1,1597,2.21,0.89,2
4,2012-10-19,Brian Lowens,Daniel Savidge,NA,1298,ECF,0,1576,3.07,0.86,2
5,2012-11-01,Brian Lowens,Joshua Williams,NA,1350,N1,1,1581,3.88,0.81,3
6,2012-11-15,Brian Lowens,Colin Rees,NA,1650,ECF,1,1595,4.31,0.43,4
7,2012-11-19,Brian Lowens,Frank McGuigan,NA,1466,ECF,1,1602,4.99,0.68,5
8,2012-12-03,Brian Lowens,Dave Littlemore,NA,1498,ECF,1,1611,5.63,0.64,6
9,2013-01-23,Brian Lowens,Glenn Chalk,NA,1692,N1,0.5,1614,6.01,0.38,6.5
10,2013-02-07,Brian Lowens,John O'Reilly,NA,1642,ECF,0.5,1615,6.45,0.44,7
11,2013-02-20,Brian Lowens,Stephen Williams,NA,1665,N1,1,1629,6.86,0.41,8
12,2013-02-26,Brian Lowens,John O'Reilly,NA,1642,ECF,0,1619,7.3,0.44,8
13,2013-03-12,Brian Lowens,Steve Smith,NA,1370,ECF,1,1624,8.09,0.79,9
14,2013-03-13,Brian Lowens,Adam Hodgson,NA,1506,ECf,1,1633,8.72,0.63,10
15,2013-03-20,Brian Lowens,R Duncan Rennie,NA,1610,ECF,0.5,1633,9.21,0.49,10.5
16,2013-04-10,Brian Lowens,Harry W Bullard,NA,1602,ECF,0.5,1633,9.71,0.5,11
17,2013-04-22,Brian Lowens,Robert Fisher,NA,1210,ECF,1,1635,10.61,0.9,12
18,2013-04-24,Brian Lowens,Jixin Yang,NA,1683,N1,0.5,1638,11,0.39,12.5
1,2013-01-07,Briant Bourne,Adrian Cucu,NA,1194,N1,1,1631,0.9,0.9,1
2,2013-04-29,Briant Bourne,Michael A Lee,NA,1624,N1,1,1643,1.41,0.51,2
1,2013-01-11,Celeste McCrann,Arjun Balasubramaniam,NA,1330,ECF,0.5,1464,0.69,0.69,0.5
2,2013-02-04,Celeste McCrann,Mike Friel,NA,1354,ECF,0.5,1459,1.35,0.66,1
3,2013-02-06,Celeste McCrann,John Higgins,NA,1362,ECF,1,1470,2,0.65,2
4,2013-02-09,Celeste McCrann,Paul Horman,NA,1746,ECF,0,1465,2.16,0.16,2
5,2013-02-09,Celeste McCrann,John Reese,NA,1706,ECF,0,1458,2.36,0.2,2
6,2013-02-10,Celeste McCrann,Richard Szwajkun,NA,1754,ECF,1,1485,2.52,0.16,3
7,2013-02-10,Celeste McCrann,Jan Kitshoff,NA,1778,ECF,0.5,1497,2.66,0.14,3.5
8,2013-02-12,Celeste McCrann,Mark Donovan,NA,922,ECF,1,1500,3.56,0.9,4.5
9,2013-03-13,Celeste McCrann,David Dickson,NA,1330,ECF,1,1510,4.25,0.69,5.5
10,2013-03-18,Celeste McCrann,David Norris,NA,1266,ECF,1,1518,5.01,0.76,6.5
11,2013-03-26,Celeste McCrann,Chris Jones,NA,1234,ECF,1,1524,5.81,0.8,7.5
12,2013-03-29,Celeste McCrann,Jim R Nicolson,NA,1658,ECF,0.5,1532,6.06,0.25,8
13,2013-03-29,Celeste McCrann,Stuart Hamilton,NA,1296,N1,0.5,1525,6.79,0.73,8.5
14,2013-03-30,Celeste McCrann,Michael Farthing,NA,1650,ECF,1,1548,7.05,0.26,9.5
15,2013-03-31,Celeste McCrann,Neil Jerzynek,NA,1650,ECF,0,1540,7.31,0.26,9.5
16,2013-03-31,Celeste McCrann,Paul Gelder,NA,1618,ECF,1,1562,7.61,0.3,10.5
17,2013-04-01,Celeste McCrann,Ian Clayton,NA,1346,ECF,0.5,1557,8.28,0.67,11
18,2013-04-13,Celeste McCrann,James Waddington,NA,1410,ECF,1,1570,8.86,0.58,12
19,2013-04-13,Celeste McCrann,Stephen J Crockett,NA,1586,ECF,0.5,1576,9.2,0.34,12.5
20,2013-04-14,Celeste McCrann,David A Hull,NA,1498,ECF,1,1593,9.66,0.46,13.5
21,2013-04-14,Celeste McCrann,Peter Windows,NA,1500,Est,0,1578,10.12,0.46,13.5
22,2013-04-29,Celeste McCrann,Simon Wyn Roberts,NA,1370,ECF,1,1590,10.76,0.64,14.5
1,2013-01-12,Charles F Morris,David A Sands,NA,2290,,0.5,2180,0.35,0.35,0.5
2,2013-01-13,Charles F Morris,Robert S Eames,FM,2306,FM,0.5,2183,0.68,0.33,1
3,2013-02-12,Charles F Morris,Mark Thomas,NA,1826,,1,2185,1.57,0.89,2
4,2013-02-17,Charles F Morris,Iolo Jones,NA,2230,,0.5,2186,2,0.43,2.5
5,2013-02-23,Charles F Morris,Alexis M Harakis,NA,2218,,0,2179,2.44,0.44,2.5
6,2013-02-24,Charles F Morris,Russell A James,NA,2290,,0.5,2181,2.79,0.35,3
7,2013-03-10,Charles F Morris,Alan Spice,NA,2087,,1,2187,3.42,0.63,4
8,2013-03-12,Charles F Morris,David J Robertson,NA,2066,,1,2193,4.07,0.65,5
9,2013-03-19,Charles F Morris,John Blore,NA,2004,,1,2197,4.8,0.73,6
10,2013-04-02,Charles F Morris,Colm Buckley,NA,1898,,0.5,2192,5.64,0.84,6.5
11,2013-04-07,Charles F Morris,Peter Kirby,CM,2034,CM,0.5,2189,6.33,0.69,7
12,2013-04-09,Charles F Morris,Clive Tickell,NA,1770,,1,2190,7.23,0.9,8
13,2013-04-16,Charles F Morris,Stephen J Connor,NA,2082,,1,2196,7.86,0.63,9
14,2013-04-28,Charles F Morris,David Robinson,NA,1957,,1,2200,8.64,0.78,10
15,2013-04-30,Charles F Morris,Michael Williams,NA,1882,,1,2202,9.49,0.85,11
16,2013-05-04,Charles F Morris,Kenneth G Coates,NA,2162,,0.5,2202,10.01,0.52,11.5
17,2013-05-05,Charles F Morris,Stuart C Conquest,GM,2506,GM,0,2200,10.13,0.12,11.5
18,2013-05-06,Charles F Morris,Michael H Barnes,FM,2250,FM,0,2194,10.53,0.4,11.5
19,2013-05-19,Charles F Morris,William Hewitt,NA,2095,,0.5,2192,11.15,0.62,12
1,2013-01-11,Charles L Higgie,Daniel Savidge,NA,1650,ECF,0,1917,0.84,0.84,0
2,2013-01-12,Charles L Higgie,Jim K Wiseman,NA,1850,ECF,1,1926,1.46,0.62,1
3,2013-01-13,Charles L Higgie,Martina Flint,NA,1986,ECF,1,1940,1.89,0.43,2
4,2013-01-24,Charles L Higgie,Mike Barrett,NA,1594,ECF,1,1942,2.78,0.89,3
5,2013-02-04,Charles L Higgie,David Parker-Williams,NA,1570,ECF,1,1945,3.68,0.9,4
6,2013-02-06,Charles L Higgie,James McCabe,NA,1522,ECF,1,1947,4.58,0.9,5
