name,zone,club,grade,title,last_played,player_key,profile_url,name_clean
Adam Davies,W1,NA,1704,NA,NA,127,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=127,adam davies
Adam May,W1,NA,1937,NA,NA,16,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=16,adam may
Adrian Davies,W1,NA,1714,NA,NA,34,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=34,adrian davies
Alan Bennett,W1,NA,2121,NA,NA,4,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=4,alan bennett
Alan Rosser,W1,NA,1329,NA,NA,74,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=74,alan rosser
Alan Young,W1,NA,2132,NA,NA,3,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=3,alan young
Albert Easton,W1,NA,1586,NA,NA,47,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=47,albert easton
Aled George,W1,NA,1580,NA,NA,50,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=50,aled george
Alistair Osman,W1,NA,1494,NA,NA,54,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=54,alistair osman
Allan Pleasants,W1,NA,2158,NA,NA,2,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=2,allan pleasants
Alvin Benny,W1,NA,850,NA,NA,115,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=115,alvin benny
Alwin Thomas,W1,NA,1467,NA,NA,57,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=57,alwin thomas
Andrew Gibbons,W1,NA,1958,NA,NA,15,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=15,andrew gibbons
Andrew Smith,W1,NA,1672,NA,NA,39,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=39,andrew smith
Angharad Jenkins,W1,NA,1086,NA,NA,102,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=102,angharad jenkins
Barry Lewis,W1,NA,1580,NA,NA,49,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=49,barry lewis
Bill Flew,W1,NA,1391,NA,NA,67,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=67,bill flew
Bob Moore,W1,NA,2005,NA,NA,10,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=10,bob moore
Brian Morris,W1,NA,850,NA,NA,119,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=119,brian morris
Brian Rees,W1,NA,850,NA,NA,122,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=122,brian rees
Brian Tonks,W1,NA,1435,NA,NA,60,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=60,brian tonks
Byron Williams,W1,NA,850,NA,NA,114,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=114,byron williams
Calum Jenkins,W1,NA,850,NA,NA,116,https://www.welshchessunion.uk/Grading/xarchive/west/JulyDec2012/pr.php?id=116,calum jenkins
