GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2017-01-05,Adam Jenkins,Mark Summers,95,1289,G1,1,1453,0.71,0.71,1
2,2017-01-26,Adam Jenkins,Ron Williams,55,1657,G1,1,1478,0.94,0.23,2
3,2017-02-01,Adam Jenkins,Brian Ross,78,1422,G1,0,1461,1.47,0.53,2
4,2017-02-16,Adam Jenkins,Rod Jones,86,1354,G1,1,1473,2.09,0.62,3
5,2017-03-02,Adam Jenkins,Brian Ross,78,1422,G1,1,1488,2.62,0.53,4
6,2017-03-15,Adam Jenkins,William Newrick,101,1184,G1,0.5,1478,3.44,0.82,4.5
7,2017-03-29,Adam Jenkins,Mateusz Gibiec,66,1584,G1,0,1468,3.75,0.31,4.5
8,2017-05-18,Adam Jenkins,Paul Scott,NA,1553,W1,0,1457,4.1,0.35,4.5
1,2017-02-01,Adam Rakos,Chris Dixon,39,1810,G1,1,2147,0.88,0.88,1
2,2017-02-22,Adam Rakos,Dennis O. Jones,53,1699,G1,0.5,2141,1.78,0.9,1.5
3,2017-03-09,Adam Rakos,Robert Taylor,30,1891,G2,1,2143,2.6,0.82,2.5
4,2017-04-19,Adam Rakos,Robert Taylor,30,1969,G3,0.5,2140,3.33,0.73,3
5,2017-05-17,Adam Rakos,Ian White,34,1902,G1,0.5,2135,4.13,0.8,3.5
6,2017-05-24,Adam Rakos,John Waterfield,19,2032,G3,0.5,2132,4.79,0.66,4
7,2017-06-07,Adam Rakos,Chris Dixon,39,1849,G2,1,2135,5.64,0.85,5
1,2017-01-17,Andrew Owen,Bob Hurn,NA,1713,E1,0,1810,0.66,0.66,0
2,2017-01-18,Andrew Owen,Terry Hill,56,1645,G1,0.5,1804,1.4,0.74,0.5
3,2017-02-15,Andrew Owen,Dennis O. Jones,53,1699,G1,0,1788,2.07,0.67,0.5
4,2017-02-23,Andrew Owen,Gwyn Havard,31,1922,G1,1,1803,2.44,0.37,1.5
5,2017-03-22,Andrew Owen,Richard Batey,41,1791,G1,0.5,1802,2.99,0.55,2
6,2017-03-29,Andrew Owen,Gordon Cadden,45,1756,G1,1,1812,3.59,0.6,3
7,2017-04-19,Andrew Owen,Richard Batey,41,1791,G1,0.5,1811,4.14,0.55,3.5
1,2017-01-09,Anthony Hughes,John D White,NA,1850,,1,1955,0.63,0.63,1
2,2017-01-16,Anthony Hughes,Leon HJ Fincham,NA,1922,,0.5,1954,1.16,0.53,1.5
3,2017-02-01,Anthony Hughes,Matt Darville,NA,1930,,1,1966,1.68,0.52,2.5
4,2017-02-07,Anthony Hughes,Daniel B Rosen,NA,2146,,0.5,1972,1.92,0.24,3
5,2017-02-21,Anthony Hughes,Graeme N Buckley,NA,2343,IM,0.5,1982,2.02,0.1,3.5
6,2017-02-23,Anthony Hughes,Alan K Punnett,NA,2106,,0,1975,2.31,0.29,3.5
7,2017-03-02,Anthony Hughes,Jacques Tivillier,NA,1946,,0.5,1975,2.81,0.5,4
8,2017-03-06,Anthony Hughes,Madara Orlovska,NA,2058,,0.5,1978,3.16,0.35,4.5
9,2017-03-08,Anthony Hughes,Paul EO Durrant,NA,1802,,1,1986,3.85,0.69,5.5
10,2017-03-13,Anthony Hughes,Chris B Rice,NA,2098,,0.5,1990,4.15,0.3,6
11,2017-03-16,Anthony Hughes,Julian SH Bedale,NA,1138,,1,1993,5.05,0.9,7
