GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2018-01-15,Adam Haunch,Phil Wright,NA,1294,ECF,0,973,0.13,0.13,0
2,2018-02-05,Adam Haunch,Euan Stephenson,NA,1366,ECF,0,970,0.23,0.1,0
3,2018-02-26,Adam Haunch,Sandi Medagedara,NA,1218,N1,0,963,0.43,0.2,0
4,2018-03-10,Adam Haunch,Edward Patten,NA,1438,ECF,0,960,0.53,0.1,0
5,2018-03-11,Adam Haunch,Harry Wilson,NA,1390,ECF,0,957,0.63,0.1,0
6,2018-03-11,Adam Haunch,Richard D Bohm,NA,1270,ECF,0.5,968,0.78,0.15,0.5
7,2018-03-12,Adam Haunch,Martin K Cockerill,NA,1366,ECF,0,965,0.88,0.1,0.5
8,2018-03-12,Adam Haunch,Harry Newman,NA,1510,Est,0,962,0.98,0.1,0.5
1,2018-04-21,Ali Adel Ali,Jan Piotrowski,NA,1300,Est,0,1236,0.43,0.43,0
1,2018-01-22,Anton Petkov,Timothy J Soar,NA,1620,N1,0,1655,0.57,0.57,0
2,2018-01-29,Anton Petkov,Deio Parri,NA,1743,N1,0.5,1658,0.97,0.4,0.5
3,2018-02-05,Anton Petkov,Timothy J Soar,NA,1620,N1,1,1668,1.54,0.57,1.5
4,2018-02-12,Anton Petkov,Deio Parri,NA,1743,N1,1,1682,1.94,0.4,2.5
5,2018-04-16,Anton Petkov,Wayne McFadden,NA,1238,N1,1,1685,2.84,0.9,3.5
6,2018-04-23,Anton Petkov,Peter Coutts,NA,1399,N1,1,1689,3.67,0.83,4.5
7,2018-04-30,Anton Petkov,Filip Molnar,NA,1656,N1,1,1700,4.19,0.52,5.5
8,2018-05-12,Anton Petkov,David N Holt,NA,1702,ECF,0.5,1702,4.64,0.45,6
9,2018-05-12,Anton Petkov,Michael A Lee,NA,1694,ECF,0.5,1703,5.1,0.46,6.5
10,2018-05-13,Anton Petkov,Paul H MacDonald,NA,1885,SCO-Equiv,1,1721,5.32,0.22,7.5
11,2018-05-13,Anton Petkov,Anthony J Roberts,NA,1758,ECF,1,1736,5.7,0.38,8.5
1,2018-01-08,Barrie Wells,Hai Tran,NA,1826,N1,0,1637,0.26,0.26,0
2,2018-01-09,Barrie Wells,Max Coventry,NA,1774,N1,1,1653,0.58,0.32,1
3,2018-01-23,Barrie Wells,Michael Whale,NA,1802,N1,0,1646,0.87,0.29,1
4,2018-01-25,Barrie Wells,John Davies,NA,1758,ECF,1,1662,1.21,0.34,2
5,2018-01-29,Barrie Wells,Nick Darlington,NA,1718,ECF,0,1652,1.61,0.4,2
6,2018-01-30,Barrie Wells,Filip Molnar,NA,1656,N1,1,1665,2.09,0.48,3
7,2018-02-05,Barrie Wells,Petko Petkov,NA,1781,N1,0,1657,2.4,0.31,3
8,2018-02-06,Barrie Wells,Stephen J Rush,NA,1694,ECF,0,1647,2.83,0.43,3
9,2018-02-21,Barrie Wells,Richie Owens,NA,1727,N1,1,1662,3.21,0.38,4
10,2018-03-22,Barrie Wells,David Stuttard,NA,1758,ECF,0,1654,3.55,0.34,4
11,2018-03-29,Barrie Wells,Wayne McFadden,NA,1238,N1,1,1656,4.45,0.9,5
12,2018-04-03,Barrie Wells,David K Bryan,NA,1750,ECF,0,1648,4.8,0.35,5
