GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2018-12-19,Abbas Radaideh,Clive Silver,221,1455,E1,0,1243,0.23,0.23,0
1,2018-09-24,Aishwarya Lutchman Singh,William Roberts,209,961,E1,1,1432,0.9,0.9,1
2,2018-11-05,Aishwarya Lutchman Singh,Kimberly Chong,30,1481,E1,0,1418,1.33,0.43,1
3,2018-11-16,Aishwarya Lutchman Singh,Steve Williams (Cwm),NA,1732,G1,0,1414,1.47,0.14,1
4,2018-11-17,Aishwarya Lutchman Singh,Dave Williams,NA,1768,G1,1,1442,1.59,0.12,2
5,2018-11-18,Aishwarya Lutchman Singh,Ron Williams,NA,1634,G1,1,1467,1.82,0.23,3
6,2018-11-18,Aishwarya Lutchman Singh,Steve Horrell,NA,1679,G1,0,1461,2.01,0.19,3
7,2018-11-26,Aishwarya Lutchman Singh,Chris Green,89,1573,E1,1,1483,2.32,0.31,4
8,2018-12-03,Aishwarya Lutchman Singh,Roger Phillips,190,1478,E1,1,1501,2.75,0.43,5
1,2018-09-11,Aled George,Matthew Rolls,212,1400,E1,0.5,1530,0.68,0.68,0.5
2,2018-09-12,Aled George,David Thorne,252,1319,E1,0,1505,1.46,0.78,0.5
3,2018-09-18,Aled George,Andrew Jeanes,122,1658,E1,0.5,1511,1.79,0.33,1
4,2018-10-02,Aled George,Tom Bennett,14,1542,E1,0,1495,2.28,0.49,1
5,2018-11-05,Aled George,Brian Turton,261,1334,E1,0.5,1487,3.04,0.76,1.5
6,2018-11-12,Aled George,Ray Denyer,61,921,E1,1,1490,3.94,0.9,2.5
7,2018-11-27,Aled George,Peter Slater,225,1620,E1,0,1478,4.32,0.38,2.5
8,2018-12-18,Aled George,Phil Jones,131,1297,E1,0.5,1468,5.12,0.8,3
1,2018-06-25,Alex Bullen,Alex Marjanovic,NA,1446,,1,2124,0.9,0.9,1
2,2018-06-26,Alex Bullen,Andrei Makaji,NA,1416,,1,2125,1.8,0.9,2
3,2018-06-26,Alex Bullen,Stevan Jovic,NA,2165,FM,1,2134,2.24,0.44,3
4,2018-06-27,Alex Bullen,Marko Ivanovic,NA,2133,,1,2142,2.72,0.48,4
5,2018-06-28,Alex Bullen,Sandra Djukic,NA,2181,WIM,0.5,2144,3.14,0.42,4.5
6,2018-06-29,Alex Bullen,Neven Aleksic,NA,2150,,0,2136,3.6,0.46,4.5
7,2018-06-30,Alex Bullen,Dragan Dunjic,NA,2163,,0,2129,4.04,0.44,4.5
8,2018-06-30,Alex Bullen,Bulent Ersahin,NA,2179,,0.5,2131,4.46,0.42,5
9,2018-07-01,Alex Bullen,Radmila Kovacevic,NA,2167,WFM,0.5,2132,4.9,0.44,5.5
10,2018-07-07,Alex Bullen,Ethan Chung,36,1756,,1,2133,5.8,0.9,6.5
11,2018-07-07,Alex Bullen,Richard L Britton,NA,2326,FM,1,2145,6.04,0.24,7.5
12,2018-07-08,Alex Bullen,Michael De Verdier,NA,2298,,0,2141,6.31,0.27,7.5
13,2018-07-09,Alex Bullen,Jack Rudd,NA,2398,IM,1,2154,6.47,0.16,8.5
