name,zone,club,grade,title,last_played,player_key,profile_url,name_clean
Andrew Camp,D1,NA,1251,NA,NA,50,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=50,andrew camp
Arjan Bolina,D1,NA,1394,NA,NA,63,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=63,arjan bolina
Barrie Wells,D1,NA,1680,NA,NA,27,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=27,barrie wells
Bill C Davies,D1,NA,1557,NA,NA,38,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=38,bill c davies
Brendan Shields,D1,NA,1745,NA,NA,23,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=23,brendan shields
Briant Bourne,D1,NA,1649,NA,NA,31,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=31,briant bourne
Celeste McCrann,D1,NA,1534,NA,NA,40,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=40,celeste mccrann
Charles F Morris,D1,NA,2168,NA,NA,3,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=3,charles f morris
Dafydd H Vaughan-Evans,D1,NA,1538,NA,NA,39,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=39,dafydd h vaughan-evans
Danny Heath,D1,NA,1442,NA,NA,58,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=58,danny heath
Dave Edwards,D1,NA,1076,NA,NA,55,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=55,dave edwards
David Bennion,D1,NA,1936,NA,NA,10,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=10,david bennion
David C Castledine,D1,NA,1614,NA,NA,34,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=34,david c castledine
David Jameson,D1,NA,2093,NA,NA,4,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=4,david jameson
David Simpson,D1,NA,1915,NA,NA,11,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=11,david simpson
Davin Menon,D1,NA,2018,NA,NA,8,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=8,davin menon
Deio Parri,D1,NA,1749,NA,NA,22,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=22,deio parri
Dorian Schiefer,D1,NA,1709,NA,NA,25,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=25,dorian schiefer
E John Canham,D1,NA,1820,NA,NA,19,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=19,e john canham
Edward Thonger,D1,NA,1634,NA,NA,33,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=33,edward thonger
FM David J James,D1,NA,2171,NA,NA,2,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=2,fm david j james
Frank Hart,D1,NA,1478,NA,NA,41,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=41,frank hart
Frank W Davies,D1,NA,1300,NA,NA,48,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=48,frank w davies
G Brian Davies,D1,NA,1830,NA,NA,16,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=16,g brian davies
Gary Fox,D1,NA,1468,NA,NA,42,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=42,gary fox
Gary Slegg,D1,NA,1400,NA,NA,45,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=45,gary slegg
Gerald Solomon,D1,NA,1217,NA,NA,51,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=51,gerald solomon
Glenn Chalk,D1,NA,1735,NA,NA,24,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=24,glenn chalk
Huw Davies,D1,NA,1578,NA,NA,37,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=37,huw davies
Imogen Camp,D1,NA,1395,NA,NA,44,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=44,imogen camp
JN Richards,D1,NA,1685,NA,NA,26,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=26,jn richards
James Grange,D1,NA,1850,NA,NA,56,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=56,james grange
Jeffrey R Smith,D1,NA,2073,NA,NA,5,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=5,jeffrey r smith
Jim McPhillips,D1,NA,1329,NA,NA,46,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=46,jim mcphillips
Jixin Yang,D1,NA,1663,NA,NA,30,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=30,jixin yang
John Blore,D1,NA,2042,NA,NA,7,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=7,john blore
John Bowers,D1,NA,1846,NA,NA,14,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=14,john bowers
John Shakespeare,D1,NA,1964,NA,NA,9,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=9,john shakespeare
Joshua Pink,D1,NA,1821,NA,NA,18,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=18,joshua pink
Kevin Sharp,D1,NA,1015,NA,NA,61,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=61,kevin sharp
Leon Griffiths,D1,NA,1184,NA,NA,53,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=53,leon griffiths
Michael A Lee,D1,NA,1602,NA,NA,35,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=35,michael a lee
Michael Vidler,D1,NA,2055,NA,NA,6,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=6,michael vidler
Michael Whale,D1,NA,1876,NA,NA,12,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=12,michael whale
Mike Blake,D1,NA,1584,NA,NA,36,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=36,mike blake
Mike F Driscoll,D1,NA,1844,NA,NA,15,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=15,mike f driscoll
Oliver Jones,D1,NA,1600,NA,NA,60,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=60,oliver jones
Owen Edwards,D1,NA,1200,NA,NA,62,https://www.welshchessunion.uk/Grading/xarchive/north/JanJune2012/pr.php?id=62,owen edwards
