name,zone,club,grade,title,last_played,player_key,profile_url,Pld,name_clean
Adam Haunch,N1,NA,990,NA,NA,78,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=78,12,adam haunch
Anton Petkov,N1,NA,1684,NA,NA,36,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=36,29,anton petkov
Arwel Jones,N1,NA,1176,NA,NA,70,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=70,2,arwel jones
Barrie Wells,N1,NA,1756,NA,NA,23,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=23,21,barrie wells
Ben Barnes,N1,NA,1108,NA,NA,73,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=73,15,ben barnes
Brendan Shields,N1,NA,1730,NA,NA,29,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=29,2,brendan shields
Brian Jones,N1,NA,1257,NA,NA,68,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=68,1,brian jones
Brian Lowens,N1,NA,1626,NA,NA,44,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=44,7,brian lowens
Catriona Coutts,N1,NA,1286,NA,NA,64,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=64,21,catriona coutts
Charles F Morris,N1,NA,2151,NA,NA,3,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=3,7,charles f morris
Charles L Higgie,N1,NA,2037,NA,NA,7,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=7,17,charles l higgie
Cliff Rice,N1,NA,1992,NA,NA,10,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=10,15,cliff rice
Danny Heath,N1,NA,1511,NA,NA,53,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=53,47,danny heath
David J James,N1,NA,2160,NA,NA,2,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=2,6,david j james
David Jameson,N1,NA,2143,NA,NA,4,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=4,21,david jameson
Deio Parri,N1,NA,1737,NA,NA,27,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=27,1,deio parri
Dewi Jones,N1,NA,1617,NA,NA,45,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=45,21,dewi jones
Edward Thonger,N1,NA,1709,NA,NA,33,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=33,3,edward thonger
Elaine Evans,N1,NA,850,NA,NA,82,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=82,26,elaine evans
Filip Molnar,N1,NA,1646,NA,NA,43,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=43,6,filip molnar
Frank Salt,N1,NA,1732,NA,NA,28,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=28,6,frank salt
G Brian Davies,N1,NA,1748,NA,NA,25,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=25,4,g brian davies
Gareth Ellis,N1,NA,1857,NA,NA,14,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=14,4,gareth ellis
Gordon Sommerville,N1,NA,1558,NA,NA,48,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=48,17,gordon sommerville
Hai Tran,N1,NA,1793,NA,NA,19,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=19,8,hai tran
Hai Ying Lee,N1,NA,1277,NA,NA,65,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=65,7,hai ying lee
Haydn Parry,N1,NA,1844,NA,NA,15,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=15,19,haydn parry
Hefin Jones,N1,NA,1295,NA,NA,63,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=63,48,hefin jones
Huw Piggin,N1,NA,997,NA,NA,76,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=76,10,huw piggin
Ifan Rathbone-Jones,N1,NA,1770,NA,NA,22,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=22,48,ifan rathbone-jones
Imogen Camp,N1,NA,1891,NA,NA,12,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=12,47,imogen camp
Jack Kemp,N1,NA,994,NA,NA,77,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=77,29,jack kemp
James Walker,N1,NA,1030,NA,NA,75,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=75,10,james walker
John A Simmons,N1,NA,1536,NA,NA,49,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=49,16,john a simmons
John Bowers,N1,NA,1790,NA,NA,21,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=21,3,john bowers
John Shakespeare,N1,NA,2032,NA,NA,8,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=8,16,john shakespeare
Jon Maybery,N1,NA,1572,NA,NA,47,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=47,7,jon maybery
Jonathan Hughes,N1,NA,1457,NA,NA,55,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=55,4,jonathan hughes
Mark Donovan,N1,NA,850,NA,NA,81,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=81,3,mark donovan
Max Coventry,N1,NA,1709,NA,NA,32,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=32,15,max coventry
Michael Vidler,N1,NA,2083,NA,NA,5,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=5,9,michael vidler
Michael Whale,N1,NA,1837,NA,NA,16,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=16,16,michael whale
Mike Hughes,N1,NA,1792,NA,NA,20,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=20,7,mike hughes
Owain Meurig,N1,NA,1673,NA,NA,37,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=37,12,owain meurig
Paul Taylor,N1,NA,1378,NA,NA,57,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=57,16,paul taylor
Peter Coutts,N1,NA,1380,NA,NA,56,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=56,19,peter coutts
Peter S Fisher,N1,NA,1721,NA,NA,30,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=30,11,peter s fisher
Petko Petkov,N1,NA,1650,NA,NA,41,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=41,26,petko petkov
Piotr Swiech,N1,NA,2062,NA,NA,6,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=6,7,piotr swiech
Przemyslaw Swiech,N1,NA,1649,NA,NA,42,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=42,17,przemyslaw swiech
Quentin RH Dodd,N1,NA,1651,NA,NA,40,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=40,3,quentin rh dodd
Ray J Holland,N1,NA,1862,NA,NA,13,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=13,22,ray j holland
Richard Burton,N1,NA,1747,NA,NA,26,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=26,23,richard burton
Richard Dineley,N1,NA,2286,NA,NA,1,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=1,17,richard dineley
Richard Drew,N1,NA,1481,NA,NA,54,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=54,22,richard drew
Richard Hibbs,N1,NA,1528,NA,NA,51,https://www.welshchessunion.uk/Grading/xarchive/north/JulyDec2017/pr.php?id=51,15,richard hibbs
