GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2015-07-13,Aishwarya Lutchman Singh,Hiya Ray,255,1309,E1,1,1572,0.82,0.82,1
2,2015-07-14,Aishwarya Lutchman Singh,Mark Emblem,NA,1477,G1,1,1584,1.44,0.62,2
3,2015-07-15,Aishwarya Lutchman Singh,Alex Freeland,102,2086,E1,0,1581,1.54,0.1,2
4,2015-07-15,Aishwarya Lutchman Singh,Dai James,147,1908,E1,0,1577,1.65,0.11,2
5,2015-07-16,Aishwarya Lutchman Singh,Thomas McLaren,NA,1706,ECF,0,1567,1.96,0.31,2
6,2015-07-17,Aishwarya Lutchman Singh,John Cox,55,1467,E1,1,1579,2.6,0.64,3
7,2015-07-20,Aishwarya Lutchman Singh,Muhtarim Haque,NA,1482,ICU,0,1559,3.22,0.62,3
8,2015-07-20,Aishwarya Lutchman Singh,Oliver Howell,NA,1722,ECF,0,1550,3.51,0.29,3
9,2015-07-21,Aishwarya Lutchman Singh,Jake Sanger,NA,1438,SCO,0,1528,4.18,0.67,3
10,2015-07-21,Aishwarya Lutchman Singh,Oliver Howell,NA,1722,ECF,1,1551,4.47,0.29,4
11,2015-07-22,Aishwarya Lutchman Singh,Muhtarim Haque,NA,1482,ICU,1,1563,5.09,0.62,5
12,2015-07-22,Aishwarya Lutchman Singh,Jake Sanger,NA,1438,SCO,0,1542,5.76,0.67,5
13,2015-08-02,Aishwarya Lutchman Singh,Laura Davidson,NA,1746,ECF,0,1533,6.02,0.26,5
14,2015-08-02,Aishwarya Lutchman Singh,George Harman,NA,1658,ECF,1,1554,6.39,0.37,6
15,2015-08-03,Aishwarya Lutchman Singh,Abhishek Thakar,NA,1554,ECF,0,1537,6.91,0.52,6
16,2015-08-04,Aishwarya Lutchman Singh,Emmanuelle Gelain-Sohn,NA,1714,ECF,0,1527,7.21,0.3,6
17,2015-08-05,Aishwarya Lutchman Singh,Arushi Ramaiya,NA,1594,ECF,1,1545,7.67,0.46,7
18,2015-08-06,Aishwarya Lutchman Singh,Jem Gurner,NA,1842,ECF,0,1539,7.83,0.16,7
19,2015-08-07,Aishwarya Lutchman Singh,Elias Gelain-Sohn,NA,1618,ECF,0.5,1542,8.26,0.43,7.5
20,2015-08-28,Aishwarya Lutchman Singh,Stephen Bonutto,22,1193,E1,0,1513,9.16,0.9,7.5
21,2015-08-29,Aishwarya Lutchman Singh,Madelaine Smith,NA,1109,G1,1,1516,10.06,0.9,8.5
22,2015-08-29,Aishwarya Lutchman Singh,Emily Wang,327,1246,E1,1,1520,10.93,0.87,9.5
23,2015-08-30,Aishwarya Lutchman Singh,Rolandas Puras,NA,1299,G1,1,1526,11.76,0.83,10.5
24,2015-08-31,Aishwarya Lutchman Singh,Stephen Williams,NA,1694,G1,0,1515,12.09,0.33,10.5
25,2015-08-31,Aishwarya Lutchman Singh,Susanna Fraser,101,1493,E1,0,1496,12.69,0.6,10.5
26,2015-09-21,Aishwarya Lutchman Singh,Duncan MacDonald,192,1378,E1,1,1507,0.66,0.66,1
27,2015-10-05,Aishwarya Lutchman Singh,Matthew Lunnon,187,1541,E1,0.5,1509,1.1,0.44,1.5
28,2015-10-19,Aishwarya Lutchman Singh,Gruff Jones,156,1621,E1,0,1498,1.43,0.33,1.5
