GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2013-01-16,Alexander Prykhodko,Brian Hill,85,1233,G1,1,1652,0.9,0.9,1
1,2013-03-02,Alice Tang,Harri Davies,NA,1000,W1-adj,1,1304,0.86,0.86,1
2,2013-03-02,Alice Tang,James Evans,NA,1438,W1,0.5,1311,1.17,0.31,1.5
3,2013-03-02,Alice Tang,Daniel Siromani,NA,1385,E1,0,1298,1.55,0.38,1.5
4,2013-03-03,Alice Tang,Stephanie du Toit,58,1606,G1,0,1294,1.69,0.14,1.5
5,2013-03-03,Alice Tang,Callum McGarvey-Jones,102,900,G1,1,1297,2.59,0.9,2.5
6,2013-03-03,Alice Tang,James Robertson,100,1050,G1,1,1303,3.4,0.81,3.5
7,2013-06-01,Alice Tang,Madeleine E Liu,NA,1362,ECF,0.5,1306,3.81,0.41,4
8,2013-06-01,Alice Tang,Lucy Bennet-Stevens,NA,1418,ECF,0,1295,4.15,0.34,4
9,2013-06-29,Alice Tang,Susanna Fraser,NA,850,E1,1,1298,5.05,0.9,5
10,2013-06-29,Alice Tang,Thomas Lagardette,NA,1420,FRA,0,1288,5.39,0.34,5
11,2013-06-30,Alice Tang,Blake Fisher,NA,1211,E1,0,1268,6.01,0.62,5
12,2013-06-30,Alice Tang,Anna-Lena Barth,NA,1400,E1,1,1288,6.37,0.36,6
1,2013-01-16,Andrew Bates,Rhys Steele,NA,1847,E1,1,2024,0.73,0.73,1
2,2013-02-27,Andrew Bates,Nick Davies,37,1736,G1,1,2027,1.57,0.84,2
3,2012-03-27,Andrew Bates,Dave Turner,20,1942,G1,0,2017,2.18,0.61,2
1,2013-01-30,Andrew Owen,Steve Vickery,40,1713,G1,0.5,1841,0.68,0.68,0.5
2,2013-02-06,Andrew Owen,Nigel Granville,27,1888,G1,0,1830,1.12,0.44,0.5
3,2013-02-13,Andrew Owen,Paul Tew,NA,1828,E1,0.5,1830,1.64,0.52,1
4,2013-02-19,Andrew Owen,Dave Roberts,57,1625,G1,1,1835,2.42,0.78,2
5,2013-03-20,Andrew Owen,Hiram Rogers,59,1586,G1,1,1839,3.24,0.82,3
6,2013-04-03,Andrew Owen,Ron Williams,48,1661,G1,1,1845,3.98,0.74,4
7,2013-04-10,Andrew Owen,Bob Hurn,NA,1633,E2,0,1827,4.75,0.77,4
8,2013-04-24,Andrew Owen,Ron Williams,48,1661,G1,0.5,1821,5.49,0.74,4.5
1,2013-06-28,Bilal Umer,Paul Turner,NA,1325,E1,0,847,0.1,0.1,0
2,2013-06-29,Bilal Umer,Megan Richards,NA,1359,E2,0,844,0.2,0.1,0
3,2013-06-29,Bilal Umer,Carl Bennett,84,1223,G2,0,840,0.3,0.1,0
4,2013-06-30,Bilal Umer,Susanna Fraser,NA,850,E1,1,856,0.8,0.5,1
5,2013-06-30,Bilal Umer,Roger Lockyer,91,1065,G1,0,849,1.02,0.22,1
1,2013-01-09,Brian Heath,Paul Kostanjsek,80,1358,G1,0,1618,0.84,0.84,0
2,2013-01-15,Brian Heath,Terry Hill,54,1641,G1,0,1606,1.34,0.5,0
3,2013-02-10,Brian Heath,James Cook,NA,1481,D1,1,1613,2.05,0.71,1
4,2013-02-12,Brian Heath,Brenda Miles,NA,1373,E1,1,1617,2.88,0.83,2
5,2012-03-27,Brian Heath,Brian Ross,67,1538,G1,1,1626,3.52,0.64,3
6,2013-03-29,Brian Heath,Windsor Lewis,NA,1211,E1,1,1628,4.42,0.9,4
7,2013-03-30,Brian Heath,Paul Kostanjsek,80,1358,G1,1,1632,5.26,0.84,5
8,2013-03-31,Brian Heath,Paul Orton,NA,1630,D1,0,1620,5.77,0.51,5
9,2013-04-01,Brian Heath,Kevin O'Rourke,NA,1254,E1,1,1622,6.67,0.9,6
10,2013-04-01,Brian Heath,Chirag Guha,NA,1524,E2,0.5,1618,7.33,0.66,6.5
11,2013-04-03,Brian Heath,Mark Emblem,77,1421,G1,1,1623,8.11,0.78,7.5
12,2013-04-09,Brian Heath,Lyn Holland,69,1484,G1,0,1606,8.82,0.71,7.5
13,2013-04-24,Brian Heath,Owen Bennett,39,1667,G3,0,1595,9.28,0.46,7.5
1,2013-01-16,Brian Hill,Alexander Prykhodko,50,1650,G1,0,1230,0.1,0.1,0
2,2013-03-13,Brian Hill,Brian Ross,67,1538,G1,0,1225,0.24,0.14,0
3,2013-03-20,Brian Hill,Terry Hill,54,1641,G1,0,1222,0.34,0.1,0
4,2013-04-03,Brian Hill,Paul Kostanjsek,80,1358,G1,0.5,1228,0.67,0.33,0.5
1,2013-02-13,Brian Ross,Mark Emblem,77,1421,G1,0.5,1533,0.66,0.66,0.5
2,2013-02-27,Brian Ross,Clive Crowley,NA,1401,E1,0.5,1527,1.35,0.69,1
3,2013-03-13,Brian Ross,Brian Hill,85,1233,G1,1,1531,2.21,0.86,2
4,2012-03-27,Brian Ross,Brian Heath,55,1638,G1,0,1520,2.57,0.36,2
1,2013-03-02,Callum McGarvey-Jones,Hugo Fowler,97,1200,G1,0,896,0.14,0.14,0
