name,zone,club,grade,title,last_played,player_key,profile_url,Pld,name_clean
Abbas Radaideh,E1,Cardiff,1250,NA,NA,198,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=198,1,abbas radaideh
Aishwarya Lutchman Singh,E1,Penarth,1429,NA,NA,150,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=150,8,aishwarya lutchman singh
Aled George,E1,Cardiff,1536,NA,NA,81,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=81,8,aled george
Alex Bullen,E1,Cardiff,2122,NA,NA,21,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=21,54,alex bullen
Alex Chavez,E1,East Glam Zone,1250,NA,NA,28,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=28,4,alex chavez
Alex Lawrence,E1,Pontypridd,850,NA,NA,142,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=142,6,alex lawrence
Alex Wills,E1,Cardiff,1774,NA,NA,279,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=279,2,alex wills
Allan Pleasants,E1,East Glam Zone,2134,NA,NA,193,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=193,37,allan pleasants
Alun Howell,E1,Caerphilly,1699,NA,NA,108,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=108,6,alun howell
Alun Smith,E1,North Cardiff,1657,NA,NA,226,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=226,13,alun smith
Ana-Maria Tanase,E1,Cardiff,850,NA,NA,244,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=244,1,ana-maria tanase
Andrew Di-Vetta,E1,Bridgend,1807,NA,NA,63,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=63,48,andrew di-vetta
Andrew Jeanes,E1,Pontypridd,1658,NA,NA,122,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=122,17,andrew jeanes
Andrew Moore,E1,Rhondda,874,NA,NA,166,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=166,3,andrew moore
Anish Choudhury,E1,St John's College,1127,NA,NA,33,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=33,7,anish choudhury
Anlan Qiu,E1,St John's College,1634,NA,NA,196,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=196,4,anlan qiu
Anshul Swamy,E1,North Cardiff,987,NA,NA,242,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=242,9,anshul swamy
Anthony Baker,E1,Bridgend,1558,NA,NA,8,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=8,5,anthony baker
Anthony Williams,E1,Bridgend,1101,NA,NA,273,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=273,9,anthony williams
Anuraag Guha,E1,East Glam Zone,878,NA,NA,91,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=91,10,anuraag guha
Aron Calist,E1,St John's College,1369,NA,NA,25,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=25,10,aron calist
Ashika Shahameeran,E1,St John's College,1122,NA,NA,220,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=220,8,ashika shahameeran
Barbara Graczyk-Gibiec,E1,Cardiff,1800,NA,NA,87,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=87,13,barbara graczyk-gibiec
Ben Jaberansari,E1,St John's College,1023,NA,NA,114,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=114,10,ben jaberansari
Ben Thomas,E1,Penarth,2010,NA,NA,246,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=246,5,ben thomas
Bence Szakmany,E1,North Cardiff,1238,NA,NA,243,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=243,33,bence szakmany
Benjamin Choo Yin,E1,North Cardiff,1905,NA,NA,31,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=31,5,benjamin choo yin
Benjamin Oh,E1,Cardiff,1850,NA,NA,177,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=177,8,benjamin oh
Bill Davies,E1,Rhondda,1231,NA,NA,50,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=50,8,bill davies
Bill Harle,E1,Cardiff,1662,NA,NA,100,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=100,5,bill harle
Bill Hunt,E1,Cardiff,1861,NA,NA,111,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=111,7,bill hunt
Bill Wilkins,E1,Cardiff,1342,NA,NA,272,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=272,1,bill wilkins
Bob Hurn,E1,Caerphilly,1721,NA,NA,113,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=113,42,bob hurn
Bob Owen,E1,Bridgend,1362,NA,NA,180,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=180,13,bob owen
Brian Turton,E1,Penarth,1334,NA,NA,261,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=261,6,brian turton
Callum Penny,E1,North Cardiff,940,NA,NA,186,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=186,2,callum penny
Callum Smith,E1,North Cardiff,1435,NA,NA,227,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=227,15,callum smith
Calum Harris,E1,Pontypridd,1889,NA,NA,101,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=101,27,calum harris
Carl Strugnell,E1,East Glam Zone,2327,NA,NA,240,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=240,35,carl strugnell
Carys Davies,E1,North Cardiff,859,NA,NA,51,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=51,2,carys davies
Celso Bettencourt Pinto,E1,Cardiff,2016,NA,NA,192,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=192,13,celso bettencourt pinto
Chirag Guha,E1,East Glam Zone,2029,NA,NA,92,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=92,41,chirag guha
Chris Fox,E1,Cardiff,1745,NA,NA,78,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=78,12,chris fox
Chris Golding,E1,Cardiff,1519,NA,NA,83,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=83,3,chris golding
Chris Green,E1,Barry,1573,NA,NA,89,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=89,4,chris green
Chris Hooper,E1,Cardiff,1586,NA,NA,107,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=107,12,chris hooper
Chris Howells,E1,Bridgend,1904,NA,NA,109,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=109,23,chris howells
Chris Peters,E1,Bridgend,1575,NA,NA,189,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=189,17,chris peters
Cian Grattidge,E1,Pentyrch,939,NA,NA,88,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=88,7,cian grattidge
Clive Silver,E1,Caerphilly,1455,NA,NA,221,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=221,9,clive silver
Con Ariti,E1,Cardiff,1628,NA,NA,5,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=5,10,con ariti
Csege Hanczar,E1,Cardiff,850,NA,NA,96,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2018/pr.php?id=96,5,csege hanczar
