GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2019-01-15,Aaryan Pandit,Ashika Shahameeran,234,1309,E1,0,845,0.1,0.1,0
2,2019-01-22,Aaryan Pandit,Alex Lawrence,153,945,E1,0,827,0.47,0.37,0
3,2019-05-14,Aaryan Pandit,Gwawr Evans,78,850,E1,0.5,827,0.97,0.5,0.5
1,2019-01-08,Aled George,Mike Joslin,142,1365,E1,0.5,1464,0.64,0.64,0.5
2,2019-01-15,Aled George,Dhillon Chauhan,35,1235,E1,0.5,1454,1.44,0.8,1
3,2019-02-11,Aled George,Richard Larg,152,1528,E1,0.5,1456,1.86,0.42,1.5
4,2019-02-12,Aled George,Phil Smith,247,1475,E1,0.5,1457,2.35,0.49,2
5,2019-03-18,Aled George,Csege Hanczar,105,884,E1,1,1460,3.25,0.9,3
6,2019-03-19,Aled George,Sam Warburton,284,1491,E1,0.5,1461,3.72,0.47,3.5
7,2019-04-02,Aled George,Bill Davies,58,1244,E1,1,1468,4.51,0.79,4.5
8,2019-04-10,Aled George,Roland Humphries,119,1201,E1,0.5,1457,5.34,0.83,5
9,2019-04-23,Aled George,Dwain Jones,134,1346,E1,1,1468,6.01,0.67,6
10,2019-04-24,Aled George,Martin Ricketts,216,1423,E1,0,1450,6.57,0.56,6
11,2019-04-30,Aled George,Tony Gutteridge,102,1408,E1,0.5,1447,7.15,0.58,6.5
12,2019-05-13,Aled George,Ellison Smith,243,1572,E1,0.5,1452,7.51,0.36,7
13,2019-05-20,Aled George,Mike Joslin,142,1365,E1,1,1463,8.15,0.64,8
1,2019-01-02,Alex Bullen,Matthew Davies,NA,2008,,0.5,2162,0.71,0.71,0.5
2,2019-01-04,Alex Bullen,Chris Howells,118,1930,,1,2165,1.51,0.8,1.5
3,2019-01-05,Alex Bullen,David Robinson,222,1938,,1,2168,2.3,0.79,2.5
4,2019-01-05,Alex Bullen,Grzegorz Toczek,270,2309,FM,0,2163,2.61,0.31,2.5
5,2019-01-06,Alex Bullen,Adam May,NA,1954,,0.5,2159,3.38,0.77,3
6,2019-01-06,Alex Bullen,Rudy van Kemenade,NA,2021,,1,2164,4.07,0.69,4
7,2019-01-12,Alex Bullen,Oliver Gill,NA,2214,,1,2173,4.5,0.43,5
8,2019-01-13,Alex Bullen,Richard W Y Lee,NA,2118,,0.5,2172,5.07,0.57,5.5
9,2019-01-16,Alex Bullen,Tom Brown,28,2134,,1,2179,5.61,0.54,6.5
10,2019-01-18,Alex Bullen,Nick Burton,NA,1918,,1,2182,6.42,0.81,7.5
11,2019-01-19,Alex Bullen,John F Wheeler,NA,2078,,1,2188,7.04,0.62,8.5
12,2019-01-19,Alex Bullen,David E Pye,NA,2230,,0.5,2190,7.45,0.41,9
13,2019-01-19,Alex Bullen,Philip Tozer,NA,2158,,0,2182,7.96,0.51,9
14,2019-01-20,Alex Bullen,David J Holmes,NA,1902,,1,2185,8.78,0.82,10
15,2019-01-20,Alex Bullen,Tony D Wells,NA,2030,,1,2190,9.46,0.68,11
16,2019-01-23,Alex Bullen,Tim Kett,148,2290,,0,2184,9.79,0.33,11
17,2019-01-30,Alex Bullen,Juan Carlos Payan,196,1863,,1,2187,10.65,0.86,12
18,2019-02-04,Alex Bullen,David Robinson,222,1938,,1,2190,11.44,0.79,13
19,2019-02-09,Alex Bullen,David B Graham,NA,2278,,1,2201,11.78,0.34,14
20,2019-02-10,Alex Bullen,Alex French,NA,2278,,0.5,2203,12.12,0.34,14.5
21,2019-02-13,Alex Bullen,Juan Carlos Payan,196,1863,,1,2205,12.98,0.86,15.5
22,2019-02-21,Alex Bullen,Mark Adams,NA,2024,,1,2210,13.67,0.69,16.5
23,2019-02-25,Alex Bullen,David Robinson,222,1938,,0.5,2206,14.46,0.79,17
24,2019-02-27,Alex Bullen,John Trevelyan,273,2076,,0,2196,15.08,0.62,17
25,2019-03-16,Alex Bullen,Roger Emerson,NA,2150,,0,2187,15.6,0.52,17
26,2019-03-17,Alex Bullen,Chris W Baker,NA,2350,IM,0,2183,15.86,0.26,17
27,2019-03-20,Alex Bullen,John Waterfield,NA,2035,,1,2188,0.7,0.7,1
28,2019-04-01,Alex Bullen,John Waterfield,NA,2035,,1,2193,1.4,0.7,2
29,2019-04-06,Alex Bullen,Philippe van den Bosch,NA,1812,,0.5,2186,2.3,0.9,2.5
30,2019-04-07,Alex Bullen,Emile Boucquet,NA,2158,,1,2194,2.84,0.54,3.5
31,2019-04-08,Alex Bullen,Jean-Marc Viel,NA,1592,,1,2195,3.74,0.9,4.5
32,2019-04-08,Alex Bullen,Kevin Terrieux,NA,2459,IM,0,2193,3.9,0.16,4.5
33,2019-04-09,Alex Bullen,Pierre Jeanbart,NA,1881,,1,2195,4.76,0.86,5.5
34,2019-04-10,Alex Bullen,Daniel Dardha,NA,2379,FM,0,2191,5,0.24,5.5
35,2019-04-11,Alex Bullen,Arthur Trannoy,NA,1941,,1,2194,5.8,0.8,6.5
36,2019-04-12,Alex Bullen,Ivajlo Enchev,NA,2485,GM,0,2192,5.94,0.14,6.5
37,2019-04-15,Alex Bullen,Matthew Davies,NA,2008,,0.5,2188,6.67,0.73,7
38,2019-04-17,Alex Bullen,Sam Jukes,143,1989,,1,2192,7.42,0.75,8
39,2019-04-19,Alex Bullen,Chirag Guha,101,2005,,1,2196,8.16,0.74,9
40,2019-04-19,Alex Bullen,Imogen Camp,NA,1969,WCM,0.5,2192,8.94,0.78,9.5
