name,zone,club,grade,title,last_played,player_key,profile_url,Pld,name_clean
Adam Jenkins,G1,NA,1460,NA,NA,72,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=72,28,adam jenkins
Adam Rakos,G1,NA,2127,NA,NA,9,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=9,8,adam rakos
Andrew Owen,G1,NA,1795,NA,NA,40,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=40,7,andrew owen
Anthony Hughes,G1,NA,1983,NA,NA,22,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=22,34,anthony hughes
Bob Stanworth,G1,NA,1447,NA,NA,74,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=74,11,bob stanworth
Brian Heath,G1,NA,1618,NA,NA,58,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=58,24,brian heath
Brian Ross,G1,NA,1405,NA,NA,80,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=80,17,brian ross
Cameron Harris,G1,NA,954,NA,NA,106,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=106,13,cameron harris
Caspian Fowler,G1,NA,1655,NA,NA,52,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=52,20,caspian fowler
Chris Boyd,G1,NA,1920,NA,NA,32,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=32,6,chris boyd
Chris Dixon,G1,NA,1817,NA,NA,37,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=37,20,chris dixon
Chris P Smith,G1,NA,1427,NA,NA,76,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=76,28,chris p smith
Chris Reading,G1,NA,1616,NA,NA,59,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=59,5,chris reading
Christopher Robertson,G1,NA,1372,NA,NA,83,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=83,58,christopher robertson
Clive Thomas,G1,NA,1775,NA,NA,44,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=44,13,clive thomas
Dave Connolly,G1,NA,1541,NA,NA,68,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=68,24,dave connolly
Dave Roberts,G1,NA,1555,NA,NA,66,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=66,4,dave roberts
Dave Turner,G1,NA,2005,NA,NA,20,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=20,28,dave turner
Dave Williams,G1,NA,1593,NA,NA,62,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=62,2,dave williams
Dave Wright,G1,NA,1372,NA,NA,84,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=84,22,dave wright
David McIntosh,G1,NA,1652,NA,NA,53,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=53,30,david mcintosh
David Vaughan,G1,NA,1924,NA,NA,31,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=31,10,david vaughan
Dennis O. Jones,G1,NA,1784,NA,NA,43,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=43,9,dennis o. jones
Douglas Spencer,G1,NA,2023,NA,NA,18,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=18,11,douglas spencer
Ernest Gibiec,G1,NA,2184,NA,NA,6,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=6,2,ernest gibiec
Ernest M White,G1,NA,1812,NA,NA,38,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=38,17,ernest m white
Francis Rayner,G1,NA,2183,NA,NA,7,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=7,20,francis rayner
Frank May,G1,NA,2090,NA,NA,11,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=11,8,frank may
Gaby Watkins,G1,NA,850,NA,NA,111,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=111,26,gaby watkins
Gary Thomas,G1,NA,1940,NA,NA,30,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=30,2,gary thomas
George Smith,G1,NA,1429,NA,NA,75,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=75,8,george smith
Gerry Carolan,G1,NA,1560,NA,NA,65,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2018/pr.php?id=65,8,gerry carolan
