GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2009-09-23,Alun Thompson,Lyn Holland,NA,1389,G1,0,1325,0.43,0.43,0
2,2009-10-14,Alun Thompson,Howard James,NA,1286,G1,0,1307,1,0.57,0
3,2009-11-03,Alun Thompson,Tony Davies,NA,1400,G1,0,1294,1.41,0.41,0
4,2009-11-18,Alun Thompson,Mark Summers,NA,1312,G1,0,1277,1.95,0.54,0
1,2009-09-15,Andrew Owen,John O'Shea,NA,1585,G1,1,1775,0.74,0.74,1
2,2009-09-22,Andrew Owen,Robert Taylor,NA,2027,G1,0,1771,0.92,0.18,1
3,2009-10-13,Andrew Owen,Mark Cooke,NA,1739,G1,1,1782,1.46,0.54,2
4,2009-11-03,Andrew Owen,Zane Allford,NA,1763,G1,1,1794,1.97,0.51,3
5,2009-11-04,Andrew Owen,Richard Batey,NA,1822,G1,0.5,1795,2.4,0.43,3.5
6,2009-11-10,Andrew Owen,Ron Williams,NA,1714,G1,0.5,1793,2.98,0.58,4
7,2009-11-17,Andrew Owen,Bob Hurn,NA,1740,E2,1,1805,3.52,0.54,5
8,2009-11-18,Andrew Owen,Dennis O. Jones,NA,1679,G1,1,1814,4.14,0.62,6
9,2009-11-24,Andrew Owen,Gordon Cadden,NA,1799,G1,0.5,1815,4.6,0.46,6.5
10,2009-12-09,Andrew Owen,Lanre Bammeke,NA,1688,G1,1,1824,5.21,0.61,7.5
1,2009-09-15,Brian Heath,Gwynfor Rees,NA,2078,E1,0,1691,0.09,0.09,0
2,2009-10-13,Brian Heath,Ron Williams,NA,1714,G1,0,1680,0.56,0.47,0
3,2009-10-27,Brian Heath,John Arthur,NA,1637,G1,1,1690,1.14,0.58,1
4,2009-11-10,Brian Heath,Nigel Granville,NA,1836,G1,0,1682,1.45,0.31,1
5,2009-11-17,Brian Heath,Terry Hill,NA,1688,G1,0.5,1682,1.96,0.51,1.5
6,2009-11-24,Brian Heath,Chris Dixon,NA,1953,G1,0,1678,2.14,0.18,1.5
7,2009-12-02,Brian Heath,Brian Ross,NA,1593,G1,1,1686,2.78,0.64,2.5
1,2009-10-21,Brian Hill,Mark Emblem,NA,1448,G1,0,1285,0.29,0.29,0
2,2009-10-28,Brian Hill,Roger Lockyer,NA,1196,G1,1,1296,0.93,0.64,1
3,2009-11-15,Brian Hill,Brenda Miles,NA,1403,E1,0,1285,1.28,0.35,1
4,2009-11-15,Brian Hill,Ken James,NA,1283,W1,0,1268,1.8,0.52,1
5,2009-11-18,Brian Hill,Owain Davies,NA,1125,G1,1,1277,2.52,0.72,2
6,2009-12-09,Brian Hill,Howard James,NA,1286,G1,0.5,1277,3.03,0.51,2.5
1,2009-09-29,Brian Ross,Hiram Rogers,NA,1400,G1,0.5,1585,0.75,0.75,0.5
2,2009-10-07,Brian Ross,Simon Butler,NA,1488,G1,0.5,1581,1.39,0.64,1
3,2009-10-13,Brian Ross,Dave Roberts,NA,1601,G1,0,1565,1.88,0.49,1
4,2009-10-27,Brian Ross,Steve Williams (Cwm),NA,1653,G1,0,1551,2.3,0.42,1
5,2009-11-03,Brian Ross,William Newrick,NA,1405,G1,0.5,1543,3.05,0.75,1.5
6,2009-11-09,Brian Ross,Wim Velker,NA,1907,Neth,0,1539,3.18,0.13,1.5
7,2009-11-10,Brian Ross,Tom Maloney,NA,1210,ECF,1,1542,4.09,0.91,2.5
8,2009-11-11,Brian Ross,Nigel Purry,NA,1530,ECF,0.5,1539,4.68,0.59,3
9,2009-11-12,Brian Ross,Omer Namouk,NA,1666,ECF,1,1558,5.08,0.4,4
10,2009-11-13,Brian Ross,Trevor Holt,NA,1938,ECF,0,1555,5.19,0.11,4
11,2009-11-24,Brian Ross,Mark Summers,NA,1312,G1,0.5,1544,6.03,0.84,4.5
12,2009-12-02,Brian Ross,Brian Heath,NA,1693,G1,0,1533,6.39,0.36,4.5
13,2009-12-09,Brian Ross,Will Elworthy,NA,1674,G1,0,1520,6.78,0.39,4.5
1,2009-07-18,CJ de Mooi,Ron Williams,NA,1714,G1,0.5,1876,0.72,0.72,0.5
2,2009-07-19,CJ de Mooi,Lyn Holland,NA,1389,G1,1,1877,1.68,0.96,1.5
1,2009-10-10,Cameron James,George Treharne,NA,1276,E1,0.5,1180,0.36,0.36,0.5
2,2009-10-10,Cameron James,Jerry Zhou,NA,1289,W1,0,1170,0.7,0.34,0.5
3,2009-10-10,Cameron James,William Underwood,NA,1350,G1,0,1161,0.97,0.27,0.5
4,2009-10-11,Cameron James,Justine Jose,NA,850,Est,1,1165,1.85,0.88,1.5
5,2009-10-11,Cameron James,Krzysztof Jakubiak,NA,876,E1,1,1169,2.71,0.86,2.5
1,2009-07-17,Chris Dixon,Robert Taylor,NA,2027,G1,0,1943,0.4,0.4,0
2,2009-07-18,Chris Dixon,Gordon Cadden,NA,1799,G1,0.5,1938,1.11,0.71,0.5
3,2009-07-18,Chris Dixon,Chris Timmins,NA,2098,ECF,0.5,1943,1.41,0.3,1
4,2009-07-19,Chris Dixon,Adam May,NA,1929,W1,0,1930,1.94,0.53,1
5,2009-07-19,Chris Dixon,Nigel Beveridge,NA,2042,ECF,1,1945,2.32,0.38,2
6,2009-09-16,Chris Dixon,Steve Williams (Mal),NA,1730,G1,1,1951,3.1,0.78,3
7,2009-09-29,Chris Dixon,John Arthur,NA,1637,G1,0,1930,3.97,0.87,3
8,2009-10-24,Chris Dixon,Dashiell Shaw,NA,2042,ECF,0,1921,4.35,0.38,3
9,2009-10-25,Chris Dixon,Catriona Meechan,NA,1738,ECF,1,1926,5.13,0.78,4
10,2009-11-04,Chris Dixon,Philip French,NA,1868,E1,0.5,1923,5.75,0.62,4.5
11,2009-11-11,Chris Dixon,Zane Allford,NA,1763,G1,0.5,1917,6.5,0.75,5
12,2009-11-22,Chris Dixon,Steve Cunliffe,NA,1961,E1,0.5,1917,6.99,0.49,5.5
13,2009-11-24,Chris Dixon,Brian Heath,NA,1693,G1,1,1922,7.81,0.82,6.5
14,2009-12-02,Chris Dixon,Robert Taylor,NA,2050,G2,0,1913,8.18,0.37,6.5
15,2009-12-06,Chris Dixon,Tony Haigh,NA,1903,D1,0.5,1911,8.75,0.57,7
1,2009-10-10,Colin Gilbert,John Arthur,NA,1637,G1,0.5,1872,0.8,0.8,0.5
2,2009-10-13,Colin Gilbert,Steve Williams (Mal),NA,1730,G1,1,1879,1.5,0.7,1.5
3,2009-10-24,Colin Gilbert,Pepe Vives,NA,1938,ECF,1,1893,1.92,0.42,2.5
4,2009-10-25,Colin Gilbert,Tom O'Neill,NA,1634,ECF,1,1897,2.73,0.81,3.5
5,2009-11-17,Colin Gilbert,Philip French,NA,1868,E1,0.5,1897,3.25,0.52,4
6,2009-12-08,Colin Gilbert,Zane Allford,NA,1763,G1,1,1905,3.91,0.66,5
1,2009-09-16,Dave Connolly,Simon Butler,NA,1488,G1,0.5,1589,0.65,0.65,0.5
2,2009-10-21,Dave Connolly,Mark Summers,NA,1312,G1,0,1562,1.49,0.84,0.5
1,2009-07-05,Dave Green,Dennis O. Jones,NA,1679,G1,0.5,1433,0.18,0.18,0.5
2,2009-09-30,Dave Green,Bob Hurn,NA,1740,E2,0.5,1445,0.31,0.13,1
3,2009-10-07,Dave Green,Gordon Cadden,NA,1799,G1,0,1442,0.4,0.09,1
4,2009-10-13,Dave Green,Terry Hill,NA,1688,G1,1,1469,0.57,0.17,2
5,2009-11-11,Dave Green,Dennis O. Jones,NA,1679,G1,0,1463,0.75,0.18,2
6,2009-11-15,Dave Green,Tony Goodchild,NA,1427,W1,0,1447,1.24,0.49,2
7,2009-11-15,Dave Green,Damon Davies,NA,1448,E1,0,1433,1.7,0.46,2
8,2009-12-08,Dave Green,Steve Williams (Cwm),NA,1653,G1,0,1426,1.91,0.21,2
1,2009-08-12,Dave Roberts,Steve Vickery,NA,1693,G1,0.5,1604,0.37,0.37,0.5
2,2009-08-18,Dave Roberts,Ron Williams,NA,1714,G1,0.5,1608,0.71,0.34,1
3,2009-08-26,Dave Roberts,Simon Tang,NA,1413,G1,1,1614,1.46,0.75,2
4,2009-09-01,Dave Roberts,Farhan Shataly,NA,1664,G1,0,1604,1.87,0.41,2
5,2009-09-15,Dave Roberts,Lanre Bammeke,NA,1688,G1,0,1595,2.25,0.38,2
6,2009-10-13,Dave Roberts,Brian Ross,NA,1593,G1,1,1607,2.76,0.51,3
7,2009-10-21,Dave Roberts,Lyn Holland,NA,1389,G1,1,1612,3.53,0.77,4
8,2009-11-03,Dave Roberts,Tony Brown,NA,1656,G1,0.5,1614,3.95,0.42,4.5
9,2009-11-11,Dave Roberts,Paul Kostanjsek,NA,1374,G1,0.5,1607,4.74,0.79,5
10,2009-11-18,Dave Roberts,Dave Williams,NA,1602,G1,1,1619,5.24,0.5,6
1,2009-07-11,Dave Turner,Radha Jain,NA,1986,ECF,0,2047,0.6,0.6,0
2,2009-07-12,Dave Turner,Alexander Mapletoft,NA,1786,ECF,1,2050,1.43,0.83,1
3,2009-07-12,Dave Turner,Thomas Nyland,NA,2156,FIDE,0,2044,1.79,0.36,1
4,2009-07-13,Dave Turner,Jeremy Jones,NA,1589,E1,0.5,2037,2.74,0.95,1.5
5,2009-07-14,Dave Turner,Joseph Quinn,NA,1938,ECF,1,2043,3.4,0.66,2.5
6,2009-07-15,Dave Turner,George Salimbeni,NA,2210,ECF,1,2054,3.69,0.29,3.5
7,2009-07-16,Dave Turner,Paul Tew,NA,1828,E1,0.5,2049,4.48,0.79,4
8,2009-07-16,Dave Turner,Gareth Harley-Yeo,NA,2000,E1,0.5,2048,5.06,0.58,4.5
9,2009-07-17,Dave Turner,Richard Jones,NA,2340,W1,0.5,2053,5.22,0.16,5
10,2009-07-18,Dave Turner,Dominic Bennett,NA,2090,ECF,0.5,2054,5.67,0.45,5.5
11,2009-07-19,Dave Turner,Chris Purry,NA,1986,ECF,0,2045,6.27,0.6,5.5
12,2009-07-19,Dave Turner,Jonathan Bourne,NA,2018,ECF,0.5,2044,6.82,0.55,6
13,2009-08-29,Dave Turner,Andrew McCumisky,NA,2226,ECF,0,2039,7.1,0.28,6
14,2009-08-29,Dave Turner,Selwyn Hamilton,NA,1818,ECF,0,2027,7.9,0.8,6
15,2009-08-30,Dave Turner,Ray Collett,NA,1858,ECF,0,2014,8.66,0.76,6
16,2009-08-30,Dave Turner,Steve Vickery,NA,1693,G1,1,2016,9.56,0.9,7
17,2009-08-31,Dave Turner,Will Elworthy,NA,1674,G1,1,2017,10.47,0.91,8
18,2009-08-31,Dave Turner,Richard Croot,NA,2006,ECF,0.5,2016,11.04,0.57,8.5
19,2009-09-30,Dave Turner,Femi Adebajo,NA,2064,E1,0,2009,11.53,0.49,8.5
20,2009-10-07,Dave Turner,Robert Taylor,NA,2027,G1,0,2000,12.07,0.54,8.5
21,2009-10-13,Dave Turner,Richard Miles,NA,2019,G1,1,2007,12.62,0.55,9.5
22,2009-11-11,Dave Turner,Ian White,NA,1951,G1,1,2013,13.27,0.65,10.5
23,2009-11-20,Dave Turner,Roger de Coverly,NA,2138,ECF,1,2022,13.66,0.39,11.5
24,2009-11-21,Dave Turner,Dominic Bennett,NA,2098,ECF,0,2015,14.1,0.44,11.5
25,2009-11-21,Dave Turner,Stephen Homer,NA,2074,ECF,0,2008,14.58,0.48,11.5
26,2009-11-22,Dave Turner,Ian Jamieson,NA,2050,ECF,0.5,2008,15.09,0.51,12
27,2009-11-22,Dave Turner,John F Wheeler,NA,2162,ECF,0.5,2010,15.45,0.36,12.5
28,2009-11-25,Dave Turner,Nick Davies,NA,1820,G1,1,2014,0.75,0.75,1
29,2009-12-05,Dave Turner,Marijonas Rocius,NA,2184,FIDE,0,2010,1.02,0.27,1
30,2009-12-05,Dave Turner,Mike Waddington,NA,2026,ECF,0,2002,1.5,0.48,1
