name,zone,club,grade,title,last_played,player_key,profile_url,name_clean
Adam Robinson,D1,NA,1730,NA,NA,11,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=11,adam robinson
Alex Sen,D1,NA,990,NA,NA,47,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=47,alex sen
Anthony Geraghty,D1,NA,1533,NA,NA,26,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=26,anthony geraghty
Awne Osinga,D1,NA,1520,NA,NA,28,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=28,awne osinga
Brian Spencer,D1,NA,1748,NA,NA,9,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=9,brian spencer
Chris King,D1,NA,1041,NA,NA,45,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=45,chris king
Colin Denham,D1,NA,1612,NA,NA,20,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=20,colin denham
Courtney Probert,D1,NA,1250,NA,NA,39,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=39,courtney probert
David Ferguson,D1,NA,1667,NA,NA,16,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=16,david ferguson
David Moore,D1,NA,1438,NA,NA,33,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=33,david moore
Emyr Llywelyn,D1,NA,964,NA,NA,48,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=48,emyr llywelyn
Eugene Noakes,D1,NA,1131,NA,NA,44,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=44,eugene noakes
Gavin Jones,D1,NA,1677,NA,NA,14,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=14,gavin jones
Georgina Gray,D1,NA,1277,NA,NA,38,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=38,georgina gray
Gerry Heap,D1,NA,2150,NA,NA,3,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=3,gerry heap
Howard Leah,D1,NA,1587,NA,NA,22,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=22,howard leah
Howard Williams,D1,NA,2340,NA,NA,1,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=1,howard williams
Huw Morcom,D1,NA,1878,NA,NA,7,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=7,huw morcom
Ian Finlay,D1,NA,1362,NA,NA,35,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=35,ian finlay
Iolo Jones,D1,NA,2232,NA,NA,2,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=2,iolo jones
Iwan Griffiths,D1,NA,1646,NA,NA,18,https://www.welshchessunion.uk/Grading/xarchive/dyfed/JulyDec2014/pr.php?id=18,iwan griffiths
