GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2018-01-04,Adam Jenkins,Lucas James,69,1521,G1,1,1479,0.41,0.41,1
2,2018-01-24,Adam Jenkins,Phil Smith,73,1455,G1,0,1463,0.92,0.51,1
3,2018-03-22,Adam Jenkins,William Newrick,91,1210,G1,1,1469,1.73,0.81,2
4,2018-03-29,Adam Jenkins,Mateusz Gibiec,56,1620,G1,0,1459,2.02,0.29,2
5,2018-04-12,Adam Jenkins,Mark Emblem,82,1383,G1,0,1440,2.63,0.61,2
1,2018-01-03,Adam Rakos,Steve Williams (Cwm),36,1819,G1,1,2129,0.86,0.86,1
2,2018-01-17,Adam Rakos,John Waterfield,17,2027,G1,0.5,2127,1.5,0.64,1.5
3,2018-02-13,Adam Rakos,James Hennefeld,NA,1838,ECF,1,2129,2.35,0.85,2.5
4,2018-02-21,Adam Rakos,Dave Turner,20,2005,G1,1,2135,3.02,0.67,3.5
5,2018-03-14,Adam Rakos,Richard Batey,42,1785,G1,1,2136,3.91,0.89,4.5
6,2018-03-21,Adam Rakos,Timothy M Jones,NA,1758,ECF,1,2138,4.81,0.9,5.5
7,2018-03-28,Adam Rakos,David Llewellyn,NA,1972,E1,1,2143,5.52,0.71,6.5
8,2018-04-10,Adam Rakos,Paul M Spiller,NA,1942,ECF,0,2131,6.26,0.74,6.5
1,2018-01-10,Andrew Owen,Richard Miles,28,1965,G1,0.5,1801,0.27,0.27,0.5
2,2018-01-17,Andrew Owen,Chris Dixon,37,1817,G1,0.5,1801,0.74,0.47,1
3,2018-02-14,Andrew Owen,Philip French,34,1897,G1,0.5,1805,1.1,0.36,1.5
4,2018-02-21,Andrew Owen,Gordon Cadden,45,1761,G1,0.5,1803,1.65,0.55,2
5,2018-03-15,Andrew Owen,Robert Taylor,27,1900,G2,0.5,1807,2.01,0.36,2.5
6,2018-03-20,Andrew Owen,Bob Hurn,NA,1670,E1,0,1791,2.68,0.67,2.5
7,2018-03-22,Andrew Owen,Robert Taylor,27,1900,G2,0.5,1794,3.04,0.36,3
1,2018-01-08,Anthony Hughes,Chino C Atako,NA,2206,,0,1978,0.22,0.22,0
2,2018-01-13,Anthony Hughes,Mark V Taylor,NA,1958,,1,1989,0.76,0.54,1
3,2018-01-14,Anthony Hughes,Peter Bevan,NA,2014,,1,2002,1.22,0.46,2
4,2018-01-15,Anthony Hughes,Heiko Cassens,NA,1900,,0.5,1999,1.84,0.62,2.5
5,2018-01-16,Anthony Hughes,Andriy Peykov,NA,1990,,1,2011,2.33,0.49,3.5
6,2018-01-22,Anthony Hughes,Leon HJ Fincham,NA,1966,,0.5,2011,2.85,0.52,4
7,2018-02-05,Anthony Hughes,Clive A Frostick,NA,2110,,0,2003,3.18,0.33,4
8,2018-02-07,Anthony Hughes,Andrew Gilfillan,NA,2150,,0,1996,3.46,0.28,4
9,2018-02-10,Anthony Hughes,Ian Gooding,NA,1990,,0,1984,3.95,0.49,4
10,2018-02-11,Anthony Hughes,Francis CW Chin,NA,2046,,1,1998,4.36,0.41,5
