GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2009-01-26,Aaron Lloyd Thorne,Jack Salter,NA,850,W1,1,932,0.6,0.6,1
2,2009-02-04,Aaron Lloyd Thorne,Gwyn Rhys Jones,NA,1007,W1,0,920,0.98,0.38,1
3,2009-02-12,Aaron Lloyd Thorne,James Silk,NA,1388,W1,0,918,1.03,0.05,1
4,2009-02-25,Aaron Lloyd Thorne,William Hughes,NA,850,W1,1,931,1.63,0.6,2
5,2009-03-05,Aaron Lloyd Thorne,Michael Cura,NA,850,W1,1,944,2.23,0.6,3
6,2009-03-11,Aaron Lloyd Thorne,Kynan Eastwood,NA,1000,W1,1,963,2.62,0.39,4
7,2009-03-17,Aaron Lloyd Thorne,Sam Young,NA,1050,W1,0,953,2.94,0.32,4
8,2009-04-08,Aaron Lloyd Thorne,Sam Young,NA,1050,W1,0,943,3.26,0.32,4
9,2009-04-16,Aaron Lloyd Thorne,Guto Llywelyn,NA,1258,W1,0,939,3.38,0.12,4
1,2009-01-05,Adam Jones,Ken James,NA,1231,W1,0.5,1482,0.82,0.82,0.5
2,2009-02-09,Adam Jones,Daniel Wilmot,NA,1272,W1,0.5,1473,1.6,0.78,1
3,2009-02-26,Adam Jones,Lee Godfrey,NA,1247,W1,1,1479,2.41,0.81,2
4,2009-03-11,Adam Jones,Roy Morgan,NA,1327,W1,0.5,1472,3.13,0.72,2.5
5,2009-03-23,Adam Jones,June Evans,NA,1164,W1,1,1476,4.01,0.88,3.5
6,2009-03-30,Adam Jones,Colin Chambers,NA,1197,W1,1,1480,4.86,0.85,4.5
7,2009-04-08,Adam Jones,Daniel Anantharaj,NA,1254,W1,0.5,1471,5.66,0.8,5
8,2009-04-29,Adam Jones,Ken James,NA,1231,W1,0,1445,6.48,0.82,5
1,2009-01-07,Adam Lewis,Daniel Anantharaj,NA,1254,W1,0,1091,0.29,0.29,0
2,2009-01-13,Adam Lewis,Eva Los,NA,1100,W1,1,1107,0.79,0.5,1
3,2009-01-27,Adam Lewis,Dennis Thomas,NA,1262,W1,1,1130,1.07,0.28,2
4,2009-02-09,Adam Lewis,Guto Llywelyn,NA,1258,W1,0,1120,1.36,0.29,2
5,2009-02-25,Adam Lewis,Eva Los,NA,1100,W1,1,1136,1.86,0.5,3
6,2009-03-03,Adam Lewis,Tony Scanes,NA,1217,W1,1,1158,2.2,0.34,4
7,2009-03-09,Adam Lewis,Dennis Thomas,NA,1262,W1,0,1149,2.48,0.28,4
8,2009-03-17,Adam Lewis,Colin Chambers,NA,1197,W1,0,1137,2.85,0.37,4
9,2009-03-25,Adam Lewis,Gwyn Rhys Jones,NA,1007,W1,1,1149,3.48,0.63,5
1,2009-01-15,Adam May,Mark Jones,NA,1795,E1,1,1948,0.7,0.7,1
2,2009-01-19,Adam May,Femi Adebajo,NA,1999,E1,0.5,1950,1.12,0.42,1.5
3,2009-01-21,Adam May,Alan Williams,NA,1650,E1,1,1954,1.97,0.85,2.5
4,2009-01-26,Adam May,Andrew Smith,NA,1622,W1,1,1957,2.84,0.87,3.5
5,2009-02-01,Adam May,Allan St Clair,NA,1941,E1,1,1969,3.34,0.5,4.5
6,2009-02-01,Adam May,Julie van Kemenade,NA,1696,D1,1,1973,4.15,0.81,5.5
7,2009-02-11,Adam May,Dave Buttell,NA,1714,W1,1,1978,4.94,0.79,6.5
8,2009-02-17,Adam May,Andrew Gibbons,NA,1974,W1,0.5,1980,5.39,0.45,7
9,2009-02-23,Adam May,Larry James,NA,1127,W1,1,1980,6.39,1,8
10,2009-02-27,Adam May,Stewart Haslinger,NA,2474,ECF,0,1979,6.42,0.03,8
11,2009-02-28,Adam May,Julie van Kemenade,NA,1696,D1,1,1983,7.23,0.81,9
12,2009-02-28,Adam May,Tom Brown,NA,2063,E2,0,1976,7.56,0.33,9
13,2009-03-01,Adam May,Paul Bridges,NA,1798,E1,1,1983,8.25,0.69,10
