GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2016-07-16,Adam Robinson,Herman Kok,NA,1882,ECF,0,1757,0.34,0.34,0
2,2016-07-16,Adam Robinson,Neil Roberts,NA,1690,ECF,1,1766,0.94,0.6,1
3,2016-07-16,Adam Robinson,Denis Georgiou,NA,1970,ECF,0,1761,1.17,0.23,1
4,2016-07-17,Adam Robinson,Stuart MacDonald,NA,1802,ECF,0,1750,1.62,0.45,1
5,2016-07-17,Adam Robinson,Paul Fischer,NA,1538,ECF,1,1755,2.41,0.79,2
6,2016-10-26,Adam Robinson,Steve Tanner,17,1585,D1,1,1761,3.15,0.74,3
7,2016-11-14,Adam Robinson,Scott Hammett,26,1468,D1,1,1765,4,0.85,4
8,2016-11-19,Adam Robinson,Vaughan Smith,NA,1738,ECF,0,1752,4.54,0.54,4
9,2016-11-28,Adam Robinson,Howard Leah,23,1523,D1,1,1757,5.34,0.8,5
10,2016-12-03,Adam Robinson,Mark Radford,NA,1754,ECF,1,1768,5.86,0.52,6
1,2016-10-02,Adam Watkin-Jones,Chris Sims,NA,1902,,0.5,1984,0.62,0.62,0.5
2,2016-10-26,Adam Watkin-Jones,Richard Thomas,18,1568,,0.5,1975,1.52,0.9,1
3,2016-11-22,Adam Watkin-Jones,Iwan Griffiths,15,1602,,0.5,1965,2.42,0.9,1.5
4,2016-11-28,Adam Watkin-Jones,Iolo Jones,2,2226,FM,0,1960,2.62,0.2,1.5
1,2016-12-05,Anthony Geraghty,Richard Thomas,18,1568,D1,0,1551,0.5,0.5,0
1,2016-11-19,Awne Osinga,Rudy van Kemenade,4,1988,D2,0,1385,0.1,0.1,0
2,2016-11-19,Awne Osinga,Paul Orton,16,1588,D1,0,1377,0.34,0.24,0
3,2016-11-19,Awne Osinga,James Corrigan,28,1458,D1,0.5,1380,0.74,0.4,0.5
4,2016-11-20,Awne Osinga,Howard Leah,23,1523,D1,0.5,1386,1.06,0.32,1
1,2016-11-01,Colin Denham,Robbie Coles,44,1241,D1,1,1655,0.9,0.9,1
2,2016-11-07,Colin Denham,Andre Antunes,NA,1987,FIDE,0,1653,1.02,0.12,1
3,2016-11-08,Colin Denham,August Bernsten-Oybo,NA,1974,FIDE,0,1649,1.15,0.13,1
4,2016-11-10,Colin Denham,Chris Dixon,NA,1801,G1,0.5,1654,1.45,0.3,1.5
5,2016-11-11,Colin Denham,Aleksander Zenaj,NA,1816,RP,0,1647,1.73,0.28,1.5
6,2016-11-22,Colin Denham,Richard Thomas,18,1568,D1,0.5,1645,2.35,0.62,2
1,2016-10-04,Conor McEwan,Emyr Llywelyn,52,941,D1,1,1303,0.9,0.9,1
2,2016-11-14,Conor McEwan,Ray Greenwood,46,1186,D1,1,1314,1.56,0.66,2
3,2016-12-05,Conor McEwan,Robert Narayan-Taylor,24,1505,D1,1,1339,1.79,0.23,3
1,2016-10-25,Gerry Heap,Hywel Griffiths,NA,1888,,0,2158,0.84,0.84,0
2,2016-11-02,Gerry Heap,David Guy,NA,1855,,1,2160,1.71,0.87,1
3,2016-11-06,Gerry Heap,Orce Danchevski,NA,2357,IM,0,2155,1.97,0.26,1
4,2016-11-07,Gerry Heap,Daniel McGowan,NA,2194,,0.5,2156,2.44,0.47,1.5
5,2016-11-08,Gerry Heap,Eivind Olaf Risting,NA,2175,FM,0,2148,2.93,0.49,1.5
6,2016-11-09,Gerry Heap,M Paul Townsend,NA,2231,,1,2157,3.35,0.42,2.5
7,2016-11-10,Gerry Heap,Charles Morris,NA,2194,,0.5,2158,3.82,0.47,3
8,2016-11-11,Gerry Heap,Murat Mejdini,NA,1989,,1,2162,4.56,0.74,4
9,2016-11-12,Gerry Heap,Anthony Bourached,NA,1941,,1,2165,5.35,0.79,5
10,2016-11-19,Gerry Heap,David Buttell,NA,1824,,1,2167,6.24,0.89,6
11,2016-11-19,Gerry Heap,Tony Haigh,6,1913,,1,2170,7.06,0.82,7
12,2016-11-19,Gerry Heap,William Hewitt,NA,2120,,0.5,2169,7.63,0.57,7.5
13,2016-11-20,Gerry Heap,Robert Wright,7,1906,,1,2172,8.46,0.83,8.5
14,2016-11-20,Gerry Heap,Rudy van Kemenade,4,1988,,0.5,2168,9.2,0.74,9
1,2016-10-11,Gwyn Evans,Howard Leah,23,1523,D1,1,1419,0.33,0.33,1
2,2016-11-01,Gwyn Evans,Lewys Greenwood,49,1100,D1,1,1424,1.18,0.85,2
3,2016-11-14,Gwyn Evans,James Corrigan,28,1458,D1,0,1411,1.6,0.42,2
4,2016-11-28,Gwyn Evans,Owen Llywelyn,21,1546,D1,1,1433,1.9,0.3,3
5,2016-12-05,Gwyn Evans,Emyr Llywelyn,52,941,D1,1,1436,2.8,0.9,4
1,2016-10-11,Howard Leah,Gwyn Evans,31,1398,D1,0,1502,0.67,0.67,0
2,2016-11-19,Howard Leah,Rudy van Kemenade,4,1988,D2,0,1498,0.77,0.1,0
3,2016-11-19,Howard Leah,Paul Orton,16,1588,D1,1,1517,1.18,0.41,1
4,2016-11-20,Howard Leah,Tony Haigh,6,1913,D1,0.5,1530,1.28,0.1,1.5
5,2016-11-20,Howard Leah,Awne Osinga,32,1388,D1,0.5,1524,1.96,0.68,2
6,2016-11-28,Howard Leah,Adam Robinson,10,1765,D1,0,1518,2.16,0.2,2
1,2016-10-02,Howard Williams,Robert Saunders,NA,2068,,0.5,2361,0.85,0.85,0.5
2,2016-10-11,Howard Williams,Martin C Jones,11,1753,,1,2362,1.75,0.9,1.5
3,2016-11-06,Howard Williams,Petar G Arnaudov,NA,2471,GM,0,2358,2.1,0.35,1.5
4,2016-11-07,Howard Williams,Clement Sreeves,NA,2410,FM,0,2354,2.54,0.44,1.5
5,2016-11-08,Howard Williams,Torbjorn Ringdal Hansen,NA,2448,GM,0.5,2355,2.92,0.38,2
6,2016-11-09,Howard Williams,James Adair,NA,2488,IM,0,2352,3.25,0.33,2
7,2016-11-11,Howard Williams,Clirim Guxho,NA,2101,,0.5,2348,4.07,0.82,2.5
8,2016-11-12,Howard Williams,Stephen Moran,NA,2180,,0.5,2346,4.81,0.74,3
9,2016-11-28,Howard Williams,Rudy van Kemenade,4,1988,,0.5,2342,5.71,0.9,3.5
1,2016-07-07,Huw Morcom,Boris Chatalbashev,NA,2545,GM,0,1904,0.1,0.1,0
2,2016-07-07,Huw Morcom,Jim Robertson,NA,1722,,0.5,1898,0.84,0.74,0.5
3,2016-07-08,Huw Morcom,Paul Bridges,NA,1865,,0.5,1896,1.4,0.56,1
4,2016-07-09,Huw Morcom,Paul Orton,16,1588,,1,1900,2.27,0.87,2
5,2016-07-09,Huw Morcom,Roy Thomas,NA,1792,,1,1908,2.93,0.66,3
6,2016-07-10,Huw Morcom,Alina L'ami,NA,2339,IM,0,1905,3.03,0.1,3
7,2016-07-11,Huw Morcom,Alex Bullen,NA,2158,,1,1925,3.22,0.19,4
8,2016-07-11,Huw Morcom,Sarah N Longson,NA,2234,WFM,0,1922,3.34,0.12,4
9,2016-07-12,Huw Morcom,Matthew R Wilson,NA,1914,,1,1934,3.83,0.49,5
10,2016-07-13,Huw Morcom,Tihana Ivekovic,NA,2202,WFM,0.5,1942,3.98,0.15,5.5
11,2016-10-16,Huw Morcom,Jan Prins,NA,2078,,0.5,1948,4.25,0.27,6
12,2016-10-17,Huw Morcom,Dirk Hoogland,NA,2139,CM,0,1943,4.45,0.2,6
13,2016-10-18,Huw Morcom,Rob Hoogland,NA,1813,,1,1952,5.08,0.63,7
14,2016-10-19,Huw Morcom,Ton Goris,NA,2005,,0,1943,5.44,0.36,7
15,2016-10-20,Huw Morcom,Heinrich Boldt,NA,1874,,0.5,1942,5.99,0.55,7.5
16,2016-10-21,Huw Morcom,Cornelius Ippel,NA,1720,,0,1924,6.73,0.74,7.5
17,2016-10-22,Huw Morcom,Joop Bakker,NA,1868,,0,1911,7.28,0.55,7.5
1,2016-11-22,Ian Finlay,Emyr Llywelyn,52,941,D1,1,1372,0.9,0.9,1
1,2016-10-02,Iolo Jones,Craig Evans,NA,2071,,0,2215,0.71,0.71,0
2,2016-10-11,Iolo Jones,John Miller,14,1621,,1,2216,1.61,0.9,1
3,2016-11-06,Iolo Jones,Martin Percivaldi,NA,2373,FM,0,2211,1.91,0.3,1
4,2016-11-07,Iolo Jones,Neil Berry,NA,2370,FM,0.5,2214,2.22,0.31,1.5
5,2016-11-08,Iolo Jones,Frode Elsness,NA,2442,IM,0,2211,2.44,0.22,1.5
6,2016-11-09,Iolo Jones,Martin Brown,NA,2302,FM,0,2205,2.83,0.39,1.5
7,2016-11-10,Iolo Jones,Sven Zeidler,NA,2247,FM,0.5,2205,3.3,0.47,2
8,2016-11-11,Iolo Jones,Lime Mihasi,NA,2039,,1,2209,4.05,0.75,3
9,2016-11-12,Iolo Jones,Colin Menzies,NA,2144,,0.5,2207,4.66,0.61,3.5
10,2016-11-26,Iolo Jones,Karanvir Lutchman Singh,NA,1749,,1,2209,5.56,0.9,4.5
11,2016-11-26,Iolo Jones,Peter Bevan,NA,2020,,1,2213,6.33,0.77,5.5
12,2016-11-27,Iolo Jones,Alan Young,NA,2097,,1,2218,7.01,0.68,6.5
13,2016-11-27,Iolo Jones,William Hewitt,NA,2120,,0.5,2215,7.66,0.65,7
14,2016-11-28,Iolo Jones,Adam Watkin-Jones,5,1987,,1,2219,8.46,0.8,8
1,2016-10-04,Iwan Griffiths,Robert Wright,7,1906,D1,0,1599,0.14,0.14,0
2,2016-11-22,Iwan Griffiths,Adam Watkin-Jones,5,1987,D1,0.5,1608,0.24,0.1,0.5
3,2016-11-28,Iwan Griffiths,Scott Hammett,26,1468,D1,1,1616,0.92,0.68,1.5
4,2016-12-05,Iwan Griffiths,Martin C Jones,11,1753,D1,0,1609,1.22,0.3,1.5
1,2016-10-04,James Corrigan,Owen Llywelyn,21,1546,D1,0.5,1462,0.38,0.38,0.5
2,2016-11-14,James Corrigan,Gwyn Evans,31,1398,D1,1,1475,0.96,0.58,1.5
3,2016-11-19,James Corrigan,Robert Wright,7,1906,D1,0,1472,1.06,0.1,1.5
4,2016-11-19,James Corrigan,David Buttell,NA,1824,W1,0,1469,1.16,0.1,1.5
5,2016-11-19,James Corrigan,Awne Osinga,32,1388,D1,0.5,1466,1.76,0.6,2
6,2016-11-20,James Corrigan,Sam Holman,40,1274,D1,0,1442,2.5,0.74,2
7,2016-11-22,James Corrigan,Tegwyn Jones,43,1245,D1,1,1449,3.27,0.77,3
1,2016-10-11,John Miller,Iolo Jones,2,2226,FM,0,1619,0.1,0.1,0
2,2016-11-01,John Miller,Martin C Jones,11,1753,,0.5,1623,0.42,0.32,0.5
3,2016-11-14,John Miller,Robert Wright,7,1906,,1,1643,0.58,0.16,1.5
4,2016-11-22,John Miller,Paul Orton,16,1588,,0.5,1642,1.13,0.55,2
5,2016-12-05,John Miller,Owen Llywelyn,21,1546,,1,1651,1.73,0.6,3
1,2016-07-01,Julie van Kemenade,Jonathan Wells,NA,2154,,0,1777,0.1,0.1,0
2,2016-07-02,Julie van Kemenade,Jonathan Blackburn,NA,2226,,0,1774,0.2,0.1,0
3,2016-07-03,Julie van Kemenade,John Shakespeare,NA,2033,,0,1770,0.38,0.18,0
4,2016-08-27,Julie van Kemenade,Tihana Ivekovic,NA,2202,WFM,0,1767,0.48,0.1,0
5,2016-08-28,Julie van Kemenade,Walter Braun,NA,2233,FM,0,1765,0.58,0.1,0
6,2016-08-28,Julie van Kemenade,Venetia Sivarajasingam,NA,1842,,1,1779,0.99,0.41,1
7,2016-08-29,Julie van Kemenade,Steve Christmas,NA,1947,,0,1773,1.27,0.28,1
8,2016-08-29,Julie van Kemenade,Shayanna Sivarajasingam,NA,1824,,0,1762,1.71,0.44,1
9,2016-11-06,Julie van Kemenade,Nikola Nikolovski,NA,2274,FM,0,1760,1.81,0.1,1
10,2016-11-08,Julie van Kemenade,Jens Hjorth Kjolberg,NA,2145,,0,1757,1.91,0.1,1
11,2016-11-09,Julie van Kemenade,Svetlana Sucikova,NA,2076,WFM,0,1754,2.06,0.15,1
12,2016-11-10,Julie van Kemenade,John Waterfield,NA,2023,,0,1749,2.25,0.19,1
13,2016-11-12,Julie van Kemenade,Oisin P Benson,NA,1972,,0,1743,2.5,0.25,1
1,2016-10-11,Martin C Jones,Howard Williams,1,2364,FM,0,1751,0.1,0.1,0
2,2016-11-01,Martin C Jones,John Miller,14,1621,,0.5,1746,0.78,0.68,0.5
3,2016-11-22,Martin C Jones,David Buttell,NA,1824,,0.5,1749,1.18,0.4,1
4,2016-11-25,Martin C Jones,Mike Burrows,NA,1850,,0,1740,1.55,0.37,1
5,2016-11-26,Martin C Jones,Stephen Horrell,NA,1680,,1,1749,2.15,0.6,2
6,2016-11-26,Martin C Jones,Stephen Bonutto,NA,1532,,0.5,1743,2.93,0.78,2.5
7,2016-11-27,Martin C Jones,Neil Stuart,NA,1694,,0.5,1741,3.51,0.58,3
