GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2011-02-07,Anthony Geraghty,Caerwyn Owen,NA,1622,D1,0,1289,0.12,0.12,0
2,2011-02-14,Anthony Geraghty,John Florence,NA,1287,D1,1,1305,0.63,0.51,1
3,2011-03-08,Anthony Geraghty,Mark Talbot,NA,2064,D1,0,1305,0.63,0,1
4,2011-03-12,Anthony Geraghty,Ian Finlay,NA,1427,D1,1,1327,0.95,0.32,2
5,2011-03-12,Anthony Geraghty,Julie van Kemenade,NA,1768,D1,0,1325,1,0.05,2
6,2011-03-12,Anthony Geraghty,John Basterfield,NA,1394,D1,0.5,1329,1.36,0.36,2.5
7,2011-03-13,Anthony Geraghty,Matthew Francis,NA,1644,D1,0.5,1342,1.47,0.11,3
8,2011-03-13,Anthony Geraghty,Rudy van Kemenade,NA,2029,D1,0,1342,1.47,0,3
9,2011-03-13,Anthony Geraghty,Georgina Gray,NA,1267,D1,1,1357,2.01,0.54,4
10,2011-04-04,Anthony Geraghty,Nick McIlvenna,NA,1350,D1,0.5,1359,2.43,0.42,4.5
11,2011-04-12,Anthony Geraghty,Emyr Llywelyn,NA,932,D1,1,1362,3.33,0.9,5.5
12,2011-04-18,Anthony Geraghty,Emyr Llywelyn,NA,932,D1,1,1366,4.23,0.9,6.5
1,2011-01-10,Awne Osinga,Emyr Llywelyn,NA,932,D1,1,1476,0.97,0.97,1
2,2011-01-13,Awne Osinga,Caerwyn Owen,NA,1622,D1,0.5,1482,1.27,0.3,1.5
3,2011-01-17,Awne Osinga,Georgina Gray,NA,1267,D1,1,1490,2.04,0.77,2.5
4,2011-01-20,Awne Osinga,Nick McIlvenna,NA,1350,D1,0,1468,2.71,0.67,2.5
5,2011-01-26,Awne Osinga,Ian Finlay,NA,1427,D1,0.5,1466,3.28,0.57,3
6,2011-01-27,Awne Osinga,Iolo Jones,NA,2247,D1,0,1466,3.28,0,3
7,2011-01-28,Awne Osinga,John Florence,NA,1287,D1,1,1474,4.03,0.75,4
8,2011-01-31,Awne Osinga,Robbie Coles,NA,1237,D1,1,1480,4.83,0.8,5
9,2011-02-24,Awne Osinga,Scott Hammett,NA,1330,D1,0,1458,5.53,0.7,5
10,2011-03-08,Awne Osinga,Paul Orton,NA,1634,D1,0,1449,5.82,0.29,5
11,2011-03-17,Awne Osinga,Tony Haigh,NA,1823,D1,0.5,1461,5.93,0.11,5.5
12,2011-03-21,Awne Osinga,Tegwyn Jones,NA,1266,D1,1,1469,6.7,0.77,6.5
13,2011-03-22,Awne Osinga,Clive Boaler,NA,1270,D1,1,1476,7.47,0.77,7.5
14,2011-03-24,Awne Osinga,Nick McIlvenna,NA,1350,D1,0,1455,8.14,0.67,7.5
15,2011-04-04,Awne Osinga,Ian Finlay,NA,1427,D1,0.5,1452,8.71,0.57,8
16,2011-04-07,Awne Osinga,Scott Hammett,NA,1330,D1,0,1430,9.41,0.7,8
17,2011-04-27,Awne Osinga,Huw Morcom,NA,1881,D1,0,1427,9.49,0.08,8
1,2011-01-10,Caerwyn Owen,Owen Llywelyn,NA,1508,D1,1,1630,0.66,0.66,1
2,2011-01-13,Caerwyn Owen,Awne Osinga,NA,1475,D1,0.5,1625,1.36,0.7,1.5
3,2011-01-17,Caerwyn Owen,Julie van Kemenade,NA,1768,D1,1,1642,1.66,0.3,2.5
4,2011-01-20,Caerwyn Owen,Roger Phillips,NA,1490,D1,0.5,1638,2.34,0.68,3
5,2011-01-26,Caerwyn Owen,Mark Talbot,NA,2064,D1,0,1636,2.4,0.06,3
6,2011-01-31,Caerwyn Owen,Colin Denham,NA,1617,D1,0,1624,2.91,0.51,3
7,2011-02-03,Caerwyn Owen,Colin Denham,NA,1617,D1,0,1612,3.42,0.51,3
8,2011-02-07,Caerwyn Owen,Anthony Geraghty,NA,1293,D1,1,1615,4.3,0.88,4
9,2011-02-10,Caerwyn Owen,Colin Denham,NA,1617,D1,0,1603,4.81,0.51,4
