GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2010-09-21,Adam Jenkins,Tony Briddon,NA,1700,E1,0.5,1362,0.11,0.11,0.5
2,2010-11-10,Adam Jenkins,Roger Lockyer,p102,1117,G1,1,1369,0.91,0.8,1.5
1,2010-11-17,Alan Coles,Jeremy Pye,p119,1000,G1,1,1334,0.88,0.88,1
2,2010-12-08,Alan Coles,Simon Tang,p78,1388,G1,0,1320,1.3,0.42,1
1,2010-09-08,Andrew Owen,Zane Allford,p35,1775,G1,1,1791,0.51,0.51,1
2,2010-09-21,Andrew Owen,Tony Davies,p69,1449,G1,1,1794,1.39,0.88,2
3,2010-09-22,Andrew Owen,Graham Pugh,p98,1167,G1,1,1794,2.37,0.98,3
4,2010-09-28,Andrew Owen,Steve Vickery,p49,1666,G1,1,1802,3.03,0.66,4
5,2010-10-12,Andrew Owen,Tony Brown,p45,1675,G1,0.5,1799,3.67,0.64,4.5
6,2010-11-02,Andrew Owen,David Perrett,NA,2014,E1,0,1794,3.87,0.2,4.5
7,2010-11-03,Andrew Owen,Luke Kostanjsek,p50,1777,G2,1,1806,4.37,0.5,5.5
8,2010-11-17,Andrew Owen,Zane Allford,p35,1775,G1,1,1818,4.88,0.51,6.5
9,2010-11-23,Andrew Owen,Nick Davies,p38,1720,G1,0.5,1816,5.46,0.58,7
10,2010-11-30,Andrew Owen,Nigel Granville,p31,1809,G1,0,1805,5.92,0.46,7
1,2010-09-15,Brian Heath,Luke Kostanjsek,p50,1662,G1,1,1710,0.55,0.55,1
2,2010-09-22,Brian Heath,Luke Kostanjsek,p50,1662,G1,0,1697,1.1,0.55,1
3,2010-09-28,Brian Heath,Bob Hurn,NA,1635,E1,0.5,1694,1.69,0.59,1.5
4,2010-09-29,Brian Heath,Dennis O. Jones,p43,1680,G1,0.5,1694,2.22,0.53,2
5,2010-10-06,Brian Heath,Richard Batey,p28,1839,G1,0.5,1698,2.53,0.31,2.5
6,2010-10-12,Brian Heath,David Llewellyn,NA,1877,E1,1,1716,2.79,0.26,3.5
7,2010-11-24,Brian Heath,Beryl Hughes,NA,1548,E2,1,1723,3.49,0.7,4.5
8,2010-11-30,Brian Heath,Steve Horrell,p44,1678,G1,0,1711,4.02,0.53,4.5
9,2010-12-08,Brian Heath,Jane Pennock,p90,1289,G1,1,1712,4.95,0.93,5.5
10,2010-12-14,Brian Heath,Ron Williams,p36,1706,G2,1,1724,5.44,0.49,6.5
1,2010-09-29,Brian Hill,Jack Dawson,p115,1200,G1,1,1244,0.54,0.54,1
2,2010-10-20,Brian Hill,Mark Emblem,p63,1510,G2,0,1239,0.7,0.16,1
3,2010-10-24,Brian Hill,Guto Llywelyn,NA,1350,W1,0,1228,1.03,0.33,1
4,2010-10-24,Brian Hill,Kevin O'Rourke,NA,1329,E1,1,1249,1.39,0.36,2
5,2010-11-03,Brian Hill,Dave Roberts,p56,1617,G1,0,1246,1.48,0.09,2
6,2010-11-17,Brian Hill,Paul Kostanjsek,p85,1339,G1,1,1266,1.83,0.35,3
7,2010-12-14,Brian Hill,Jeremy Pye,p119,1000,G1,0,1241,2.62,0.79,3
1,2010-09-21,Brian Ross,David Llewellyn,NA,1877,E1,0,1518,0.1,0.1,0
2,2010-09-28,Brian Ross,Dave Roberts,p56,1617,G1,0,1506,0.47,0.37,0
3,2010-11-03,Brian Ross,Beryl Hughes,NA,1548,E2,0,1491,0.93,0.46,0
