name,zone,club,grade,title,last_played,player_key,profile_url,Pld,name_clean
Adam Jenkins,G1,NA,1450,NA,NA,77,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=77,44,adam jenkins
Alan Keene,G1,NA,1800,NA,NA,40,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=40,9,alan keene
Alex Ball,G1,NA,876,NA,NA,104,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=104,9,alex ball
Andrew Owen,G1,NA,1813,NA,NA,37,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=37,3,andrew owen
Andrew Thomas,G1,NA,1025,NA,NA,97,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=97,2,andrew thomas
Anthony Hughes,G1,NA,1908,NA,NA,31,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=31,29,anthony hughes
Bob Fordham,G1,NA,1298,NA,NA,87,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=87,6,bob fordham
Bob Stanworth,G1,NA,1396,NA,NA,81,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=81,11,bob stanworth
Brian Ross,G1,NA,1441,NA,NA,79,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=79,2,brian ross
Caspian Fowler,G1,NA,1601,NA,NA,61,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=61,9,caspian fowler
Chris Boyd,G1,NA,1914,NA,NA,29,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=29,6,chris boyd
Chris Dixon,G1,NA,1773,NA,NA,43,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=43,22,chris dixon
Chris P Smith,G1,NA,1477,NA,NA,74,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=74,10,chris p smith
Chris Reading,G1,NA,1587,NA,NA,66,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=66,6,chris reading
Christopher Robertson,G1,NA,1314,NA,NA,86,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=86,10,christopher robertson
Clive Thomas,G1,NA,1788,NA,NA,42,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=42,14,clive thomas
Dave Connolly,G1,NA,1531,NA,NA,71,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=71,12,dave connolly
Dave Roberts,G1,NA,1566,NA,NA,69,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=69,1,dave roberts
Dave Turner,G1,NA,1980,NA,NA,24,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=24,44,dave turner
Dave Williams,G1,NA,1651,NA,NA,53,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=53,35,dave williams
David McIntosh,G1,NA,1618,NA,NA,56,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=56,22,david mcintosh
David Norris,G1,NA,1569,NA,NA,68,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=68,9,david norris
David Vaughan,G1,NA,1923,NA,NA,28,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=28,11,david vaughan
Dennis O. Jones,G1,NA,1753,NA,NA,46,https://www.welshchessunion.uk/Grading/xarchive/gwent/JanJune2019/pr.php?id=46,10,dennis o. jones
