name,zone,club,grade,title,last_played,player_key,profile_url,Pld,name_clean
Aishwarya Lutchman Singh,E1,Penarth,1501,NA,NA,177,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=177,6,aishwarya lutchman singh
Alex Bullen,E1,Cardiff,2235,NA,NA,30,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=30,68,alex bullen
Alex Freeland,E1,East Glam Zone,2084,NA,NA,96,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=96,8,alex freeland
Alex Lawrence,E1,Pontypridd,1285,NA,NA,165,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=165,17,alex lawrence
Allan Pleasants,E1,East Glam Zone,2124,NA,NA,224,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=224,37,allan pleasants
Alun Howell,E1,Caerphilly,1653,NA,NA,125,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=125,7,alun howell
Alun Smith,E1,North Cardiff,1696,NA,NA,261,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=261,14,alun smith
Andrew Di-Vetta,E1,Bridgend,1812,NA,NA,75,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=75,28,andrew di-vetta
Andrew Jeanes,E1,Pontypridd,1610,NA,NA,141,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=141,12,andrew jeanes
Andrew Moore,E1,Rhondda,957,NA,NA,195,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=195,5,andrew moore
Andrew Trickey,E1,Bridgend,1624,NA,NA,294,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=294,5,andrew trickey
Anshul Swamy,E1,North Cardiff,1322,NA,NA,276,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=276,7,anshul swamy
Anthony Baker,E1,Bridgend,1569,NA,NA,13,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=13,5,anthony baker
Anthony Williams,E1,Bridgend,1086,NA,NA,309,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=309,3,anthony williams
Ashika Shahameeran,E1,Cardiff,1252,NA,NA,255,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=255,12,ashika shahameeran
Ashton Grey,E1,Barry,894,NA,NA,108,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=108,1,ashton grey
Barbara Graczyk-Gibiec,E1,Cardiff,1861,NA,NA,104,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=104,16,barbara graczyk-gibiec
Ben Jaberansari,E1,St John's College,1156,NA,NA,133,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=133,10,ben jaberansari
Ben Morgan,E1,Caerphilly,1250,NA,NA,196,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=196,10,ben morgan
Ben Thomas,E1,Penarth,2049,NA,NA,280,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=280,6,ben thomas
Bence Szakmany,E1,North Cardiff,1415,NA,NA,277,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=277,33,bence szakmany
Benjamin Choo Yin,E1,North Cardiff,1952,NA,NA,42,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=42,4,benjamin choo yin
Benjamin Oh,E1,Cardiff,1895,NA,NA,207,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=207,4,benjamin oh
Bill Davies,E1,Rhondda,1217,NA,NA,61,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=61,5,bill davies
Bill Harle,E1,Cardiff,1676,NA,NA,117,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=117,7,bill harle
Bill Hunt,E1,Cardiff,1846,NA,NA,129,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=129,10,bill hunt
Bob Hurn,E1,Caerphilly,1559,NA,NA,132,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=132,49,bob hurn
Bob Owen,E1,Bridgend,1279,NA,NA,210,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=210,7,bob owen
Brenda Miles,E1,Nelson,1222,NA,NA,194,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=194,3,brenda miles
Brian Turton,E1,Penarth,1317,NA,NA,296,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=296,5,brian turton
Callum Smith,E1,North Cardiff,1595,NA,NA,262,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=262,13,callum smith
Calum Harris,E1,Pontypridd,1890,NA,NA,118,https://www.welshchessunion.uk/Grading/xarchive/east/JulyDec2019/pr.php?id=118,29,calum harris
