GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2019-07-07,Adam May,Grzegorz Nasuta,NA,2529,GM,0,1948,0.1,0.1,0
2,2019-07-07,Adam May,Daniel Chung,69,1434,,1,1950,1,0.9,1
3,2019-07-08,Adam May,Roy Thomas,NA,1801,,1,1957,1.7,0.7,2
4,2019-07-09,Adam May,Tim Kett,NA,2307,,0,1955,1.8,0.1,2
5,2019-07-09,Adam May,Andrew Borkowski,NA,1806,,0.5,1950,2.49,0.69,2.5
6,2019-07-10,Adam May,Simon Wilks,NA,2222,,0,1946,2.66,0.17,2.5
7,2019-07-11,Adam May,Calum Harris,NA,1890,,1,1956,3.24,0.58,3.5
8,2019-07-11,Adam May,John Richardson,NA,2326,FM,0.5,1966,3.34,0.1,4
9,2019-07-12,Adam May,Weng Yan Ong,NA,1624,,1,1969,4.22,0.88,5
10,2019-09-09,Adam May,Malcolm Probert,56,1541,,1,1971,5.12,0.9,6
11,2019-09-23,Adam May,Les Philpin,39,1675,,0.5,1963,5.95,0.83,6.5
12,2019-10-03,Adam May,Sipho Donovan,38,1680,,1,1967,6.78,0.83,7.5
13,2019-10-08,Adam May,Steve Smith,24,1850,,0,1952,7.42,0.64,7.5
14,2019-10-11,Adam May,Sipho Donovan,38,1680,,1,1956,8.25,0.83,8.5
15,2019-10-12,Adam May,Ian Thompson,NA,2270,FM,0,1953,8.38,0.13,8.5
16,2019-10-12,Adam May,Francisco J Marin Marin,72,1767,,1,1959,9.12,0.74,9.5
17,2019-10-13,Adam May,Adam Musson,6,2093,,0,1952,9.43,0.31,9.5
18,2019-10-13,Adam May,Rudy Van Kemenade,NA,2040,AGM,1,1967,9.81,0.38,10.5
19,2019-10-20,Adam May,Roger Bennett,NA,1992,,1,1980,10.25,0.44,11.5
20,2019-10-28,Adam May,Phillip Pe,31,1789,,1,1987,10.97,0.72,12.5
21,2019-11-10,Adam May,Andrey Alekseev,NA,2335,IM,0,1984,11.07,0.1,12.5
22,2019-11-12,Adam May,Carsten Erlandsen,NA,2058,,1,2000,11.42,0.35,13.5
23,2019-11-13,Adam May,Martin Jogstad,NA,2305,FM,0,1998,11.52,0.1,13.5
24,2019-11-14,Adam May,Jean-Paul Goerens,NA,1991,,0.5,1999,11.96,0.44,14
25,2019-11-15,Adam May,Anton Darnell,NA,2044,,0.5,2002,12.33,0.37,14.5
26,2019-11-27,Adam May,Malcolm Probert,56,1541,,1,2004,0.9,0.9,1
27,2019-12-01,Adam May,Roy Thomas,NA,1761,,1,2009,1.7,0.8,2
28,2019-12-05,Adam May,Ian Jones,12,2035,,0.5,2010,2.15,0.45,2.5
1,2019-09-12,Adam Musson,Francisco J Marin Marin,72,1767,,1,2095,0.88,0.88,1
2,2019-09-25,Adam Musson,Zygimantas Svitojus,NA,2033,,0,2086,1.46,0.58,1
3,2019-09-26,Adam Musson,Steve Smith,24,1850,,1,2089,2.26,0.8,2
4,2019-10-02,Adam Musson,Nigel Hosken,NA,2134,,1,2098,2.7,0.44,3
5,2019-10-07,Adam Musson,Moss McCarthy,17,1980,,1,2103,3.36,0.66,4
6,2019-10-09,Adam Musson,Michael Brigden,NA,2014,,1,2109,3.97,0.61,5
7,2019-10-11,Adam Musson,Mark Whitehead,NA,1966,,1,2115,4.64,0.67,6
8,2019-10-12,Adam Musson,Joel Chung,64,1475,,1,2116,5.54,0.9,7
9,2019-10-12,Adam Musson,Grzegorz Toczek,NA,2300,FM,0,2113,5.77,0.23,7
10,2019-10-13,Adam Musson,Adam May,18,1950,,1,2118,6.46,0.69,8
11,2019-10-13,Adam Musson,Ian Thompson,NA,2270,FM,0,2113,6.73,0.27,8
12,2019-10-16,Adam Musson,Peter Kirby,NA,2046,,1,2120,7.3,0.57,9
13,2019-10-24,Adam Musson,David Buttell,23,1874,,0,2108,8.08,0.78,9
14,2019-10-29,Adam Musson,Stephen Dilleigh,NA,2086,,1,2116,8.59,0.51,10
15,2019-11-05,Adam Musson,Gareth Morris,4,2114,,1,2124,9.06,0.47,11
16,2019-11-07,Adam Musson,Adrian Davies,37,1705,,1,2126,9.96,0.9,12
17,2019-11-26,Adam Musson,David Guy,15,1998,,1,2132,10.59,0.63,13
18,2019-11-27,Adam Musson,Paul Spiller,NA,1934,,0,2120,11.3,0.71,13
19,2019-12-01,Adam Musson,Charles Morris,NA,2161,,1,2130,11.7,0.4,14
20,2019-12-05,Adam Musson,Jason Garcia,3,2112,,1,2138,12.17,0.47,15
1,2019-11-07,Adrian Davies,Adam Musson,6,2093,W1,0,1703,0.1,0.1,0
1,2019-09-09,Alan Young,James Evans,49,1617,,1,2099,0.9,0.9,1
2,2019-09-23,Alan Young,Ian Eustis,26,1839,,0.5,2093,1.72,0.82,1.5
3,2019-10-11,Alan Young,David Buttell,23,1874,,1,2097,2.5,0.78,2.5
4,2019-10-12,Alan Young,Ryan Cheung,NA,1885,,0,2085,3.27,0.77,2.5
5,2019-10-12,Alan Young,Rudy Van Kemenade,NA,2040,AGM,0.5,2083,3.85,0.58,3
6,2019-10-13,Alan Young,Rajat Makkar,NA,2206,CM,0,2078,4.2,0.35,3
7,2019-10-13,Alan Young,Tony Haigh,NA,1767,,1,2080,5.08,0.88,4
8,2019-10-20,Alan Young,Iolo Jones,NA,2206,FM,0.5,2082,5.43,0.35,4.5
9,2019-10-23,Alan Young,Martyn Griffiths,35,1727,,0.5,2076,6.33,0.9,5
10,2019-11-10,Alan Young,Gennadie Slavin,NA,2313,,1,2088,6.55,0.22,6
11,2019-11-11,Alan Young,Richard Vedder,NA,2257,FM,0.5,2092,6.84,0.29,6.5
12,2019-11-12,Alan Young,Jan Nordenbaek,NA,2239,,0,2087,7.15,0.31,6.5
13,2019-11-14,Alan Young,Christoph Klamp,NA,2034,,1,2093,7.74,0.59,7.5
14,2019-11-15,Alan Young,Sebastian Mihajlov,NA,2387,IM,0,2091,7.89,0.15,7.5
15,2019-11-16,Alan Young,Christopher Skulte,NA,2222,,1,2101,8.22,0.33,8.5
