GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2013-09-30,Anthony Geraghty,Jamie Sen,17,1617,D1,0,1499,0.35,0.35,0
2,2013-10-08,Anthony Geraghty,Howard Leah,24,1509,D1,0.5,1499,0.85,0.5,0.5
3,2013-10-15,Anthony Geraghty,Mark Talbot,3,2130,D1,0,1496,0.95,0.1,0.5
4,2013-11-06,Anthony Geraghty,Scott Hammett,26,1497,D1,1,1511,1.47,0.52,1.5
5,2013-11-09,Anthony Geraghty,Gerry Heap,4,2120,D1,0,1508,1.57,0.1,1.5
6,2013-11-09,Anthony Geraghty,Howard Leah,24,1509,D1,0.5,1508,2.07,0.5,2
7,2013-11-09,Anthony Geraghty,Ian Finlay,28,1477,D1,1,1522,2.62,0.55,3
8,2013-11-10,Anthony Geraghty,Matthew Francis,14,1664,D1,0,1513,2.91,0.29,3
9,2013-11-10,Anthony Geraghty,Margaret Baron,48,850,D1,1,1516,3.81,0.9,4
10,2013-11-20,Anthony Geraghty,Steve Tanner,19,1600,D1,1,1536,4.19,0.38,5
11,2013-11-27,Anthony Geraghty,Awne Osinga,31,1463,D1,1,1550,4.76,0.57,6
12,2013-12-02,Anthony Geraghty,Colin Denham,15,1661,D1,0,1540,5.06,0.3,6
13,2013-12-04,Anthony Geraghty,Ron Wade,22,1594,D1,1,1560,5.44,0.38,7
1,2013-09-12,Awne Osinga,Roland Spencer,27,1482,,0,1448,0.47,0.47,0
2,2013-10-03,Awne Osinga,Nick McIlvenna,33,1424,,1,1462,1.02,0.55,1
3,2013-10-08,Awne Osinga,Ian Finlay,28,1477,,0.5,1463,1.5,0.48,1.5
4,2013-10-10,Awne Osinga,Jamie Sen,17,1617,,1,1486,1.79,0.29,2.5
5,2013-10-17,Awne Osinga,Iolo Jones,2,2247,FM,0,1483,1.89,0.1,2.5
6,2013-10-31,Awne Osinga,Nick McIlvenna,33,1424,,1,1497,2.44,0.55,3.5
7,2013-11-07,Awne Osinga,Howard Leah,24,1509,,0.5,1499,2.88,0.44,4
8,2013-11-09,Awne Osinga,Matthew Francis,14,1664,,0.5,1507,3.12,0.24,4.5
9,2013-11-09,Awne Osinga,Margaret Baron,48,850,,1,1510,4.02,0.9,5.5
10,2013-11-10,Awne Osinga,David Buttell,NA,1954,,0,1507,4.12,0.1,5.5
11,2013-11-10,Awne Osinga,Scott Hammett,26,1497,,1,1525,4.57,0.45,6.5
12,2013-11-14,Awne Osinga,Tony Haigh,7,1930,,0.5,1538,4.67,0.1,7
13,2013-11-20,Awne Osinga,Tegwyn Jones,37,1255,,1,1545,5.44,0.77,8
14,2013-11-21,Awne Osinga,Tony Haigh,7,1930,,0,1542,5.54,0.1,8
15,2013-11-27,Awne Osinga,Anthony Geraghty,23,1510,,0,1528,5.97,0.43,8
16,2013-11-28,Awne Osinga,Colin Denham,15,1661,,0,1520,6.21,0.24,8
17,2013-12-02,Awne Osinga,Paul Orton,18,1608,,1,1543,6.51,0.3,9
18,2013-12-04,Awne Osinga,Tegwyn Jones,37,1255,,1,1550,7.28,0.77,10
19,2013-12-12,Awne Osinga,Colin Denham,15,1661,,1,1574,7.52,0.24,11
20,2013-12-17,Awne Osinga,Scott Hammett,26,1497,,0.5,1576,7.97,0.45,11.5
1,2013-12-02,Chris King,John Miller,16,1655,D1,1,1029,0.1,0.1,1
1,2013-09-23,Colin Denham,Howard Leah,24,1509,,1,1668,0.7,0.7,1
2,2013-10-10,Colin Denham,Iolo Jones,2,2247,FM,0,1666,0.8,0.1,1
3,2013-10-20,Colin Denham,Jyrki Kytoniemi,NA,2263,FM,0,1663,0.9,0.1,1
4,2013-10-23,Colin Denham,Evaggelos Michelakis,NA,1619,,1,1674,1.46,0.56,2
5,2013-10-24,Colin Denham,Olivier Jeitz,NA,2010,,0,1671,1.57,0.11,2
6,2013-10-25,Colin Denham,Niko Papula,NA,1980,,0,1668,1.7,0.13,2
7,2013-10-31,Colin Denham,Jamie Sen,17,1617,,0.5,1667,2.26,0.56,2.5
8,2013-11-06,Colin Denham,Rudy van Kemenade,5,2011,,0,1664,2.37,0.11,2.5
9,2013-11-09,Colin Denham,James Corrigan,41,1112,,0,1643,3.27,0.9,2.5
10,2013-11-09,Colin Denham,Matthew Francis,14,1664,,1,1655,3.77,0.5,3.5
11,2013-11-09,Colin Denham,Margaret Baron,48,850,,1,1657,4.67,0.9,4.5
12,2013-11-10,Colin Denham,Gerry Heap,4,2120,,0,1655,4.77,0.1,4.5
13,2013-11-10,Colin Denham,Jamie Friel,44,1000,,1,1657,5.67,0.9,5.5
14,2013-11-14,Colin Denham,Nick McIlvenna,33,1424,,1,1662,6.47,0.8,6.5
15,2013-11-28,Colin Denham,Awne Osinga,31,1463,,1,1667,7.23,0.76,7.5
16,2013-12-01,Colin Denham,Andrew Trickey,NA,1535,,1,1675,7.9,0.67,8.5
17,2013-12-02,Colin Denham,Anthony Geraghty,23,1510,,1,1683,8.6,0.7,9.5
18,2013-12-12,Colin Denham,Awne Osinga,31,1463,,0,1664,9.36,0.76,9.5
19,2013-12-17,Colin Denham,Tony Haigh,7,1930,,0.5,1672,9.53,0.17,10
1,2013-10-01,Emyr Llywelyn,James Corrigan,41,1112,D1,0,962,0.31,0.31,0
2,2013-11-12,Emyr Llywelyn,Jamie Friel,44,1000,D1,0,947,0.77,0.46,0
3,2013-11-20,Emyr Llywelyn,Nick McIlvenna,33,1424,D1,0,944,0.87,0.1,0
4,2013-12-04,Emyr Llywelyn,Nick McIlvenna,33,1424,D1,0,941,0.97,0.1,0
1,2013-09-23,Gavin Jones,Nick McIlvenna,33,1424,,0,1582,0.73,0.73,0
2,2013-10-01,Gavin Jones,Keith Downey,9,1879,,1,1603,0.89,0.16,1
3,2013-10-11,Gavin Jones,Margaret Baron,48,850,,1,1605,1.79,0.9,2
4,2013-11-11,Gavin Jones,Iolo Jones,2,2222,FM,0,1603,1.89,0.1,2
5,2013-12-02,Gavin Jones,Jamie Friel,44,1000,,1,1605,2.79,0.9,3
6,2013-12-04,Gavin Jones,Rudy van Kemenade,5,2033,,0,1603,2.89,0.1,3
1,2013-10-02,Gerry Heap,Mike Cleaves,NA,1787,,1,2122,0.88,0.88,1
2,2013-10-12,Gerry Heap,Paul Bridges,NA,1910,,1,2126,1.65,0.77,2
3,2013-10-12,Gerry Heap,Suzie Blackburn,NA,2058,WFM,1,2132,2.24,0.59,3
4,2013-10-13,Gerry Heap,Richard S Jones,NA,2427,IM,0.5,2138,2.38,0.14,3.5
5,2013-10-13,Gerry Heap,David L Roberts,NA,2116,,0.5,2138,2.89,0.51,4
6,2013-10-20,Gerry Heap,Veijo Maki,NA,2379,IM,0.5,2143,3.07,0.18,4.5
7,2013-10-21,Gerry Heap,Jonathan D Tisdall,NA,2437,GM,0,2141,3.2,0.13,4.5
8,2013-10-23,Gerry Heap,Spiridon Karaboikis,NA,2000,,1,2146,3.86,0.66,5.5
9,2013-10-24,Gerry Heap,Tom Weber,NA,2415,IM,0,2144,4.01,0.15,5.5
10,2013-10-25,Gerry Heap,Frans Valli,NA,2282,,0,2139,4.29,0.28,5.5
11,2013-10-26,Gerry Heap,Gunther Voss,NA,2154,,1,2148,4.74,0.45,6.5
12,2013-10-30,Gerry Heap,Fred Clough,NA,1775,,0,2134,5.63,0.89,6.5
13,2013-11-03,Gerry Heap,Andrew Gibbons,NA,2007,,1,2139,6.29,0.66,7.5
14,2013-11-06,Gerry Heap,Alan Bennett,NA,2077,,1,2146,6.85,0.56,8.5
15,2013-11-09,Gerry Heap,Anthony Geraghty,23,1510,,1,2148,7.75,0.9,9.5
16,2013-11-09,Gerry Heap,Tony Haigh,7,1930,,1,2152,8.5,0.75,10.5
