GameNo,Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
1,2010-10-26,Anthony Geraghty,Julie van Kemenade,NA,1709,D1,0.5,1291,0.06,0.06,0.5
2,2010-10-30,Anthony Geraghty,Paul Orton,NA,1669,D1,0,1289,0.14,0.08,0.5
3,2010-10-30,Anthony Geraghty,Awne Osinga,NA,1482,D1,0,1281,0.37,0.23,0.5
4,2010-10-30,Anthony Geraghty,David Buttell,NA,1703,W1,0,1279,0.44,0.07,0.5
5,2010-10-31,Anthony Geraghty,Cai Lewis,NA,1250,D1,1,1294,0.98,0.54,1.5
6,2010-10-31,Anthony Geraghty,Jan Sendall,NA,1358,D1,0,1281,1.37,0.39,1.5
7,2010-11-22,Anthony Geraghty,David Buttell,NA,1693,W2,0,1279,1.44,0.07,1.5
8,2010-12-14,Anthony Geraghty,Georgina Gray,NA,1227,D1,1,1293,2.01,0.57,2.5
1,2010-07-12,Awne Osinga,Owen Llywelyn,NA,1483,D1,0,1466,0.5,0.5,0
2,2010-09-09,Awne Osinga,Roger Phillips,NA,1461,D1,1,1481,1.03,0.53,1
3,2010-09-16,Awne Osinga,Roland Spencer,NA,1406,D1,0,1462,1.64,0.61,1
4,2010-09-23,Awne Osinga,Colin Denham,NA,1553,D1,0,1449,2.04,0.4,1
5,2010-10-14,Awne Osinga,Howard Leah,NA,1522,D1,0,1435,2.48,0.44,1
6,2010-10-21,Awne Osinga,Colin Denham,NA,1553,D1,1,1454,2.88,0.4,2
7,2010-10-22,Awne Osinga,John Florence,NA,1285,D1,1,1462,3.64,0.76,3
8,2010-10-28,Awne Osinga,Roger Phillips,NA,1461,D1,0,1445,4.17,0.53,3
9,2010-10-30,Awne Osinga,Tony Haigh,NA,1871,D1,0,1442,4.25,0.08,3
10,2010-10-30,Awne Osinga,Anthony Geraghty,NA,1277,D1,1,1449,5.02,0.77,4
11,2010-10-30,Awne Osinga,Iwan Griffiths,NA,1585,D1,1,1470,5.38,0.36,5
12,2010-10-31,Awne Osinga,Colin Denham,NA,1553,D1,0,1457,5.78,0.4,5
13,2010-10-31,Awne Osinga,Paul Orton,NA,1669,D1,0.5,1465,6.03,0.25,5.5
14,2010-11-04,Awne Osinga,Caerwyn Owen,NA,1699,D1,0,1458,6.25,0.22,5.5
15,2010-11-08,Awne Osinga,Tegwyn Jones,NA,1268,D1,1,1465,7.03,0.78,6.5
16,2010-11-11,Awne Osinga,Iolo Jones,NA,2213,D1,0,1465,7.03,0,6.5
17,2010-11-18,Awne Osinga,Roland Spencer,NA,1406,D1,1,1478,7.64,0.61,7.5
18,2010-12-09,Awne Osinga,Tony Haigh,NA,1871,D1,0,1475,7.72,0.08,7.5
1,2010-09-23,Caerwyn Owen,Howard Leah,NA,1522,D1,0.5,1693,0.73,0.73,0.5
2,2010-09-30,Caerwyn Owen,Roland Spencer,NA,1406,D1,1,1697,1.58,0.85,1.5
3,2010-10-07,Caerwyn Owen,Iolo Jones,NA,2213,D1,0,1696,1.61,0.03,1.5
4,2010-10-11,Caerwyn Owen,Rudy van Kemenade,NA,2031,D1,0,1693,1.73,0.12,1.5
5,2010-10-14,Caerwyn Owen,Roland Spencer,NA,1406,D1,0.5,1685,2.58,0.85,2
6,2010-10-18,Caerwyn Owen,Ian Finlay,NA,1397,D1,0,1664,3.44,0.86,2
7,2010-10-22,Caerwyn Owen,Colin Denham,NA,1553,D1,0,1648,4.14,0.7,2
8,2010-11-04,Caerwyn Owen,Awne Osinga,NA,1482,D1,1,1653,4.92,0.78,3
9,2010-11-08,Caerwyn Owen,Iwan Griffiths,NA,1585,D1,0.5,1649,5.58,0.66,3.5
10,2010-11-17,Caerwyn Owen,Julie van Kemenade,NA,1786,D2,0,1640,5.96,0.38,3.5
11,2010-11-18,Caerwyn Owen,Iolo Jones,NA,2213,D1,0,1639,5.99,0.03,3.5
12,2010-11-25,Caerwyn Owen,Colin Denham,NA,1553,D1,0,1622,6.69,0.7,3.5
1,2010-11-02,Clive Boaler,Tegwyn Jones,NA,1268,D1,0,1289,0.55,0.55,0
2,2010-11-22,Clive Boaler,Georgina Gray,NA,1227,D1,0,1270,1.16,0.61,0
1,2010-07-12,Colin Denham,Tony Haigh,NA,1871,D1,0,1549,0.13,0.13,0
2,2010-09-09,Colin Denham,Iolo Jones,NA,2213,D1,0,1549,0.14,0.01,0
3,2010-09-16,Colin Denham,Tony Haigh,NA,1871,D1,0,1544,0.27,0.13,0
4,2010-09-23,Colin Denham,Awne Osinga,NA,1482,D1,1,1557,0.87,0.6,1
5,2010-10-14,Colin Denham,Seamus Cunnane,NA,1732,D1,1,1581,1.13,0.26,2
6,2010-10-21,Colin Denham,Awne Osinga,NA,1482,D1,0,1562,1.73,0.6,2
7,2010-10-22,Colin Denham,Caerwyn Owen,NA,1699,D1,1,1584,2.03,0.3,3
8,2010-10-28,Colin Denham,Iolo Jones,NA,2213,D1,0,1584,2.04,0.01,3
9,2010-10-30,Colin Denham,Alex Rowley,NA,1200,D1,1,1587,2.93,0.89,4
10,2010-10-30,Colin Denham,Tony Haigh,NA,1871,D1,1,1615,3.06,0.13,5
11,2010-10-30,Colin Denham,Rudy van Kemenade,NA,2005,D2,0,1613,3.11,0.05,5
12,2010-10-31,Colin Denham,Awne Osinga,NA,1482,D1,1,1626,3.71,0.6,6
13,2010-10-31,Colin Denham,Keith Downey,NA,1830,D1,0,1621,3.87,0.16,6
14,2010-11-01,Colin Denham,Julie van Kemenade,NA,1786,D2,1,1647,4.07,0.2,7
15,2010-11-11,Colin Denham,Roland Spencer,NA,1406,D1,0,1624,4.77,0.7,7
16,2010-11-14,Colin Denham,David Perrett,NA,2014,E1,0,1623,4.82,0.05,7
17,2010-11-18,Colin Denham,Roger Phillips,NA,1461,D1,0.5,1619,5.45,0.63,7.5
18,2010-11-24,Colin Denham,Rudy van Kemenade,NA,2005,D2,0,1617,5.5,0.05,7.5
19,2010-11-25,Colin Denham,Caerwyn Owen,NA,1699,D1,1,1639,5.8,0.3,8.5
20,2010-12-09,Colin Denham,Roland Spencer,NA,1406,D1,0,1617,6.5,0.7,8.5
1,2010-10-11,David Ferguson,Seamus Cunnane,NA,1732,D1,0,1721,0.5,0.5,0
2,2010-10-26,David Ferguson,John Basterfield,NA,1324,D1,1,1723,1.43,0.93,1
