name,zone,club,grade,title,last_played,player_key,profile_url,name_clean
Jose Camacho Collados,E1,NA,2461,IM,NA,e1 jose camacho collados,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2020/playerDetailView.php?key=e1%20jose%20camacho%20collados,jose camacho collados
Daniel Kozusek,E1,NA,2411,FM,2020-08-30,e1 daniel kozusek,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2020/playerDetailView.php?key=e1%20daniel%20kozusek,daniel kozusek
Howard Williams,D1,NA,2340,FM,NA,d1 howard williams,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2020/playerDetailView.php?key=d1%20howard%20williams,howard williams
Ioan Rees,E1,NA,2338,FM,NA,e1 ioan rees,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2020/playerDetailView.php?key=e1%20ioan%20rees,ioan rees
Jonathan LB Blackburn,N1,NA,2327,FM,NA,n1 jonathan lb blackburn,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2020/playerDetailView.php?key=n1%20jonathan%20lb%20blackburn,jonathan lb blackburn
Grzegorz Toczek,E1,NA,2326,FM,NA,e1 grzegorz toczek,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2020/playerDetailView.php?key=e1%20grzegorz%20toczek,grzegorz toczek
Richard Dineley,N1,NA,2306,CM,NA,n1 richard dineley,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2020/playerDetailView.php?key=n1%20richard%20dineley,richard dineley
Elijah Everett,N1,NA,2297,NA,NA,n1 elijah everett,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2020/playerDetailView.php?key=n1%20elijah%20everett,elijah everett
Carl Strugnell,E1,NA,2268,FM,NA,e1 carl strugnell,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2020/playerDetailView.php?key=e1%20carl%20strugnell,carl strugnell
Peter Varley,G1,NA,2249,FM,NA,g1 peter varley,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2020/playerDetailView.php?key=g1%20peter%20varley,peter varley
Tim Kett,E1,NA,2246,CM,NA,e1 tim kett,https://www.welshchessunion.uk/Grading/xarchive/JulyDec2020/playerDetailView.php?key=e1%20tim%20kett,tim kett
